"filename" "sentence" "value"
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_3.44.txt.157" "chi_Théophile_3.44.txt" "des gros policiers xx.
ouais les fleurs des fleurs!
des yy!
oui faut trouver des.
le policier!
euh cinq deux!" 12
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_2.94.txt.15" "chi_Adrien_2.94.txt" "c'est@pm tombé!
attends attends!
ah non non non!
x@pm dessous!
a côté!
attends attends attends tends tends tends!
oh non sans déconner!
sans déconner!
y'a des sous y'a des sous!
des sous!
non non non sous!
non sous!
non sous!
x@pm ouvre!" 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_3.77.txt.80" "chi_Adrien_3.77.txt" "pas ranger les chaussures!
chaussures chaussures!
chaussures chaussures!
oh des chaussures papa!
hé tu enlèves tes chaussures!" 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.2.txt.48" "chi_Adrien_4.2.txt" "j'ai caressé une fois la queue!
ferme les yeux!
ferme les yeux ferme les yeux!
ferme les yeux!
regarde mes nouvelles baskets!" 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_4.89.txt.228" "chi_Antoine_4.89.txt" "un deux trois quatre cinq six sept huit neuf dix onze douze." 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.25.txt.95" "chi_Madeleine_3.25.txt" "parce que les petits ça fait de faux les petits ça fait defaux yyy légumes!
parce que //.
mais les grands ça fait de vrais légumes!" 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.52.txt.86" "chi_Madeleine_3.52.txt" "il faut pas!
oh non!
yyy dans!
des petits animaux!
oh merci!
des petits animaux!
des animaux super!
des petits animaux!" 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Theophile_5.82.txt.33" "chi_Theophile_5.82.txt" "un deux trois petits chats trois petits chats trois vilains petits fripons." 11
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_2.7.txt.65" "chi_Adrien_2.7.txt" "ah pipi pipi!
des gouttes!
des gouttes des gouttes!
des gouttes!
des gouttes!
quitter yyy non yyy yyy." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_3.68.txt.229" "chi_Adrien_3.68.txt" "me laver les mains!
laver les mains!
se laver les mains!
laver les mains se laver les mains!" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.04.txt.74" "chi_Adrien_4.04.txt" "non il a comme ça Antonin!
deux ans!
et Papy?
et Mamie?
non on les gare tous les deux!
on les gare tous les deux!" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.11.txt.14" "chi_Adrien_4.11.txt" "trois fraises!
trois quatre fraises!
et ça?
et ça?
et ça?
me sais pas!
moi j'aime bien les fraises!
et tu p- tu.
elles sont rrrrrouges!" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_3.83.txt.109" "chi_Anae_3.83.txt" "ah oui!
bah ils vont sur quelque chose que ils vont pas s'envoler!
que ils vont pas s'envoler!
et et les chats ils vont rentrer dans la maison?" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.12" "chi_Anae_4.03.txt" "ses pattes sont brillantes et elles piquent ses pattes!
attention les amis!" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.265" "chi_Anae_4.03.txt" "il fermait les yeux et tous les deux ils sontaient@c amoureux et ils rigolaient." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.91.txt.134" "chi_Anae_5.91.txt" "parce que leurs mamans elles sont parce que leurs xxx mamans elles sont malades." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.156" "chi_Antoine_3.41.txt" "six sept huit neuf dix onze douze treize quatorze quinze yyy xx." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_4.74.txt.285" "chi_Julie_4.74.txt" "de eux c'est les licornes de eux toutes les licornes.
et les bébés licornes." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_4.74.txt.443" "chi_Julie_4.74.txt" "non ils vont faire dingdong@o pas à la ferme ils vont faire là et après eux ils vont ils vont venir avec xx." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Léonard_3.23.txt.251" "chi_Léonard_3.23.txt" "ah regarde toutes les mains des facteurs toutes les mains des facteurs." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.79.txt.115" "chi_Madeleine_2.79.txt" "une deux trois quatre cinq sept huit neuf onze douze vingt." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.25.txt.41" "chi_Madeleine_3.25.txt" "vous voulez boire de l'eau?
vous voulez boire de l'eau?
vous voulez que j'en cueille encore des carottes?
des descarottes?" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_6.99.txt.47" "chi_Madeleine_6.99.txt" "en deuxième y a les fleurs qui fanent.
et en troisième y a des petites cerises qui commencent à pousser.
et après en quatrième ben y a des belles cerises." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_6.99.txt.133" "chi_Madeleine_6.99.txt" "des tulipes des étoiles des coeurs et des coeurs et des étoiles." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_6.99.txt.223" "chi_Madeleine_6.99.txt" "la maîtresse elle dit ben je préfère vous refaire plusieurs exercices que vous ayez très bien à tous les exercices comme ça vous savez." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Theophile_5.82.txt.81" "chi_Theophile_5.82.txt" "tu connais même pas les échelles?
et pourquoi tu me dis que tu connaissais pas les échelles .
les chevals.
et les poules et les poules?" 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_3.44.txt.160" "chi_Théophile_3.44.txt" "une deux trois sept!
quatre y en a.
et un bonbon des bonbons des bonbons pour moi!
ça avec celui là.
non yyy sais pas les chiffres." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_4.14.txt.87" "chi_Théophile_4.14.txt" "maman avant tu.
en fait tu croyais que ça piquait pas en fait ils ont tu croyais que ils avaient enlevé les pinces et ils ont pas enlevé les pinces." 10
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_3.45.txt.96" "chi_Adrien_3.45.txt" "as vu a fait des gants!
des gants!
t'as vu?
c'est des grands bras!
efface ça!
et ça!
as vu c'est ses cheveux!" 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.04.txt.66" "chi_Adrien_4.04.txt" "t'en as on en met attends attends là là sont les là sont les deux!" 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_3.57.txt.125" "chi_Anae_3.57.txt" "Peter Pan il trouve des des pieds noirs parce que.
et voilà!
des pieds noirs yy!
y a.
y a des sapins mais c'est c'est." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_3.83.txt.138" "chi_Anae_3.83.txt" "tu peux voler en avion!
bah non!
on les laisse dans les fermes!
et les cochons aussi!
tous tous les animaux!" 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.286" "chi_Anae_4.03.txt" "un mouton qui arrive.
et il demande toi.
est là.
et après quand maman ouvra@c la porte pour pour que les moutons se roulent par terre ils s'enfuient dans la forêt!
et après quand ils sontaient@c quand ils sontaient@c en train de se bagarrer dans la forêt." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.03.txt.314" "chi_Anae_4.03.txt" "alors le canard mettra des yyy habits.
et yy et après de la poule.
et les pattes de de le cheval.
et quand la poule quand tous les deux ils s'ouvra@c." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_4.36.txt.67" "chi_Anae_4.36.txt" "les fruits tombât sans que les cueille le vent et la forêt pleurent toutes les larmes en automne." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.16.txt.36" "chi_Antoine_2.16.txt" "deux trois quatre quatre xxx six six sept ah." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.72.txt.36" "chi_Antoine_2.72.txt" "un deux trois quatre cinq six sept huit neuf neuf." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.41.txt.147" "chi_Antoine_3.41.txt" "un deux trois quatre cinq six sept huit neuf dix." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_4.89.txt.197" "chi_Antoine_4.89.txt" "un deux trois quatre cinq six sept huit neuf dix." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_5.41.txt.174" "chi_Antoine_5.41.txt" "l'immeuble là.
et puis elle mesure euh cent milliards de xxx les cheveux ils pèsent cent milliards de plus que que." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_5.41.txt.393" "chi_Antoine_5.41.txt" "elle a eu les enfants à des mois et des mois cinq milliards de mois." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_6.27.txt.223" "chi_Antoine_6.27.txt" "les deux concurrents les trois concurrents foncent à toutes vitesses." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_4.74.txt.336" "chi_Julie_4.74.txt" "non mais ils ont invités que les mamans et les papas ils vont dormir aussi." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_5.3.txt.257" "chi_Julie_5.3.txt" "mais elle les a téléphonées madame Nathalie et les cloches de pâques ont ont dit qu'elles viendraient le week end." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.79.txt.96" "chi_Madeleine_2.79.txt" "une deux trois quatre une deux trois quatre six sept huit." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.97.txt.109" "chi_Madeleine_2.97.txt" "j'ai .
je vais les  //.
je vais les compter!
vais les mettre là!
un deux trois dix huit!
oui moi j'en ai dix huit." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.97.txt.114" "chi_Madeleine_2.97.txt" "ah que.
le tapis!
un deux trois quatre cinq dis onze douze treize quatorze voilà!" 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.97.txt.227" "chi_Madeleine_2.97.txt" "il en a aussi des blancs avec des nez blancs comme nous on a des nez blancs!" 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.77.txt.223" "chi_Madeleine_3.77.txt" "allez maintenant.
et si je l'ai!
un deux trois quatre cinq six sept huit neuf." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_4.15.txt.285" "chi_Madeleine_4.15.txt" "ça sonne plus!
pratique hein?
à tous les moments à tous les coups de fil à tous les heures." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_5.09.txt.77" "chi_Madeleine_5.09.txt" "on peut dire que y a eux deux qui ferment les yeux et puis moi je dis les mots on peut on peut ouvrir les yeux parce que moi il faut savoir où je cache." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_5.43.txt.376" "chi_Madeleine_5.43.txt" "mais vous vous avez de la chance vous avez les des bonnes couleurs." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_5.87.txt.63" "chi_Madeleine_5.87.txt" "y en avait deux mais parce que les autres ils ils sont pas venus parce qu'ils avaient pas envie.
et du coup voilà." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_2.77.txt.146" "chi_Théophile_2.77.txt" "e@fs clefs moi!
euh clefs!
les clefs!
les clés!
veux les clefs moi!
et ça fait mal." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_2.99.txt.182" "chi_Théophile_2.99.txt" "c'est e@fs balles ça!
non c'est des balles!
des balles de moi!
moi yyy y a des balles à moi!
y a des balles." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Théophile_3.83.txt.219" "chi_Théophile_3.83.txt" "hé ils ont pris une cuillère et ils ont mis les les miettes là et ils ont mis sur ça." 9
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_3.45.txt.91" "chi_Adrien_3.45.txt" "veux dessiner ici!
sa bouche!
ses yeux!
et ses ses ça!
c'est ses c'est tes cheveux!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.04.txt.49" "chi_Adrien_4.04.txt" "attends on les mets tous comme on les mets tous de rouges!
on les met tous de rouge!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.2.txt.36" "chi_Adrien_4.2.txt" "euh aux W C dit des gros mots!
toi aussi?
moi je dis des gros mots!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Adrien_4.32.txt.226" "chi_Adrien_4.32.txt" "elles elles ont fermé les fenêtres parce que il peut y aller mais y'en a qu'elles sont pas fermées!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_3.57.txt.34" "chi_Anae_3.57.txt" "hein que c'est beau les petits renards?
et les petits les petits renards ça fait pas peur!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_3.57.txt.127" "chi_Anae_3.57.txt" "ah si c'est des indiens des indiens parce que il trouve des pieds et des indiens!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anae_5.14.txt.140" "chi_Anae_5.14.txt" "parce que les filles elles étaient avec les filles et les filles on a pris plus." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.21.txt.227" "chi_Anaé_2.21.txt" "mes doudous télétubbies euh ils sont où mes doudous télétubbies?" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.21.txt.311" "chi_Anaé_2.21.txt" "sa@fs après avec le bubbies@c.
après avec les bubbies@c.
après avec avec les bubbies@c.
après après avec les bubbies@c.
si@fs dessine pour les bubbies@c.
yyy dessine pour maman." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_2.57.txt.195" "chi_Anaé_2.57.txt" "un deux trois six sept huit neuf dix onze." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.4.txt.107" "chi_Anaé_3.4.txt" "mais il a deux maîtresses?
et ses maîtresses les deux maîtresses ɛ@fs s'appellent comment?
le château." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Anaé_3.4.txt.325" "chi_Anaé_3.4.txt" "hé ben oui les ils ont des jolies fesses les pingouins." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.56.txt.52" "chi_Antoine_2.56.txt" "allez on y va!
un deux trois quatre cinq six sept huit .
oui le bisou !" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_2.79.txt.228" "chi_Antoine_2.79.txt" "on en a mangé chez taty.
des radis.
des cerises.
des fraises.
les bananes." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_3.58.txt.50" "chi_Antoine_3.58.txt" "un deux trois quatre cinq six sept huit neuf." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_4.21.txt.111" "chi_Antoine_4.21.txt" "yy regarde mes legos regarde mes legos ils sont en briques aussi regarde." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_5.41.txt.52" "chi_Antoine_5.41.txt" "les mains avant.
tu sais combien de fois je me lave les mains?
avant que je un gâteau?
pour être sûr qu'elles sont propres." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_5.61.txt.138" "chi_Antoine_5.61.txt" "non les trois.
tu les mets là.
et les grands tu les mets là." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Antoine_5.96.txt.111" "chi_Antoine_5.96.txt" "hé tu te laves pas les mains là non c'est bon c'est ça va?
parce que les cheveux ils sont plus courts." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_2.66.txt.13" "chi_Julie_2.66.txt" "trois quatre six neuf diz onze douze treize quatorze." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_2.66.txt.47" "chi_Julie_2.66.txt" "trois quatre six neuf dix trois quatre six." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_2.92.txt.335" "chi_Julie_2.92.txt" "oui ils sont dans en maternelle et.
et en maternelle ils font des tâches avec leurs marqueurs et.
en maternelle." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_3.17.txt.90" "chi_Julie_3.17.txt" "alors on va le tuer.
et tous les potagers des des autres et tous les xxx." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_4.74.txt.334" "chi_Julie_4.74.txt" "non non parce que xxx eux ils sont deux et eux ils sont trois." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_4.74.txt.335" "chi_Julie_4.74.txt" "mais tu sais  ils vont à l'anniversaire de celle qui a les bottes rouges alors ils seront tout plein d'enfants." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_5.3.txt.155" "chi_Julie_5.3.txt" "euh vingt neuf trente trente et un trente deux trente trois." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Julie_5.85.txt.64" "chi_Julie_5.85.txt" "deux dessus.
et les Petshop ils peuvent aller dans les trucs." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Léonard_2.4.txt.187" "chi_Léonard_2.4.txt" "a des glaces.
a des glaces.
a des glaces.
a des glaces." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Léonard_2.4.txt.188" "chi_Léonard_2.4.txt" "a des glaces maman.
a des glaces.
des glaces.
des glaces.
de Bambi.
à@fs Florence." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.26.txt.8" "chi_Madeleine_2.26.txt" "mes cheveux ils sont ils sont.
et ils sont yy?
sur ma tête." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.37.txt.87" "chi_Madeleine_2.37.txt" "on monte mes sandales parce que j'ai des autres yy sandales sur mes pieds." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.79.txt.82" "chi_Madeleine_2.79.txt" "une deux trois quatre six.
des aubergines.
des citrons." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_2.97.txt.378" "chi_Madeleine_2.97.txt" "ils ont eu plein de petits marcassins et c'est lui qui qui était mort.
et ils eurent plein de petits marcassins!
dans le potage!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.25.txt.256" "chi_Madeleine_3.25.txt" "une deux trois quatre cinq six sept huit neuf." 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_3.52.txt.97" "chi_Madeleine_3.52.txt" "parce qu'ils ont pas de prénom les playmobils les petits bonshommes de legos!" 8
"X.Users.cp.brainstorm.evalang.evalang.public.colaje.rawtextchi.chi_Madeleine_4.59.txt.69" "chi_Madeleine_4.59.txt" "bah oui on peut avoir des bobos sur les jambes sur les mains sur les bras euh sur la figure." 8
