voilà	FNO	voilà
sa	DET:pos	son
tête	NOM	tête
alors	ADV	alors
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
vaut	VER:pres	valoir
mieux	ADV	mieux
penser	VER:infi	penser
dans	PRP	dans
sa	DET:pos	son
tête	NOM	tête
ou	KON	ou
poser	VER:infi	poser
des	DET:ind	un
questions	NOM	question
.	NOM:sig	<unknown>
poser	VER:infi	poser
des	DET:ind	un
questions	NOM	question
quand	KON	quand
hum	FNO	hum
même	ADV	même
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
questions	NOM	question
parce	TRC	parce
que	KON	que
parfois	ADV	parfois
on	PRO:cls	on
peut	VER:pres	pouvoir
se	PRO:clo	se
tromper	VER:infi	tromper
alors	ADV	alors
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
oui	FNO	oui
plus	ADV	plus
de	PRP	de
chance	NOM	chance
de	PRP	de
savoir	VER:infi	savoir
si	KON	si
on	PRO:cls	on
demande	VER:pres	demander
xxx	NOM	<unknown>
donc	ADV	donc
vous	PRO:cls	vous
vous	PRO:clo	vous
avez	VER:pres	avoir
jamais	ADV	jamais
peur	NOM	peur
de	PRP	de
poser	VER:infi	poser
des	DET:ind	un
questions	NOM	question
.	NAM	<unknown>
non	FNO	non
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
jamais	ADV	jamais
peur	NOM	peur
hum	FNO	hum
à	PRP	à
part	NOM	part
qu'	KON	que
on	PRO:cls	on
sait	VER:pres	savoir
rien	PRO:ind	rien
à	PRP	à
part	NOM	part
euh	INT	euh
des	DET:ind	un
questions	NOM	question
comme	KON	comme
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
des	DET:ind	un
questions	NOM	question
comme	KON	comme
ça	PRO:cls	ça
.	VER:cond	<unknown>
xxx	NOM	<unknown>
ah	INT	ah
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
tu	PRO:cls	tu
as	VER:pres	avoir
pas	ADV	pas
un	DET:ind	un
exemple-là	NOM	<unknown>
.	NOM:sig	<unknown>
des	DET:ind	un
questions	NOM	question
euh	INT	euh
curieuses	ADJ	curieux
oui	FNO	oui
et	KON	et
ça	PRO:cls	ça
concerne	VER:pres	concerner
les	DET:def	le
gens	NOM	gens
hum	FNO	hum
xxx	NOM	<unknown>
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
parce	TRC	parce
qu'	KON	que
ils	PRO:cls	il
euh	INT	euh
parce	TRC	parce
que	KON	que
ce	PRO:dem	ce
qui	PRO:rel	qui
concerne	VER:pres	concerner
leur	DET:pos	leur
vie	NOM	vie
ah	INT	ah
vous	PRO:cls	vous
osez	VER:pres	oser
pas	ADV	pas
trop	ADV	trop
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
.	VER:cond	<unknown>
non	FNO	non
euh	INT	euh
xxx	NOM	<unknown>
non	FNO	non
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
se	PRO:clo	se
fait	VER:pres	faire
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
malpoli	ADJ	<unknown>
oui	FNO	oui
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
malpoli	ADJ	<unknown>
d'	PRP	un
accord	NOM	accord
et	KON	et
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
vous	PRO:cls	vous
posez	VER:pres	poser
parfois	ADV	parfois
des	DET:ind	un
questions	NOM	question
à	PRP	à
des	DET:ind	un
personnes	NOM	personne
dont	PRO:rel	dont
vous	PRO:cls	vous
savez	VER:pres	savoir
qu'	KON	que
elles	PRO:cls	elle
n'	ADV	ne
ont	VER:pres	avoir
pas	ADV	pas
la	DET:def	le
réponse	NOM	réponse
.	NAM	<unknown>
euh	INT	euh
ben	INT	ben
hum	FNO	hum
des	DET:ind	un
fois	NOM	fois
oui	FNO	oui
on	PRO:cls	on
sait	VER:pres	savoir
pas	ADV	pas
on	PRO:cls	on
sait	VER:pres	savoir
pas	ADV	pas
si	KON	si
elles	PRO:cls	elle
ont	VER:pres	avoir
la	DET:def	le
réponse	NOM	réponse
ou	KON	ou
non	FNO	non
oui	FNO	oui
alors	ADV	alors
alors	ADV	alors
on	PRO:cls	on
pose	VER:pres	poser
quand	KON	quand
même	ADV	même
les	DET:def	le
questions	NOM	question
non	FNO	non
et	KON	et
toi	PRO:ton	toi
.	NAM	<unknown>
non	FNO	non
moi	PRO:ton	moi
aussi	ADV	aussi
j'	PRO:cls	je
en	PRO:clo	en
pose	VER:pres	poser
pas	ADV	pas
tu	PRO:cls	tu
poses	VER:pres	poser
pas	ADV	pas
les	DET:def	le
questions	NOM	question
.	NAM	<unknown>
non	FNO	non
xxx	NOM	<unknown>
pas	ADV	pas
donc	ADV	donc
tu	PRO:cls	tu
tu	PRO:cls	tu
te	PRO:clo	te
poses	VER:pres	poser
des	DET:ind	un
questions	NOM	question
qu'	KON	que
aux	PRP:det	au
personnes	NOM	personne
dont	PRO:rel	dont
tu	PRO:cls	tu
penses	VER:pres	penser
qu'	KON	que
elles	PRO:cls	elle
vont	VER:pres	aller
pouvoir	VER:infi	pouvoir
vraiment	ADV	vraiment
répondre	VER:infi	répondre
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
questions	NOM	question
qu'	KON	que
on	PRO:cls	on
peut	VER:pres	pouvoir
toujours	ADV	toujours
répondre	VER:infi	répondre
.	NAM	<unknown>
ben	INT	ben
non	FNO	non
euh	INT	euh
non	FNO	non
lesquels	PRO:int	lequel
par	PRP	par
exemple	NOM	exemple
.	NAM	<unknown>
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
euh	INT	euh
euh	INT	euh
hum	FNO	hum
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
dur	ADJ	dur
si	KON	si
je	PRO:cls	je
te	PRO:clo	te
demande	VER:pres	demander
combien	PRO:int	combien
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
d'	DET:ind	un
étoiles	NOM	étoile
dans	PRP	dans
le	DET:def	le
ciel	NOM	ciel
.	NAM	<unknown>
ah	INT	ah
ben	INT	ben
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
question	NOM	question
ah	INT	ah
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
répondre	VER:infi	répondre
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
des	DET:ind	un
milliardaires	NOM	milliardaire
de	PRP	de
milliardaires	NOM	milliardaire
de	PRP	de
quoi	INT	quoi
?	NAM	<unknown>
des	PRP:det	du
des	PRP:det	du
ben	INT	ben
des	DET:ind	un
étoiles	NOM	étoile
ben	INT	ben
oui	FNO	oui
oui	FNO	oui
et	KON	et
des	DET:ind	un
questions	NOM	question
comme	KON	comme
ça	PRO:ton	ça
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	AUX:pres	avoir
encore	ADV	encore
.	VER:pper	<unknown>
ouais	FNO	ouais
ben	INT	ben
oui	FNO	oui
combien	PRO:int	combien
/et/	MLT	<unknown>
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
autre	ADJ	autre
planète	NOM	planète
où	PRO:rel	où
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
de	PRP	de
la	DET:def	le
vie	NOM	vie
.	NAM	<unknown>
exactement	ADV	exactement
ça	PRO:cls	ça
se	PRO:clo	se
peut	VER:pres	pouvoir
ben	INT	ben
oui	FNO	oui
ça	PRO:cls	ça
se	PRO:clo	se
peut	VER:pres	pouvoir
mais	KON	mais
mais	KON	mais
on	PRO:cls	on
sait	VER:pres	savoir
pas	ADV	pas
encore	ADV	encore
mais	KON	mais
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
la	DET:def	le
réponse	NOM	réponse
peut-être	ADV	peut-être
que	KON	que
si	KON	si
on	PRO:cls	on
va	VER:pres	aller
dessus	ADV	dessus
peut-être	ADV	peut-être
que	KON	que
sur	PRP	sur
Mars	NAM	Mars
avant	ADV	avant
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
avait	VER:impf	avoir
oui	FNO	oui
donc	ADV	donc
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
p-	TRC	p-
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
avoir	VER:infi	avoir
la	DET:def	le
réponse	NOM	réponse
à	PRP	à
toutes	DET:pre	tout
nos	DET:pos	notre
questions	NOM	question
euh	INT	euh
non	FNO	non
non	FNO	non
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
sûr	ADJ	sûr
bon	INT	bon
mais	KON	mais
Elfie	NAM	<unknown>
elle	PRO:cls	elle
xxx	NOM	<unknown>
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
quelqu'un	PRO:ind	quelqu'un
de	PRP	de
très	ADV	très
très	ADV	très
timide	ADJ	timide
hum	FNO	hum
ouais	FNO	ouais
et	KON	et
alors	ADV	alors
elle	PRO:cls	elle
parle	VER:pres	parler
d'	PRP	un
abord	NOM	abord
des	PRP:det	du
noms	NOM	nom
hum	FNO	hum
hein	INT	hein
?	NAM	<unknown>
elle	PRO:cls	elle
dit	VER:pres	dire
qu'	KON	que
elle	PRO:cls	elle
va	VER:pres	aller
donner	VER:infi	donner
son	DET:pos	son
nom	NOM	nom
si	KON	si
vous	PRO:cls	vous
donnez	VER:pres	donner
le	DET:def	le
vôtre	NOM	vôtre
bon	INT	bon
vous	PRO:cls	vous
hum	FNO	hum
l'	PRO:clo	le
avez	AUX:pres	avoir
donné	VER:pper	donner
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
.	NAM	<unknown>
oui	FNO	oui
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
vous	PRO:cls	vous
connaissez	VER:pres	connaître
d'	DET:ind	un
autres	ADJ	autre
petits	ADJ	petit
garçons	NOM	garçon
qui	PRO:rel	qui
s'	PRO:clo	se
appellent	VER:pres	appeler
comme	KON	comme
vous	PRO:cls	vous
.	VER:cond	<unknown>
euh	INT	euh
ben	INT	ben
oui	FNO	oui
hum	FNO	hum
oui	FNO	oui
j'	PRO:cls	je
en	PRO:clo	en
connais	VER:pres	connaître
un	DET:ind	un
qui	PRO:rel	qui
s'	PRO:clo	se
appelle	VER:pres	appeler
Mathieu	NOM	<unknown>
xxx	NOM	<unknown>
j'	PRO:cls	je
en	PRO:clo	en
connais	VER:pres	connaître
un	DET:ind	un
qui	PRO:rel	qui
s'	PRO:clo	se
appelle	VER:pres	appeler
Mathieu	NOM	<unknown>
il	PRO:cls	il
était	VER:impf	être
avec	PRP	avec
moi	PRO:ton	moi
quand	KON	quand
j'	PRO:cls	je
étais	VER:impf	être
en	PRP	en
train	NOM	train
de	PRP	de
préparer	VER:infi	préparer
à	PRP	à
mon	DET:pos	mon
baptême	NOM	baptême
ton	DET:pos	ton
à	PRP	à
ton	DET:pos	ton
baptême	NOM	baptême
?	NAM	<unknown>
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
il	PRO:cls	il
ét-	TRC	ét-
quand	KON	quand
j'	PRO:cls	je
étais	VER:impf	être
en	PRP	en
train	NOM	train
de	PRP	de
préparer	VER:infi	préparer
mon	DET:pos	mon
baptême	NOM	baptême
il	PRO:cls	il
était	VER:impf	être
avec	PRP	avec
moi	PRO:ton	moi
il	PRO:clsi	il
s'	PRO:clo	se
appelait	VER:impf	appeler
Mathieu	NOM	<unknown>
aussi	ADV	aussi
et	KON	et
toi	PRO:ton	toi
tu	PRO:cls	tu
connais	VER:pres	connaître
un	DET:ind	un
autre	ADJ	autre
petit	ADJ	petit
garçon	NOM	garçon
.	NAM	<unknown>
moi	PRO:ton	moi
j'	PRO:cls	je
en	PRO:clo	en
connais	VER:pres	connaître
deux	NUM	@card@
ouais	FNO	ouais
un	DET:ind	un
petit	ADJ	petit
garçon	NOM	garçon
oui	FNO	oui
euh	INT	euh
qui	PRO:rel	qui
me	PRO:clo	me
faisait	VER:impf	faire
trop	ADV	trop
rire	VER:infi	rire
avant	ADV	avant
et	KON	et
un	DET:ind	un
autre	ADJ	autre
qui	PRO:rel	qui
est	VER:pres	être
grand	ADJ	grand
/ilet/	MLT	<unknown>
doit	VER:pres	devoir
avoir	VER:infi	avoir
à	PRP	à
peu	NOM	peu
près	ADV	près
/deuxdouze/	MLT	<unknown>
ans	NOM	an
xxx	NOM	<unknown>
et	KON	et
moi	PRO:ton	moi
euh	INT	euh
oh	INT	oh
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
voulais	VER:impf	vouloir
?	NAM	<unknown>
ah	INT	ah
xxx	NOM	<unknown>
oh	INT	oh
je	PRO:cls	je
m'	PRO:clo	me
en	PRO:clo	en
souviens	VER:pres	souvenir
plus	ADV	plus
ah	INT	ah
oui	FNO	oui
à	PRP	à
la	DET:def	le
compétition	NOM	compétition
de	PRP	de
judo	NOM	judo
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
appelaient	VER:impf	appeler
Mathieu	NOM	<unknown>
tout	DET:pre	tout
ça	PRO:ton	ça
/et/	MLT	<unknown>
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
avait	VER:impf	avoir
au	PRP:det	au
moins	ADV	moins
euh	INT	euh
deux	NUM	@card@
des	PRP:det	du
Mathieu	NOM	<unknown>
aussi	ADV	aussi
et	KON	et
moi	PRO:ton	moi
je	PRO:cls	je
savais	VER:impf	savoir
pas	ADV	pas
moi	PRO:ton	moi
je	PRO:cls	je
croyais	VER:impf	croire
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
ma	DET:pos	mon
mamie	NOM	mamie
qui	PRO:rel	qui
m'	PRO:clo	me
appelait	VER:impf	appeler
alors	ADV	alors
c'	PRO:cls	ce
était	VER:impf	être
en	PRO:clo	en
fait	VER:pres	faire
c'	PRO:cls	ce
était	VER:impf	être
les	DET:def	le
autres	ADJ	autre
qui	PRO:rel	qui
appelaient	VER:impf	appeler
eux	PRO:ton	eux
et	KON	et
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
les	DET:def	le
petits	ADJ	petit
garçons	NOM	garçon
xxx	NOM	<unknown>
qui	PRO:rel	qui
s'	PRO:clo	se
appellent	VER:pres	appeler
comme	KON	comme
vous	PRO:ton	vous
ils	PRO:cls	il
sont	VER:pres	être
comme	KON	comme
vous	PRO:cls	vous
.	VER:cond	<unknown>
ben	INT	ben
non	FNO	non
non	FNO	non
euh	INT	euh
ils	PRO:cls	il
sont	VER:pres	être
différents	ADJ	différent
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
est	VER:pres	être
différent	ADJ	différent
en	PRP	en
quoi	INT	quoi
.	NAM	<unknown>
ben	INT	ben
en	PRP	en
tout	PRO:ind	tout
en	PRP	en
tout	PRO:ind	tout
en	PRP	en
xxx	NOM	<unknown>
tout	ADV	tout
ouais	FNO	ouais
xxx	NOM	<unknown>
en	PRP	en
quoi	INT	quoi
tout	ADV	tout
?	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
en	PRP	en
tout	PRO:ind	tout
.	NOM:sig	<unknown>
ben	INT	ben
le	DET:def	le
à	PRP	à
l'	DET:def	le
école	NOM	école
euh	INT	euh
ben	INT	ben
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
est	VER:pres	être
différent	ADJ	différent
mais	KON	mais
pas	ADV	pas
vraiment	ADV	vraiment
dans	PRP	dans
toutes	DET:pre	tout
les	DET:def	le
matières	NOM	matière
euh	INT	euh
hum	FNO	hum
ouais	FNO	ouais
/mais	MLT	<unknown>
même/	MLT	<unknown>
à	PRP	à
l'	DET:def	le
école	NOM	école
mais	KON	mais
xxx	NOM	<unknown>
mais	KON	mais
mais	KON	mais
mais	KON	mais
si	KON	si
on	PRO:cls	on
a	VER:pres	avoir
mais	KON	mais
si	KON	si
on	PRO:cls	on
a	VER:pres	avoir
le	DET:def	le
même	ADJ	même
âge	NOM	âge
et	KON	et
le	DET:def	le
même	ADJ	même
nom	NOM	nom
euh	INT	euh
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
différent	ADJ	différent
on	PRO:cls	on
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
différents	ADJ	différent
vous	PRO:cls	vous
êtes	VER:pres	être
les	DET:def	le
mêmes	ADJ	même
personnes	NOM	personne
.	NAM	<unknown>
euh	INT	euh
non	FNO	non
pas	ADV	pas
non	FNO	non
pas	ADV	pas
quand	KON	quand
même	ADV	même
alors	ADV	alors
pas	ADV	pas
quand	KON	quand
même	ADV	même
on	PRO:cls	on
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
les	DET:def	le
mêmes	ADJ	même
copains	NOM	copain
xxx	NOM	<unknown>
ben	INT	ben
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
sont	VER:pres	être
bruns	ADJ	brun
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
sont	VER:pres	être
bruns	ADJ	brun
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
sont	VER:pres	être
jaunes	ADJ	jaune
euh	INT	euh
oui	FNO	oui
et	KON	et
tu	PRO:cls	tu
dis	VER:pres	dire
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
xxx	NOM	<unknown>
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
le	DET:def	le
même	ADJ	même
comportement	NOM	comportement
tu	PRO:cls	tu
m'	PRO:clo	me
avais	VER:impf	avoir
oui	FNO	oui
dit	VER:pper	dire
xxx	NOM	<unknown>
le	DET:def	le
même	ADJ	même
caractère	NOM	caractère
xxx	NOM	<unknown>
et	KON	et
ceux	PRO:dem	celui
qui	PRO:rel	qui
et	KON	et
euh	INT	euh
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
aussi	ADV	aussi
des	DET:ind	un
gens	NOM	gens
qui	PRO:rel	qui
aiment	VER:pres	aimer
différentes	ADJ	différent
choses	NOM	chose
euh	INT	euh
oui	FNO	oui
et	KON	et
les	DET:def	le
goûts	NOM	goût
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
qui	PRO:rel	qui
ont	VER:pres	avoir
des	DET:ind	un
goûts	NOM	goût
ou	KON	ou
qui	PRO:rel	qui
ont	VER:pres	avoir
différents	ADJ	différent
secrets	NOM	secret
oui	FNO	oui
des	DET:ind	un
secrets	NOM	secret
d'	PRP	un
accord	NOM	accord
et	KON	et
alors	ADV	alors
si	KON	si
vous	PRO:cls	vous
vous	PRO:clo	vous
appeliez	VER:impf	appeler
autrement	ADV	autrement
.	VER:simp	<unknown>
hum	FNO	hum
ben	INT	ben
moi	PRO:ton	moi
j'	PRO:cls	je
ai	VER:pres	avoir
deux	NUM	@card@
noms	NOM	nom
Mathieu	NOM	<unknown>
et	KON	et
Thomas	NOM	thomas
ouais	FNO	ouais
alors	ADV	alors
et	KON	et
ma	DET:pos	mon
maman	NOM	maman
elle	PRO:cls	elle
a	AUX:pres	avoir
choisi	VER:pper	choisir
Thomas	NOM	thomas
euh	INT	euh
Mathieu	NOM	<unknown>
Mathieu	NOM	<unknown>
Mathieu	NOM	<unknown>
Mathieu	NOM	<unknown>
oh	INT	oh
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
raconte	VER:pres	raconter
mais	KON	mais
si	KON	si
justement	ADV	justement
tu	PRO:cls	tu
t'	PRO:clo	te
appelais	VER:impf	appeler
autrement	ADV	autrement
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
serais	VER:cond	être
le	DET:def	le
même	ADJ	même
petit	ADJ	petit
garçon	NOM	garçon
.	NAM	<unknown>
ben	INT	ben
oui	FNO	oui
ben	INT	ben
oui	FNO	oui
sinon	ADV	sinon
tu	PRO:cls	tu
es	VER:pres	être
d'	PRP	un
accord	NOM	accord
.	NAM	<unknown>
xxx	NOM	<unknown>
le	DET:def	le
nom	NOM	nom
ça	PRO:cls	ça
change	VER:pres	changer
rien	PRO:ind	rien
ben	INT	ben
oui	FNO	oui
si	KON	si
moi	PRO:ton	moi
je	PRO:cls	je
m'	PRO:clo	me
appelais	VER:impf	appeler
moi	PRO:ton	moi
je	PRO:cls	je
m'	PRO:clo	me
appelle	VER:pres	appeler
Christine	NOM	<unknown>
hum	FNO	hum
hum	FNO	hum
et	KON	et
si	KON	si
je	PRO:cls	je
m'	PRO:clo	me
appelais	VER:impf	appeler
euh	INT	euh
Catherine	NAM	<unknown>
.	NAM	<unknown>
ça	PRO:cls	ça
changerait	VER:cond	changer
rien	PRO:ind	rien
changerait	VER:cond	changer
rien	PRO:ind	rien
.	NOM:sig	<unknown>
non	FNO	non
ben	INT	ben
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
juste	ADV	juste
le	DET:def	le
prénom	NOM	prénom
qui	PRO:rel	qui
change	VER:pres	changer
d'	PRP	un
accord	NOM	accord
ok	FNO	ok
alors	ADV	alors
ensuite	ADV	ensuite
Simon	NOM	<unknown>
vous	PRO:cls	vous
avez	AUX:pres	avoir
vu	VER:pper	voir
Simon	NOM	<unknown>
elle	PRO:cls	elle
l'	PRO:clo	le
aime	VER:pres	aimer
pas	ADV	pas
trop	ADV	trop
hein	INT	hein
?	NAM	<unknown>
Elfie	NAM	<unknown>
hum	FNO	hum
xxx	NOM	<unknown>
Simon	NOM	<unknown>
dit	VER:pper	dire
comme	KON	comme
Elfie	VER:impe	<unknown>
ne	ADV	ne
parle	VER:pres	parler
presque	ADV	presque
jamais	ADV	jamais
ah	INT	ah
peut-être	ADV	peut-être
qu'	KON	que
elle	PRO:cls	elle
n'	ADV	ne
existe	VER:pres	exister
même	ADV	même
pas	ADV	pas
voilà	FNO	voilà
alors	ADV	alors
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
vous	PRO:cls	vous
pensez	VER:pres	penser
de	PRP	de
ça	PRO:ton	ça
