voilà	FNO	voilà
temps	NOM	temps
.	NAM	<unknown>
hum	FNO	hum
hum	FNO	hum
hum	FNO	hum
/il	MLT	<unknown>
.	NOM:sig	<unknown>
dort	VER:pres	dormir
il	PRO:cls	il
dort	VER:pres	dormir
et	KON	et
hum	FNO	hum
pas	ADV	pas
hum	FNO	hum
hum	FNO	hum
hum	FNO	hum
et	KON	et
hum	FNO	hum
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
gros	ADJ	gros
tapis	NOM	tapis
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
gros	ADJ	gros
et	KON	et
tapis	NOM	tapis
hum	FNO	hum
.	NAM	<unknown>
il	PRO:cls	il
fait	VER:pres	faire
un	DET:ind	un
câlin	ADJ	câlin
et	KON	et
après	ADV	après
il	PRO:cls	il
vient	VER:pres	venir
lui	PRO:clo	lui
faire	VER:infi	faire
un	DET:ind	un
câlin	ADJ	câlin
sur	PRP	sur
le	DET:def	le
gros	ADJ	gros
tapis	NOM	tapis
parce	TRC	parce
que	KON	que
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
fait	VER:pres	faire
Léro-	NAM	<unknown>
Léonard	NAM	<unknown>
.	NAM	<unknown>
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
.	NAM	<unknown>
il	PRO:cls	il
pleure	VER:pres	pleurer
il	PRO:cls	il
pleure	VER:pres	pleurer
il	PRO:cls	il
a	VER:pres	avoir
mal	ADV	mal
le	DET:def	le
pauvre	NOM	pauvre
alors	ADV	alors
-y	PRO:clo	y
vas	VER:impe	aller
tourne	VER:impe	tourner
la	DET:def	le
page	NOM	page
euh	INT	euh
il	PRO:cls	il
fait	VER:pres	faire
un	DET:ind	un
câlin	ADJ	câlin
même	ADV	même
il	PRO:cls	il
est	VER:pres	être
plus	ADV	plus
mal	ADV	mal
il	PRO:clsi	il
lui	PRO:clo	lui
fait	VER:pres	faire
un	DET:ind	un
câlin	ADJ	câlin
et	KON	et
après	ADV	après
il	PRO:cls	il
a	VER:pres	avoir
plus	ADV	plus
mal	ADV	mal
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
mais	KON	mais
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
dit	VER:pper	dire
aussi	ADV	aussi
.	VER:simp	<unknown>
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
a	VER:pres	avoir
le	DET:def	le
petit	ADJ	petit
garçon	NOM	garçon
au	PRP:det	au
pied	NOM	pied
.	NAM	<unknown>
tu	PRO:cls	tu
peux	VER:pres	pouvoir
me	PRO:clo	me
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
ça	PRO:cls	ça
.	VER:cond	<unknown>
euh	INT	euh
un	DET:ind	un
tapis	NOM	tapis
là	ADV	là
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
qu'	KON	que
il	PRO:cls	il
met	VER:pres	mettre
à	PRP	à
ses	DET:pos	son
pieds	NOM	pied
?	NAM	<unknown>
qu'	KON	que
il	PRO:cls	il
a	AUX:pres	avoir
enlevé	VER:pper	enlever
.	NAM	<unknown>
fais	VER:pres	faire
voir	VER:infi	voir
là	ADV	là
les	DET:def	le
claquettes	NOM	claquette
les	DET:def	le
claquettes	NOM	claquette
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
les	DET:def	le
claquettes	NOM	claquette
elles	PRO:cls	elle
sont	VER:pres	être
sur	PRP	sur
le	DET:def	le
tapis	NOM	tapis
et	KON	et
puis	KON	puis
enfin	ADV	enfin
xxx	NOM	<unknown>
oui	FNO	oui
xxx	NOM	<unknown>
par	PRP	par
terre	NOM	terre
elles	PRO:cls	elle
sont	VER:pres	être
par	PRP	par
terre	NOM	terre
ouais	FNO	ouais
et	KON	et
après	ADV	après
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
font	VER:pres	faire
à	PRP	à
la	DET:def	le
fin	NOM	fin
.	NAM	<unknown>
ils	PRO:cls	il
jouent	VER:pres	jouer
ils	PRO:cls	il
jouent	VER:pres	jouer
xxx	NOM	<unknown>
une	DET:ind	un
balle	NOM	balle
avec	PRP	avec
la	DET:def	le
balle	NOM	balle
ouais	FNO	ouais
même	ADV	même
un	DET:ind	un
ballon	NOM	ballon
hein	INT	hein
on	PRO:cls	on
peut	VER:pres	pouvoir
dire	VER:infi	dire
comme	KON	comme
un	DET:ind	un
ballon	NOM	ballon
mais	KON	mais
en	PRP	en
fait	NOM	fait
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
t'	PRO:clo	te
ai	AUX:pres	avoir
dit	VER:pper	dire
hier	ADV	hier
.	VER:simp	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
pelotte	NOM	<unknown>
de	PRP	de
laine	NOM	laine
ouais	FNO	ouais
une	DET:ind	un
pelotte	NOM	<unknown>
de	PRP	de
laine	NOM	laine
une	DET:ind	un
pelotte	NOM	<unknown>
de	PRP	de
laine	NOM	laine
ouais	FNO	ouais
même	ADV	même
même	ADV	même
une	DET:ind	un
balle	NOM	balle
hein	INT	hein
même	ADV	même
un	DET:ind	un
ballon	NOM	ballon
d'	PRP	un
accord	NOM	accord
ça	PRO:cls	ça
ressemble	VER:pres	ressembler
même	ADV	même
à	PRP	à
un	DET:ind	un
ballon	NOM	ballon
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
ouais	FNO	ouais
même	ADV	même
balle	VER:pres	baller
même	ADV	même
à	PRP	à
un	DET:ind	un
ballon	NOM	ballon
voilà	FNO	voilà
même	ADV	même
une	DET:ind	un
balle	NOM	balle
ou	KON	ou
un	DET:ind	un
ballon	NOM	ballon
voilà	FNO	voilà
ça	PRO:cls	ça
ressemble	VER:pres	ressembler
merci	FNO	merci
alors	ADV	alors
maintenant	ADV	maintenant
je	PRO:cls	je
te	PRO:clo	te
laisse	VER:pres	laisser
choisir	VER:infi	choisir
xxx	NOM	<unknown>
tu	PRO:cls	tu
m'	PRO:clo	me
as	AUX:pres	avoir
bien	ADV	bien
raconté	VER:pper	raconter
l'	DET:def	le
histoire	NOM	histoire
d'	PRP	un
hier	ADV	hier
je	PRO:cls	je
te	PRO:clo	te
laisse	VER:pres	laisser
choisir	VER:infi	choisir
un	DET:ind	un
des	DET:ind	un
livres	NOM	livre
et	KON	et
on	PRO:cls	on
va	VER:pres	aller
lire	VER:infi	lire
l'	DET:def	le
histoire	NOM	histoire
voilà	FNO	voilà
voilà	FNO	voilà
xxx	NOM	<unknown>
autre	ADJ	autre
ben	INT	ben
l'	DET:def	le
autre	ADJ	autre
on	PRO:cls	on
vient	VER:pres	venir
de	PRP	de
le	PRO:clo	le
faire	VER:infi	faire
c'	PRO:cls	ce
est	VER:pres	être
celle	PRO:dem	celui
d'	PRP	un
hier	ADV	hier
-ci	ADV	-ci
celle	PRO:dem	celui
on	PRO:cls	on
vient	VER:pres	venir
de	PRP	de
la	PRO:clo	le
raconter	VER:infi	raconter
alors	ADV	alors
laquelle	PRO:rel	lequel
tu	PRO:cls	tu
vas	VER:pres	aller
choisir	VER:infi	choisir
.	NOM:sig	<unknown>
xxx	NOM	<unknown>
ah	INT	ah
ah	INT	ah
-ci	ADV	-ci
celle	PRO:dem	celui
d'	PRP	un
accord	NOM	accord
je	PRO:cls	je
te	PRO:clo	te
laisse	VER:pres	laisser
ranger	VER:infi	ranger
les	DET:def	le
autres	ADJ	autre
merci	FNO	merci
alors	ADV	alors
heu	NOM	<unknown>
/la	MLT	<unknown>
là/	ADV	<unknown>
/la	VER:simp	<unknown>
là/	ADV	<unknown>
.	VER:simp	<unknown>
xxx	NOM	<unknown>
xxx	NOM	<unknown>
/la	MLT	<unknown>
là/	ADV	<unknown>
.	VER:simp	<unknown>
ouais	FNO	ouais
je	PRO:cls	je
te	PRO:clo	te
lis	VER:pres	lire
l'	DET:def	le
histoire	NOM	histoire
on	PRO:cls	on
fait	VER:pres	faire
comme	KON	comme
d'	PRP	un
habitude	NOM	habitude
moi	PRO:ton	moi
déjà	ADV	déjà
je	PRO:cls	je
lis	VER:pres	lire
et	KON	et
après	ADV	après
c'	PRO:cls	ce
est	VER:pres	être
Engi	NOM	<unknown>
qui	PRO:rel	qui
me	PRO:clo	me
raconte	VER:pres	raconter
d'	DET:ind	un
accord	NOM	accord
.	NAM	<unknown>
alors	ADV	alors
.	VER:simp	<unknown>
Un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
.	NAM	<unknown>
mal	ADV	mal
tu	PRO:cls	tu
as	VER:pres	avoir
mal	ADV	mal
à	PRP	à
ton	DET:pos	ton
doigt	NOM	doigt
.	NAM	<unknown>
alors	ADV	alors
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
peu	NOM	peu
mal	ADV	mal
tu	PRO:cls	tu
as	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
mal	ADV	mal
.	VER:simp	<unknown>
on	PRO:cls	on
regardera	VER:futu	regarder
après	ADV	après
montre	VER:pres	montrer
voir	VER:infi	voir
ah	INT	ah
c'	PRO:cls	ce
est	VER:pres	être
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
manges	VER:pres	manger
tes	DET:pos	ton
ongles	NOM	ongle
peut-être	ADV	peut-être
eh	INT	eh
oh	INT	oh
alors	ADV	alors
je	PRO:cls	je
te	PRO:clo	te
lis	VER:pres	lire
l'	DET:def	le
histoire	NOM	histoire
puis	KON	puis
après	ADV	après
tu	PRO:cls	tu
me	PRO:clo	me
racontes	VER:pres	raconter
.	NAM	<unknown>
.	NAM	<unknown>
a	VER:pres	avoir
partout	ADV	partout
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
partout	ADV	partout
des	DET:ind	un
petites	ADJ	petit
peaux	NOM	peau
là	ADV	là
ouais	FNO	ouais
.	NAM	<unknown>
il	PRO:cls	il
faut	VER:pres	falloir
pas	ADV	pas
te	PRO:clo	te
les	PRO:clo	le
manger	VER:infi	manger
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
que	KON	que
ça	PRO:cls	ça
fait	VER:pres	faire
mal	ADV	mal
non	FNO	non
tu	PRO:cls	tu
regardes	VER:pres	regarder
le	DET:def	le
livre	NOM	livre
avec	PRP	avec
moi	PRO:ton	moi
?	NAM	<unknown>
et	KON	et
puis	KON	puis
après	ADV	après
on	PRO:cls	on
regardera	VER:futu	regarder
hein	INT	hein
Engi	NAM	<unknown>
?	NAM	<unknown>
on	PRO:cls	on
lit	VER:pres	lire
l'	DET:def	le
histoire	NOM	histoire
?	NAM	<unknown>
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
.	NAM	<unknown>
alors	ADV	alors
donc	ADV	donc
.	VER:simp	<unknown>
Un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
.	NAM	<unknown>
Tata	NOM	tata
dit	VER:pper	dire
à	PRP	à
Grégoire	NAM	<unknown>
tu	PRO:cls	tu
as	VER:pres	avoir
les	DET:def	le
xxx	NOM	<unknown>
cheveux	NOM	cheveu
sales	ADJ	sale
je	PRO:cls	je
vais	VER:pres	aller
te	PRO:clo	te
faire	VER:infi	faire
un	DET:ind	un
shampoing	NOM	<unknown>
xxx	NOM	<unknown>
oui	FNO	oui
alors	ADV	alors
attends	VER:impe	attendre
je	PRO:cls	je
te	PRO:clo	te
lis	VER:pres	lire
et	KON	et
après	ADV	après
on	PRO:cls	on
lit	VER:pres	lire
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
Grégoire	NOM	<unknown>
pleure	VER:pres	pleurer
Grégoire	VER:infi	<unknown>
ne	ADV	ne
veut	VER:pres	vouloir
pas	ADV	pas
se	PRO:clo	se
déshabiller	VER:infi	déshabiller
Grégoire	NOM	<unknown>
veut	VER:pres	vouloir
garder	VER:infi	garder
ses	DET:pos	son
cheveux	NOM	cheveu
tous	ADV	tout
sales	ADJ	sale
tata	NOM	tata
xxx	NOM	<unknown>
s'	PRO:clo	se
est	VER:pres	être
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
oui	FNO	oui
tata	NOM	tata
s'	PRO:clo	se
est	VER:pres	être
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
fachée	ADJ	<unknown>
xxx	NOM	<unknown>
il	PRO:cls	il
pleure	VER:pres	pleurer
là	ADV	là
oui	FNO	oui
il	PRO:cls	il
pleure	VER:pres	pleurer
ouais	FNO	ouais
elle	PRO:cls	elle
a	AUX:pres	avoir
enlevé	VER:pper	enlever
les	DET:def	le
c-	TRC	c-
les	DET:def	le
vêtements	NOM	vêtement
de	PRP	de
Grégoire	NAM	<unknown>
Grégoire	NAM	<unknown>
est	VER:pres	être
tout	ADV	tout
nu	ADJ	nu
il	PRO:cls	il
monte	VER:pres	monter
dans	PRP	dans
la	DET:def	le
baignoire	NOM	baignoire
avec	PRP	avec
son	DET:pos	son
canard	NOM	canard
aime	VER:pres	aimer
bien	ADV	bien
là	ADV	là
ouais	FNO	ouais
tata	NOM	tata
lave	VER:pres	laver
la	DET:def	le
tête	NOM	tête
du	PRP:det	du
canard	NOM	canard
le	DET:def	le
canard	NOM	canard
a	VER:pres	avoir
un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
Grégoire	NAM	<unknown>
veut	VER:pres	vouloir
avoir	VER:infi	avoir
un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
xxx	NOM	<unknown>
comme	KON	comme
le	DET:def	le
canard	NOM	canard
xxx	NOM	<unknown>
attends	VER:impe	attendre
tu	PRO:cls	tu
tu	PRO:cls	tu
tournes	VER:pres	tourner
les	DET:def	le
pages	NOM	page
?	NAM	<unknown>
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
et	KON	et
moi	PRO:ton	moi
je	PRO:cls	je
te	PRO:clo	te
lis	VER:pres	lire
d'	DET:ind	un
abord	NOM	abord
l'	DET:def	le
histoire	NOM	histoire
et	KON	et
après	ADV	après
on	PRO:cls	on
en	PRO:clo	en
parle	VER:pres	parler
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
alors	ADV	alors
tata	NOM	tata
a	AUX:pres	avoir
versé	VER:pper	verser
du	PRP:det	du
shampoing	NOM	<unknown>
sur	PRP	sur
la	DET:def	le
tête	NOM	tête
de	PRP	de
Grégoire	NAM	<unknown>
on	PRO:cls	on
ne	ADV	ne
voit	VER:pres	voir
plus	ADV	plus
ses	DET:pos	son
cheveux	NOM	cheveu
Grégoire	NAM	<unknown>
touche	VER:pres	toucher
sa	DET:pos	son
tête	NOM	tête
Grégoire	NAM	<unknown>
a	VER:pres	avoir
un	DET:ind	un
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
comme	KON	comme
le	DET:def	le
canard	NOM	canard
oui	FNO	oui
avec	PRP	avec
l'	DET:def	le
eau	NOM	eau
propre	ADJ	propre
xxx	NOM	<unknown>
oui	FNO	oui
elle	PRO:cls	elle
a	AUX:pres	avoir
fait	VER:pper	faire
sur	PRP	sur
ses	DET:pos	son
cheveux	NOM	cheveu
avec	PRP	avec
l'	DET:def	le
eau	NOM	eau
propre	ADJ	propre
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
mousse	NOM	mousse
là	ADV	là
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
mousse	NOM	mousse
là	ADV	là
xxx	NOM	<unknown>
attends	VER:impe	attendre
je	PRO:cls	je
lis	VER:pres	lire
la	DET:def	le
fin	NOM	fin
puis	KON	puis
après	ADV	après
tu	PRO:cls	tu
me	PRO:clo	me
racontes	VER:pres	raconter
xxx	NOM	<unknown>
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plus	ADV	plus
non	FNO	non
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
plus	ADV	plus
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
elle	PRO:cls	elle
est	AUX:pres	être
partie	VER:pper	partir
avec	PRP	avec
l'	DET:def	le
eau	NOM	eau
avec	PRP	avec
l'	DET:def	le
eau	NOM	eau
propre	ADJ	propre
justement	ADV	justement
tata	NOM	tata
a	AUX:pres	avoir
rincé	VER:pper	rincer
les	DET:def	le
cheveux	NOM	cheveu
de	PRP	de
Grégoire	NAM	<unknown>
le	DET:def	le
chapeau	NOM	chapeau
en	PRP	en
mousse	NOM	mousse
est	AUX:pres	être
parti	VER:pper	partir
la	DET:def	le
maman	NOM	maman
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
tata	NOM	tata
ah	INT	ah
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
tata	NOM	tata
c'	PRO:cls	ce
est	VER:pres	être
tata	NOM	tata
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
tata	NOM	tata
de	PRP	de
Grégoire	NAM	<unknown>
Grégoire	NAM	<unknown>
a	VER:pres	avoir
les	DET:def	le
cheveux	NOM	cheveu
propres	ADJ	propre
elle	PRO:cls	elle
est	VER:pres	être
grande	ADJ	grand
elle	PRO:cls	elle
est	VER:pres	être
très	ADV	très
grande	ADJ	grand
oui	FNO	oui
Grégoire	NAM	<unknown>
est	VER:pres	être
beau	ADJ	beau
voilà	FNO	voilà
je	PRO:cls	je
te	PRO:clo	te
laisse	VER:pres	laisser
r-	TRC	r-
reprendre	VER:infi	reprendre
le	DET:def	le
livre	NOM	livre
tu	PRO:cls	tu
me	PRO:clo	me
montres	VER:pres	montrer
les	DET:def	le
images	NOM	image
tu	PRO:cls	tu
me	PRO:clo	me
racontes	VER:pres	raconter
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
toi	PRO:ton	toi
maintenant	ADV	maintenant
de	PRP	de
me	PRO:clo	me
raconter	VER:infi	raconter
-y	PRO:clo	y
vas	VER:pres	aller
alors	ADV	alors
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
vois	VER:pres	voir
.	ADJ	<unknown>
heu	NOM	<unknown>
xxx	NOM	<unknown>
à	PRP	à
.	NAM	<unknown>
xxx	NOM	<unknown>
alors	ADV	alors
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il-	TRC	<unknown>
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
là	ADV	là
?	NOM:sig	<unknown>
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
elle	PRO:cls	elle
fait	VER:pres	faire
la	DET:def	le
tata	NOM	tata
.	NAM	<unknown>
xxx	NOM	<unknown>
elle	PRO:cls	elle
lui	PRO:clo	lui
touche	VER:pres	toucher
les	DET:def	le
cheveux	NOM	cheveu
oui	FNO	oui
xxx	NOM	<unknown>
xxx	NOM	<unknown>
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
quoi	INT	quoi
.	NAM	<unknown>
xxx	NOM	<unknown>
il	PRO:cls	il
veut	VER:pres	vouloir
lui	PRO:clo	lui
faire	VER:infi	faire
un	DET:ind	un
shampoing	NOM	<unknown>
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
alors	ADV	alors
là	ADV	là
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
.	NAM	<unknown>
il	PRO:cls	il
pleure	VER:pres	pleurer
il	PRO:cls	il
pleure	VER:pres	pleurer
Grégoire	VER:infi	<unknown>
et	KON	et
d'	PRP	un
après	ADV	après
toi	PRO:ton	toi
pourquoi	PRO:int	pourquoi
il	PRO:cls	il
pleure	VER:pres	pleurer
.	ADJ	<unknown>
xxx	NOM	<unknown>
dis	VER:pres	dire
moi	PRO:ton	moi
pourquoi	PRO:int	pourquoi
parce	TRC	parce
que	KON	que
tata	NOM	tata
veut	VER:pres	vouloir
lui	PRO:clo	lui
faire	VER:infi	faire
un	DET:ind	un
shampoing	NOM	<unknown>
et	KON	et
lui	PRO:ton	lui
il	PRO:cls	il
ne	ADV	ne
veut	VER:pres	vouloir
pas	ADV	pas
se	PRO:clo	se
déshabiller	VER:infi	déshabiller
il	PRO:cls	il
ne	ADV	ne
veut	VER:pres	vouloir
pas	ADV	pas
aller	VER:infi	aller
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
pas	ADV	pas
il	PRO:cls	il
n'	ADV	ne
aime	VER:pres	aimer
pas	ADV	pas
non	FNO	non
il	PRO:cls	il
veut	VER:pres	vouloir
garder	VER:infi	garder
les	DET:def	le
cheveux	NOM	cheveu
sales	ADJ	sale
et	KON	et
ensuite	ADV	ensuite
qu'	PRO:rel	que
est	VER:pres	être
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
fait	VER:pres	faire
xxx	NOM	<unknown>
xxx	NOM	<unknown>
il	PRO:cls	il
pleure	VER:pres	pleurer
encore	ADV	encore
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
xxx	NOM	<unknown>
canard	NOM	canard
il	PRO:cls	il
prend	VER:pres	prendre
son	DET:pos	son
canard	NOM	canard
oui	FNO	oui
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
il	PRO:cls	il
prend	VER:pres	prendre
son	DET:pos	son
canard	NOM	canard
mais	KON	mais
là	ADV	là
regarde	VER:impe	regarder
est	VER:pres	être
