euh	INT	euh
est	VER:pres	être
bien	ADV	bien
-toi	PRO:clo	toi
applique	VER:pres	appliquer
bien	ADV	bien
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
bien	ADV	bien
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
Akoub	NOM	<unknown>
xxx	NOM	<unknown>
xxx	NOM	<unknown>
mais	KON	mais
on	PRO:cls	on
se	PRO:clo	se
raconte	VER:pres	raconter
d'	DET:ind	un
abord	NOM	abord
bien	ADV	bien
l'	DET:def	le
histoire	NOM	histoire
pour	PRP	pour
bien	ADV	bien
savoir	VER:infi	savoir
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
dans	PRP	dans
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passera	VER:futu	passer
dans	PRP	dans
ton	DET:pos	ton
livre	NOM	livre
alors	ADV	alors
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
.	NAM	<unknown>
tu	PRO:cls	tu
fais	VER:pres	faire
la	DET:def	le
première	ADJ	premier
page	NOM	page
deuxième	ADJ	deuxième
page	NOM	page
troisième	ADJ	troisième
page	NOM	page
.	NAM	<unknown>
première	ADJ	premier
image	NOM	image
deuxième	ADJ	deuxième
image	NOM	image
troisième	ADJ	troisième
image	NOM	image
quatrième	ADJ	quatrième
image	NOM	image
cinquième	ADJ	cinquième
image	NOM	image
sixième	ADJ	sixième
image	NOM	image
je	PRO:cls	je
sais	VER:pres	savoir
cent	NUM	@card@
plus	ADV	plus
cent	NUM	@card@
ça	PRO:cls	ça
fait	VER:pres	faire
combien	PRO:int	combien
ah	INT	ah
bon	INT	bon
?	NAM	<unknown>
ça	PRO:cls	ça
fait	VER:pres	faire
combien	PRO:int	combien
.	NOM:sig	<unknown>
deux	NUM	@card@
cents	NUM	@card@
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
alors	ADV	alors
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
Akoub	NOM	<unknown>
on	PRO:cls	on
y	PRO:clo	y
va	VER:pres	aller
pour	PRP	pour
la	DET:def	le
première	ADJ	premier
image	NOM	image
.	NAM	<unknown>
tu	PRO:cls	tu
me	PRO:clo	me
racontes	VER:pres	raconter
xxx	NOM	<unknown>
xxx	NOM	<unknown>
je	PRO:cls	je
te	PRO:clo	te
la	PRO:clo	le
raconte	VER:pres	raconter
moi	PRO:ton	moi
une	DET:ind	un
fois	NOM	fois
encore	ADV	encore
tu	PRO:cls	tu
me	PRO:clo	me
la	PRO:clo	le
racontes	VER:pres	raconter
d'	DET:ind	un
accord	NOM	accord
ah	INT	ah
je	PRO:cls	je
te	PRO:clo	te
la	PRO:clo	le
raconte	VER:pres	raconter
une	DET:ind	un
fois	NOM	fois
alors	ADV	alors
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
histoire	NOM	histoire
d'	PRP	un
une	DET:ind	un
petite	ADJ	petit
fille	NOM	fille
et	KON	et
sa	DET:pos	son
maman	NOM	maman
lui	PRO:clo	lui
demande	VER:pres	demander
d'	PRP	un
aller	VER:infi	aller
acheter	VER:infi	acheter
du	PRP:det	du
pain	NOM	pain
pendant	PRP	pendant
que	KON	que
ses	DET:pos	son
petits	ADJ	petit
frères	NOM	frère
mettent	VER:pres	mettre
la	DET:def	le
table	NOM	table
elle	PRO:cls	elle
lui	PRO:clo	lui
donne	VER:pres	donner
le	DET:def	le
porte	NOM	porte
monnaie	NOM	monnaie
rouge	ADJ	rouge
où	PRO:rel	où
elle	PRO:cls	elle
xxx	NOM	<unknown>
de	PRP	de
l'	DET:def	le
argent	NOM	argent
xxx	NOM	<unknown>
xxx	NOM	<unknown>
le	DET:def	le
chien	NOM	chien
attend	VER:pres	attendre
pour	PRP	pour
sortir	VER:infi	sortir
lui	PRO:ton	lui
aussi	ADV	aussi
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
sort	VER:pres	sortir
avec	PRP	avec
son	DET:pos	son
chien	NOM	chien
pour	PRP	pour
aller	VER:infi	aller
acheter	VER:infi	acheter
du	PRP:det	du
pain	NOM	pain
elle	PRO:cls	elle
tient	VER:pres	tenir
le	DET:def	le
chien	NOM	chien
par	PRP	par
la	DET:def	le
.	NOM:sig	<unknown>
pardon	FNO	pardon
elle	PRO:cls	elle
tient	VER:pres	tenir
son	DET:pos	son
chien	NOM	chien
en	PRP	en
laisse	NOM	laisse
et	KON	et
traverse	VER:pres	traverser
la	DET:def	le
rue	NOM	rue
pendant	PRP	pendant
que	KON	que
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
vert	ADJ	vert
xxx	NOM	<unknown>
et	KON	et
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
il	PRO:cls	il
est	VER:pres	être
rouge	ADJ	rouge
ah	INT	ah
bah	INT	bah
quand	KON	quand
on	PRO:cls	on
traverse	VER:pres	traverser
il	PRO:cls	il
faut	VER:pres	falloir
que	KON	que
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
soit	KON	soit
vert	NOM	vert
le	DET:def	le
rouge	NOM	rouge
ah	INT	ah
non	FNO	non
s'	KON	si
il	PRO:cls	il
est	VER:pres	être
rouge	NOM	rouge
regarde	VER:impe	regarder
là	ADV	là
il	PRO:cls	il
est	VER:pres	être
rouge	ADJ	rouge
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
et	KON	et
ce	PRO:cls	ce
sont	VER:pres	être
les	DET:def	le
voitures	NOM	voiture
qui	PRO:rel	qui
roulent	VER:pres	rouler
.	NOM:sig	<unknown>
d'	PRP	un
accord	NOM	accord
.	NAM	<unknown>
en	PRP	en
vérité	NOM	vérité
.	NAM	<unknown>
ah	INT	ah
non	FNO	non
en	PRP	en
vérité	NOM	vérité
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
tu	PRO:cls	tu
pensais	VER:impf	penser
que	KON	que
quand	KON	quand
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
était	VER:impf	être
rouge	ADJ	rouge
tu	PRO:cls	tu
pouvais	VER:impf	pouvoir
traverser	VER:infi	traverser
.	NAM	<unknown>
et	KON	et
non	FNO	non
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
le	DET:def	le
feu	NOM	feu
il	PRO:cls	il
devient	VER:pres	devenir
xxx	NOM	<unknown>
il	PRO:cls	il
est	VER:pres	être
vert	ADJ	vert
et	KON	et
quand	KON	quand
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
vert	ADJ	vert
les	DET:def	le
voitures	NOM	voiture
passent	VER:pres	passer
nan	NOM	<unknown>
regarde	VER:pres	regarder
là	ADV	là
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
vert	ADJ	vert
toutes	DET:pre	tout
les	DET:def	le
voitures	NOM	voiture
passent	VER:pres	passer
.	NAM	<unknown>
oh	INT	oh
.	NAM	<unknown>
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
le	PRO:clo	le
faut	VER:pres	falloir
pas	ADV	pas
regarder	VER:infi	regarder
le	DET:def	le
feu	NOM	feu
euh	INT	euh
là	ADV	là
il	PRO:cls	il
faut	VER:pres	falloir
regarder	VER:infi	regarder
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
le	DET:def	le
feu	NOM	feu
rouge	ADJ	rouge
pour	PRP	pour
les	DET:def	le
voitures	NOM	voiture
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
les	DET:def	le
voitures	NOM	voiture
doivent	VER:pres	devoir
s'	PRO:clo	se
arrêter	VER:infi	arrêter
et	KON	et
alors	ADV	alors
les	DET:def	le
piétons	NOM	piéton
peuvent	VER:pres	pouvoir
traverser	VER:infi	traverser
quand	KON	quand
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
vert	ADJ	vert
ce	PRO:cls	ce
sont	VER:pres	être
les	DET:def	le
voitures	NOM	voiture
qui	PRO:rel	qui
traversent	VER:pres	traverser
qui	PRO:rel	qui
roulent	VER:pres	rouler
et	KON	et
les	DET:def	le
piétons	NOM	piéton
doivent	VER:pres	devoir
attendre	VER:infi	attendre
mais	KON	mais
quand	KON	quand
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
vert	ADJ	vert
vert	NOM	vert
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
les	DET:def	le
piétons	NOM	piéton
peuvent	VER:pres	pouvoir
traverser	VER:infi	traverser
et	KON	et
quand	KON	quand
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
rouge	ADJ	rouge
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
ce	PRO:cls	ce
sont	VER:pres	être
les	DET:def	le
voitures	NOM	voiture
euh	INT	euh
les	DET:def	le
piétons	NOM	piéton
qui	PRO:rel	qui
doivent	VER:pres	devoir
s'	PRO:clo	se
arrêter	VER:infi	arrêter
i-	TRC	i-
ils	PRO:cls	il
peuvent	VER:pres	pouvoir
pas	ADV	pas
traverser	VER:infi	traverser
parce	TRC	parce
que	KON	que
les	DET:def	le
voitures	NOM	voiture
roulent	VER:pres	rouler
leur	DET:pos	leur
feu	NOM	feu
est	VER:pres	être
vert	ADJ	vert
le	DET:def	le
grand	ADJ	grand
feu	NOM	feu
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
les	DET:def	le
voitures	NOM	voiture
et	KON	et
les	DET:def	le
petits	ADJ	petit
bonhommes	NOM	bonhomme
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
les	DET:def	le
gens	NOM	gens
qui	PRO:rel	qui
traversent	VER:pres	traverser
d'	PRP	un
accord	NOM	accord
Akoub	NOM	<unknown>
.	NAM	<unknown>
alors	ADV	alors
je	PRO:cls	je
reprends	VER:pres	reprendre
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
traverse	VER:pres	traverser
la	DET:def	le
rue	NOM	rue
avec	PRP	avec
son	DET:pos	son
en	PRP	en
tenant	VER:ppre	tenir
son	DET:pos	son
chien	NOM	chien
en	PRP	en
laisse	NOM	laisse
et	KON	et
sur	PRP	sur
le	DET:def	le
trottoir	NOM	trottoir
d'	PRP	un
en	PRP	en
face	NOM	face
un	DET:ind	un
petit	ADJ	petit
copain	NOM	copain
lui	PRO:clo	lui
dit	VER:pres	dire
bonjour	FNO	bonjour
de	PRP	de
la	DET:def	le
main	NOM	main
ils	PRO:cls	il
rentrent	VER:pres	rentrer
tous	DET:pre	tout
les	DET:def	le
deux	NUM	@card@
dans	PRP	dans
la	DET:def	le
boulangerie	NOM	boulangerie
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
choisit	VER:pres	choisir
deux	NUM	@card@
baguettes	NOM	baguette
elle	PRO:cls	elle
donne	VER:pres	donner
l'	DET:def	le
argent	NOM	argent
à	PRP	à
la	DET:def	le
dame	NOM	dame
en	PRP	en
sortant	VER:ppre	sortir
de	PRP	de
la	DET:def	le
boulangerie	NOM	boulangerie
ils	PRO:cls	il
posent	VER:pres	poser
le	DET:def	le
pain	NOM	pain
et	KON	et
les	DET:def	le
baguettes	NOM	baguette
et	KON	et
le	DET:def	le
porte	NOM	porte
monnaie	NOM	monnaie
sur	PRP	sur
un	DET:ind	un
banc	NOM	banc
et	KON	et
jouent	VER:pres	jouer
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
aux	PRP:det	au
billes	NOM	bille
sur	PRP	sur
le	DET:def	le
trottoir	NOM	trottoir
pendant	PRP	pendant
ce	DET:dem	ce
temps	NOM	temps
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
/est	MLT	<unknown>
en	PRP	en
étant/	MLT	<unknown>
rouge	NOM	rouge
les	DET:def	le
xxx	NOM	<unknown>
attendent	VER:pres	attendre
pour	PRP	pour
traverser	VER:infi	traverser
quand	KON	quand
ils	PRO:cls	il
ont	AUX:pres	avoir
fini	VER:pper	finir
de	PRP	de
jouer	VER:infi	jouer
le	DET:def	le
petit	ADJ	petit
garçon	NOM	garçon
reprend	VER:pres	reprendre
son	DET:pos	son
pain	NOM	pain
pour	PRP	pour
rentrer	VER:infi	rentrer
chez	PRP	chez
lui	PRO:ton	lui
et	KON	et
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
traverse	VER:pres	traverser
la	DET:def	le
rue	NOM	rue
puisque	KON	puisque
le	DET:def	le
bonhomme	NOM	bonhomme
est	VER:pres	être
xxx	NOM	<unknown>
xxx	NOM	<unknown>
en	PRP	en
mangeant	VER:ppre	manger
un	DET:ind	un
bout	NOM	bout
de	PRP	de
pain	NOM	pain
xxx	NOM	<unknown>
son	DET:pos	son
chien	NOM	chien
la	PRO:clo	le
suit	VER:pres	suivre
xxx	NOM	<unknown>
son	DET:pos	son
chien	NOM	chien
la	PRO:clo	le
suit	VER:pres	suivre
en	PRP	en
tenant	VER:ppre	tenir
dans	PRP	dans
sa	DET:pos	son
gueule	NOM	gueule
le	DET:def	le
porte	NOM	porte
monnaie	NOM	monnaie
rouge	ADJ	rouge
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
arrive	VER:pres	arriver
chez	PRP	chez
elle	PRO:ton	elle
elle	PRO:cls	elle
rend	VER:pres	rendre
le	DET:def	le
porte	NOM	porte
monnaie	NOM	monnaie
rouge	ADJ	rouge
à	PRP	à
sa	DET:pos	son
ma-	TRC	ma-
à	PRP	à
sa	DET:pos	son
mère	NOM	mère
comme	KON	comme
il	PRO:cls	il
est	VER:pres	être
déjà	ADV	déjà
un	DET:ind	un
peu	NOM	peu
tard	ADV	tard
ses	DET:pos	son
deux	NUM	@card@
petits	ADJ	petit
frères	NOM	frère
ont	AUX:pres	avoir
commencé	VER:pper	commencer
ont	AUX:pres	avoir
déjà	ADV	déjà
commencé	VER:pper	commencer
à	PRP	à
manger	VER:infi	manger
parce	TRC	parce
que	KON	que
il	PRO:cls	il
est	VER:pres	être
midi	NOM	midi
et	KON	et
demi	NOM	demi
il	PRO:cls	il
est	VER:pres	être
midi	NOM	midi
et	KON	et
demi	NOM	demi
je	PRO:cls	je
connais	VER:pres	connaître
l'	DET:def	le
heure	NOM	heure
ouais	FNO	ouais
je	PRO:cls	je
vois	VER:pres	voir
ça	PRO:ton	ça
mmh	NOM	<unknown>
tu	PRO:cls	tu
me	PRO:clo	me
racontes	VER:pres	raconter
/toi	MLT	<unknown>
tout/	MLT	<unknown>
aussi	ADV	aussi
.	VER:simp	<unknown>
xxx	NOM	<unknown>
un	DET:ind	un
gris	ADJ	gris
xxx	NOM	<unknown>
j'	PRO:cls	je
en	PRO:clo	en
ai	VER:pres	avoir
pas	ADV	pas
de	PRP	de
gris	NOM	gris
prends	VER:pres	prendre
autre	ADJ	autre
chose	NOM	chose
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
c'	PRO:cls	ce
est	VER:pres	être
Gabriel	ADJ	<unknown>
qui	PRO:rel	qui
a	VER:pres	avoir
du	DET:par	du
gris	NOM	gris
alors	ADV	alors
tu	PRO:cls	tu
prends	VER:pres	prendre
un	DET:ind	un
un	DET:ind	un
crayon	NOM	crayon
de	PRP	de
papier	NOM	papier
voilà	FNO	voilà
exactement	ADV	exactement
prends	VER:pres	prendre
un	DET:ind	un
crayon	NOM	crayon
à	PRP	à
papier	NOM	papier
je	PRO:cls	je
fais	VER:pres	faire
toujours	ADV	toujours
ça	PRO:ton	ça
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
alors	ADV	alors
tu	PRO:cls	tu
y	PRO:clo	y
vas	VER:pres	aller
Akoub	NOM	<unknown>
.	NAM	<unknown>
c'	PRO:cls	ce
était	VER:impf	être
une	DET:ind	un
fille	NOM	fille
une	DET:ind	un
fille	NOM	fille
xxx	NOM	<unknown>
tu	PRO:cls	tu
l'	PRO:clo	le
avais	AUX:impf	avoir
appelée	VER:pper	appeler
comment	PRO:int	comment
la	DET:def	le
dernière	ADJ	dernier
fois	NOM	fois
.	NAM	<unknown>
Florène	NAM	<unknown>
voilà	FNO	voilà
tu	PRO:cls	tu
veux	VER:pres	vouloir
continuer	VER:infi	continuer
à	PRP	à
l'	PRO:clo	le
appeler	VER:infi	appeler
Florène	NOM	<unknown>
.	NAM	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
xxx	NOM	<unknown>
alors	ADV	alors
-y	PRO:clo	y
vas	VER:impe	aller
tu	PRO:cls	tu
peux	VER:pres	pouvoir
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
histoire	NOM	histoire
d'	PRP	un
une	DET:ind	un
petite	ADJ	petit
fille	NOM	fille
qui	PRO:rel	qui
s'	PRO:clo	se
appelle	VER:pres	appeler
Florène	NAM	<unknown>
c'	PRO:cls	ce
était	VER:impf	être
une	DET:ind	un
xxx	NOM	<unknown>
qui	PRO:rel	qui
s'	PRO:clo	se
appelait	VER:impf	appeler
Florène	NAM	<unknown>
mmh	NOM	<unknown>
mmh	NOM	<unknown>
sa	DET:pos	son
maman	NOM	maman
xxx	NOM	<unknown>
non	FNO	non
tu	PRO:cls	tu
peux	VER:pres	pouvoir
dire	VER:infi	dire
sa	DET:pos	son
maman	NOM	maman
ça	PRO:cls	ça
va	VER:pres	aller
être	VER:infi	être
plus	ADV	plus
simple	ADJ	simple
sa	DET:pos	son
maman	NOM	maman
mmh	NOM	<unknown>
lui	PRO:clo	lui
donne	VER:pres	donner
le	DET:def	le
porte	NOM	porte
le	DET:def	le
porte-monnaie	NOM	<unknown>
il	PRO:cls	il
faut	VER:pres	falloir
dire	VER:infi	dire
pourquoi	PRO:int	pourquoi
elle	PRO:cls	elle
lui	PRO:clo	lui
donne	VER:pres	donner
le	DET:def	le
porte-monnaie	NOM	<unknown>
pour	PRP	pour
acheter	VER:infi	acheter
du	PRP:det	du
pain	NOM	pain
ah	INT	ah
ouais	FNO	ouais
Florène	NAM	<unknown>
il	PRO:cls	il
traverse	VER:pres	traverser
chut	VER:simp	choir
alors	ADV	alors
parce	TRC	parce
que	KON	que
Florène	NAM	<unknown>
traverse	VER:pres	traverser
parce	TRC	parce
que	KON	que
le	DET:def	le
le	DET:def	le
feu	NOM	feu
rouge	ADJ	rouge
est	VER:pres	être
vert	ADJ	vert
le	DET:def	le
bonhomme	NOM	bonhomme
est	VER:pres	être
vert	ADJ	vert
bonhomme	NOM	bonhomme
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
rouge	ADJ	rouge
et	KON	et
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
vert	ADJ	vert
le	DET:def	le
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
rouge	ADJ	rouge
mais	KON	mais
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
vert	NOM	vert
d'	PRP	un
accord	NOM	accord
son	DET:pos	son
copain	NOM	copain
il	PRO:cls	il
dit	VER:pres	dire
avec	PRP	avec
sa	DET:pos	son
main	NOM	main
bonjour	FNO	bonjour
ouais	FNO	ouais
il	PRO:cls	il
rentre	VER:pres	rentrer
dans	PRP	dans
la	DET:def	le
dans	PRP	dans
la	DET:def	le
boulangerie	NOM	boulangerie
il	PRO:cls	il
demande	VER:pres	demander
deux	NUM	@card@
baguettes	NOM	baguette
xxx	NOM	<unknown>
te	PRO:clo	te
plait	VER:impf	<unknown>
mmh	NOM	<unknown>
mmh	NOM	<unknown>
xxx	NOM	<unknown>
alors	ADV	alors
faudra	VER:futu	falloir
dire	VER:infi	dire
qu'	KON	que
elle	PRO:cls	elle
rentre	VER:pres	rentrer
dans	PRP	dans
la	DET:def	le
boulangerie	NOM	boulangerie
avec	PRP	avec
son	DET:pos	son
copain	NOM	copain
hein	INT	hein
parce	TRC	parce
que	KON	que
xxx	NOM	<unknown>
son	DET:pos	son
copain	NOM	copain
achète	VER:pres	acheter
aussi	ADV	aussi
du	PRP:det	du
pain	NOM	pain
elle	PRO:cls	elle
rentre	VER:pres	rentrer
avec	PRP	avec
son	DET:pos	son
copain	NOM	copain
et	KON	et
il	PRO:cls	il
demande	VER:pres	demander
deux	NUM	@card@
pains	NOM	pain
euh	INT	euh
s'	KON	si
il	PRO:clsi	il
vous	PRO:clo	vous
plait	VER:impf	<unknown>
mmh	NOM	<unknown>
mmh	NOM	<unknown>
/comme	MLT	<unknown>
quand/	MLT	<unknown>
le	DET:def	le
monsieur	NOM	monsieur
et	KON	et
le	DET:def	le
feu	NOM	feu
rouge	ADJ	rouge
est	VER:pres	être
vert	ADJ	vert
et	KON	et
le	DET:def	le
monsieur	NOM	monsieur
.	NAM	<unknown>
est	VER:pres	être
rouge	ADJ	rouge
pour	PRP	pour
l'	DET:def	le
instant	NOM	instant
on	PRO:cls	on
attend	VER:pres	attendre
pour	PRP	pour
jouer	VER:infi	jouer
aux	PRP:det	au
billes	NOM	bille
alors	ADV	alors
pendant	PRP	pendant
que	KON	que
le	DET:def	le
feu	NOM	feu
est	VER:pres	être
vert	ADJ	vert
et	KON	et
que	KON	que
le	DET:def	le
petit	ADJ	petit
bonhomme	NOM	bonhomme
est	VER:pres	être
rouge	ADJ	rouge
Florène	NOM	<unknown>
et	KON	et
son	DET:pos	son
copain	NOM	copain
jouent	VER:pres	jouer
aux	PRP:det	au
billes	NOM	bille
Florène	NOM	<unknown>
et	KON	et
son	DET:pos	son
copain	NOM	copain
jouent	VER:pres	jouer
aux	PRP:det	au
billes	NOM	bille
mmh	NOM	<unknown>
mmh	NOM	<unknown>
Florène	NOM	<unknown>
le	DET:def	le
