alors	ADV	alors
à	PRP	à
deux	NUM	@card@
dents	NOM	dent
le	DET:def	le
méchant	ADJ	méchant
loup	NOM	loup
à	PRP	à
deux	NUM	@card@
dents	NOM	dent
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
un	DET:ind	un
loup	NOM	loup
à	PRP	à
deux	NUM	@card@
dents	NOM	dent
.	NAM	<unknown>
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
lui	PRO:clo	lui
regarde	VER:pres	regarder
il	PRO:clsi	il
est	VER:pres	être
là	ADV	là
le	DET:def	le
loup	NOM	loup
à	PRP	à
deux	NUM	@card@
dents	NOM	dent
là	ADV	là
une	NUM	@card@
et	KON	et
deux	NUM	@card@
dents	NOM	dent
est	VER:pres	être
pas	ADV	pas
beau	ADJ	beau
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
beau	ADJ	beau
pas	ADV	pas
beau	ADJ	beau
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
beau	ADJ	beau
non	FNO	non
plus	ADV	plus
ça	PRO:ton	ça
on	PRO:cls	on
va	VER:pres	aller
tourner	VER:infi	tourner
la	DET:def	le
page	NOM	page
alors	ADV	alors
.	VER:simp	<unknown>
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
non	FNO	non
.	NAM	<unknown>
moi	PRO:ton	moi
c'	PRO:cls	ce
est	VER:pres	être
toi	PRO:ton	toi
qui	PRO:rel	qui
tournes	VER:pres	tourner
la	DET:def	le
page	NOM	page
.	NAM	<unknown>
est	VER:pres	être
beau	ADJ	beau
oh	INT	oh
oh	INT	oh
ben	INT	ben
dis	INT	dis
donc	ADV	donc
dis	VER:pres	dire
donc	ADV	donc
il	PRO:cls	il
est	VER:pres	être
grand	ADJ	grand
lui	PRO:ton	lui
bravo	FNO	bravo
bravo	FNO	bravo
bravo	FNO	bravo
la	DET:def	le
langue	NOM	langue
ouais	FNO	ouais
la	DET:def	le
langue	NOM	langue
la	DET:def	le
bouche	NOM	bouche
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
bouche	NOM	bouche
à	PRP	à
Dingo	NOM	dingo
la	DET:def	le
bouche	NOM	bouche
oh	INT	oh
oh	INT	oh
la	DET:def	le
bouche	NOM	bouche
ah	INT	ah
non	FNO	non
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
yeux	NOM	oeil
ici	ADV	ici
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
bouche	NOM	bouche
ah	INT	ah
bon	INT	bon
?	NAM	<unknown>
toi	PRO:ton	toi
tu	PRO:cls	tu
as	VER:pres	avoir
la	DET:def	le
bouche	NOM	bouche
ici	ADV	ici
là	ADV	là
ou-	TRC	ou-
oui	FNO	oui
toi	PRO:ton	toi
.	NAM	<unknown>
oui	FNO	oui
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
ta	DET:pos	ton
bouche	NOM	bouche
ca	NOM	<unknown>
aussi	ADV	aussi
.	VER:simp	<unknown>
oui	FNO	oui
wouah	INT	wouah
pourquoi	PRO:int	pourquoi
.	NAM	<unknown>
oh	INT	oh
la	DET:def	le
la	DET:def	le
attends	VER:impe	attendre
je	PRO:cls	je
vais	VER:pres	aller
faire	VER:infi	faire
le	DET:def	le
café	NOM	café
xxx	NOM	<unknown>
toi	PRO:ton	toi
tu	PRO:cls	tu
vas	VER:pres	aller
me	PRO:clo	me
faire	VER:infi	faire
quoi	INT	quoi
.	NAM	<unknown>
xxx	NOM	<unknown>
tu	PRO:cls	tu
vas	VER:pres	aller
me	PRO:clo	me
faire	VER:infi	faire
le	DET:def	le
ca-	TRC	ca-
ah	INT	ah
tu	PRO:cls	tu
vas	VER:pres	aller
me	PRO:clo	me
coiffer	VER:infi	coiffer
.	NAM	<unknown>
tu	PRO:cls	tu
vas	VER:pres	aller
me	PRO:clo	me
coiffer	VER:infi	coiffer
.	NOM:sig	<unknown>
il	PRO:clsi	il
me	PRO:clo	me
faut	VER:pres	falloir
un	DET:ind	un
peigne	NOM	peigne
aussi	ADV	aussi
Madame	NOM	Madame
la	DET:def	le
Coiffeuse	NOM	coiffeuse
merci	FNO	merci
Madame	NOM	Madame
la	DET:def	le
Coiffeuse	NOM	coiffeuse
attends	VER:impe	attendre
on	PRO:cls	on
n'	ADV	ne
a	AUX:pres	avoir
pas	ADV	pas
fini	VER:pper	finir
le	DET:def	le
livre	NOM	livre
on	PRO:cls	on
continue	VER:pres	continuer
le	DET:def	le
livre	NOM	livre
on	PRO:cls	on
en	PRO:clo	en
était	VER:impf	être
où	PRO:int	où
.	NAM	<unknown>
on	PRO:cls	on
était	VER:impf	être
ici	ADV	ici
ici	ADV	ici
on	PRO:cls	on
tourne	VER:pres	tourner
la	DET:def	le
page	NOM	page
ça	PRO:ton	ça
on	PRO:cls	on
l'	PRO:clo	le
a	AUX:pres	avoir
déjà	ADV	déjà
fait	VER:pper	faire
hein	INT	hein
.	NAM	<unknown>
tu	PRO:cls	tu
tournes	VER:pres	tourner
la	DET:def	le
page	NOM	page
?	NAM	<unknown>
ouais	FNO	ouais
?	NAM	<unknown>
oui	FNO	oui
.	NAM	<unknown>
oh	INT	oh
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
là	ADV	là
?	NAM	<unknown>
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
quoi	INT	quoi
là	ADV	là
.	VER:simp	<unknown>
hum	FNO	hum
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
oh	INT	oh
oh	INT	oh
merci	FNO	merci
merci	FNO	merci
c'	PRO:cls	ce
est	VER:pres	être
pardon	FNO	pardon
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
dire	VER:infi	dire
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
xxx	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
merci	FNO	merci
faut	VER:pres	falloir
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
merci	FNO	merci
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
dire	VER:infi	dire
.	NAM	<unknown>
oui	FNO	oui
oh	INT	oh
il	PRO:cls	il
fait	VER:pres	faire
quoi	INT	quoi
là	ADV	là
.	VER:simp	<unknown>
il	PRO:cls	il
fait	VER:pres	faire
quoi	INT	quoi
là	ADV	là
?	NAM	<unknown>
tous	DET:pre	tout
les	DET:def	le
tous	DET:pre	tout
tous	DET:pre	tout
les	DET:def	le
trois	NUM	@card@
.	NOM	<unknown>
oui	FNO	oui
mais	KON	mais
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
regarde	VER:impe	regarder
qui	PRO:rel	qui
-ce	PRO:dem	ce
est	VER:pres	être
qui	PRO:rel	qui
est	VER:pres	être
là	ADV	là
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
dit	VER:pper	dire
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
qui	PRO:rel	qui
était	VER:impf	être
méchant	ADJ	méchant
.	NOM:sig	<unknown>
des	DET:ind	un
et	KON	et
et	KON	et
ça	PRO:ton	ça
il	PRO:cls	il
est	VER:pres	être
méchant	ADJ	méchant
là	ADV	là
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
méchant	ADJ	méchant
là	ADV	là
eh	INT	eh
ben	INT	ben
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
eux	PRO:ton	eux
je	PRO:cls	je
crois	VER:pres	croire
qui	PRO:rel	qui
sont	VER:pres	être
méchants	ADJ	méchant
et	KON	et
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
gentil	ADJ	gentil
là	ADV	là
ah	INT	ah
bon	INT	bon
.	NAM	<unknown>
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
gentil	ADJ	gentil
là	ADV	là
ah	INT	ah
bon	INT	bon
.	NAM	<unknown>
là	ADV	là
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
bébe	NOM	<unknown>
qui	PRO:rel	qui
est	VER:pres	être
gentil	ADJ	gentil
là	ADV	là
hum	FNO	hum
hum	FNO	hum
si	KON	si
/si	MLT	<unknown>
c'	PRO:cls	ce
est/	MLT	<unknown>
un	DET:ind	un
petit	ADJ	petit
bébé	NOM	bébé
là	ADV	là
ah	INT	ah
oui	FNO	oui
ils	PRO:cls	il
sont	VER:pres	être
tous	PRO:ind	tout
petits	ADJ	petit
pourquoi	PRO:int	pourquoi
ils	PRO:cls	il
sont	VER:pres	être
/tous	MLT	<unknown>
petits/	MLT	<unknown>
petits	ADJ	petit
.	NAM	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
parce	TRC	parce
ils	PRO:cls	il
sont	VER:pres	être
dans	PRP	dans
la	DET:def	le
bague	NOM	bague
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
.	NAM	<unknown>
ah	INT	ah
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
fin	NOM	fin
du	PRP:det	du
livre	NOM	livre
là	ADV	là
pourquoi	PRO:int	pourquoi
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
tourner	VER:infi	tourner
là	ADV	là
.	VER:simp	<unknown>
parce	TRC	parce
que	KON	que
regarde	VER:impe	regarder
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
fin	NOM	fin
tu	PRO:cls	tu
tournes	VER:pres	tourner
comme	KON	comme
ça	PRO:ton	ça
hop	INT	hop
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
fin	NOM	fin
du	PRP:det	du
livre	NOM	livre
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
.	NAM	<unknown>
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
ouvrir	VER:infi	ouvrir
la	DET:def	le
page	NOM	page
là	ADV	là
.	VER:simp	<unknown>
non	FNO	non
non	FNO	non
parce	TRC	parce
que	KON	que
regarde	VER:impe	regarder
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
couverture	NOM	couverture
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
?	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
couverture	NOM	couverture
ce	PRO:cls	ce
sont	VER:pres	être
ces	DET:dem	ce
pages	NOM	page
là	ADV	là
que	KON	que
tu	PRO:cls	tu
peux	VER:pres	pouvoir
tourner	VER:infi	tourner
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
