enregistrement	NOM	enregistrement
est	VER:pres	être
difficile	ADJ	difficile
le	DET:def	le
béluga	NOM	béluga
le	DET:def	le
béluga	NOM	béluga
bien	ADV	bien
qui	PRO:rel	qui
adore	VER:pres	adorer
bondir	VER:infi	bondir
hors	PRP	hors
de	PRP	de
l'	DET:def	le
eau	NOM	eau
.	NAM	<unknown>
le	DET:def	le
dauphin	NOM	dauphin
bien	ADV	bien
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
grand	ADJ	grand
dauphin	NOM	dauphin
on	PRO:cls	on
l'	PRO:clo	le
appelle	VER:pres	appeler
et	KON	et
qui	PRO:rel	qui
vit	VER:pres	vivre
souvent	ADV	souvent
près	ADV	près
des	DET:ind	un
côtes	NOM	côte
.	NOM:sig	<unknown>
celui-là	PRO:dem	celui-là
le	DET:def	le
poisson	NOM	poisson
hum	FNO	hum
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
le	DET:def	le
poisson	NOM	poisson
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
marsouin	NOM	marsouin
commun	ADJ	commun
parce-que	NOM	<unknown>
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
les	DET:def	le
dauphins	NOM	dauphin
sont	VER:pres	être
des	DET:ind	un
poissons	NOM	poisson
.	NAM	<unknown>
non	FNO	non
non	FNO	non
ce	PRO:cls	ce
sont	VER:pres	être
des	DET:ind	un
mammifères	NOM	mammifère
là	ADV	là
alors	ADV	alors
qui	PRO:rel	qui
mange	VER:pres	manger
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
les	DET:def	le
énormes	ADJ	énorme
baleines	NOM	baleine
se	PRO:clo	se
nourissent	VER:pres	<unknown>
de	DET:ind	un
minuscules	ADJ	minuscule
crevettes	NOM	crevette
alors	ADV	alors
que	KON	que
les	DET:def	le
dauphins	NOM	dauphin
plus	ADV	plus
petits	ADJ	petit
avalent	VER:pres	avaler
des	DET:ind	un
poissons	NOM	poisson
entiers	ADJ	entier
quelle	PRO:int	quel
étrange	ADJ	étrange
différence	NOM	différence
les	DET:def	le
baleines	NOM	baleine
ont	VER:pres	avoir
des	DET:ind	un
sortes	NOM	sorte
de	PRP	de
longs	ADJ	long
peignes	NOM	peigne
durs	ADJ	dur
f-	TRC	f-
faits	VER:pper	faire
de	PRP	de
cornes	NOM	corne
comme	KON	comme
nos	DET:pos	notre
ongles	NOM	ongle
ce	PRO:cls	ce
sont	VER:pres	être
les	DET:def	le
fanons	NOM	fanon
accrochés	VER:pper	accrocher
en	PRP	en
haut	NOM	haut
de	PRP	de
la	DET:def	le
bouche	NOM	bouche
attends	VER:impe	attendre
elle	PRO:cls	elle
avance	VER:pres	avancer
ouais	FNO	ouais
elle	PRO:cls	elle
avance	VER:pres	avancer
et	KON	et
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
deux	NUM	@card@
bateaux	NOM	bateau
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
un	DET:ind	un
oui	FNO	oui
là	ADV	là
et	KON	et
un	DET:ind	un
là	ADV	là
moi	PRO:ton	moi
j'	PRO:cls	je
aime	VER:pres	aimer
bien	ADV	bien
a-	TRC	a-
aller	VER:infi	aller
dans	PRP	dans
ce	DET:dem	ce
bateau	NOM	bateau
là	ADV	là
tu	PRO:cls	tu
aimes	VER:pres	aimer
bien	ADV	bien
quoi	INT	quoi
.	NAM	<unknown>
j'	PRO:cls	je
aimerai	VER:futu	aimer
bien	ADV	bien
avoir	VER:infi	avoir
aller	VER:infi	aller
dans	PRP	dans
ce	DET:dem	ce
bateau	NOM	bateau
là	ADV	là
ah	INT	ah
tu	PRO:cls	tu
aimerais	VER:cond	aimer
bien	ADV	bien
aller	VER:infi	aller
tu	PRO:cls	tu
aimes	VER:pres	aimer
bien	ADV	bien
le	DET:def	le
bateau	NOM	bateau
.	NAM	<unknown>
oui	FNO	oui
tu	PRO:cls	tu
as	AUX:pres	avoir
déjà	ADV	déjà
été	AUX:pper	être
.	VER:pper	<unknown>
oui	FNO	oui
en	PRP	en
vacances	NOM	vacances
oui	FNO	oui
mais	KON	mais
je	PRO:cls	je
j'	PRO:cls	je
aimerais	VER:cond	aimer
bien	ADV	bien
y	PRO:clo	y
retourner	VER:infi	retourner
tu	PRO:cls	tu
aimerais	VER:cond	aimer
bien	ADV	bien
y	PRO:clo	y
retourner	VER:infi	retourner
alors	ADV	alors
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
?	NAM	<unknown>
comme	KON	comme
animal	NOM	animal
.	NAM	<unknown>
le	DET:def	le
phoque	NOM	phoque
oui	FNO	oui
bien	ADV	bien
la	DET:def	le
chasse	NOM	chasse
aux	PRP:det	au
phoques	NOM	phoque
l'	DET:def	le
orque	NOM	orque
peut	VER:pres	pouvoir
attaquer	VER:infi	attaquer
peut	VER:pres	pouvoir
s'	PRO:clo	se
attaquer	VER:infi	attaquer
à	PRP	à
des	DET:ind	un
poissons	NOM	poisson
mais	KON	mais
aussi	ADV	aussi
à	PRP	à
des	DET:ind	un
mammifères	ADJ	mammifère
des	DET:ind	un
phoques	NOM	phoque
des	PRP:det	du
otaries	NOM	otarie
et	KON	et
même	ADV	même
des	DET:ind	un
baleines	NOM	baleine
les	DET:def	le
orques	NOM	orque
ont	AUX:pres	avoir
envoyé	VER:pper	envoyer
des	DET:ind	un
sons	NOM	son
qui	PRO:rel	qui
ont	AUX:pres	avoir
rebondi	VER:pper	rebondir
sur	PRP	sur
un	DET:ind	un
bloc	NOM	bloc
de	PRP	de
s-	TRC	s-
glace	NOM	glace
grâce	ADV	grâce
à	PRP	à
ce	DET:dem	ce
sonnard	NOM	<unknown>
elles	PRO:cls	elle
ont	AUX:pres	avoir
repéré	VER:pper	repérer
l'	DET:def	le
obstacle	NOM	obstacle
c'	PRO:cls	ce
est	VER:pres	être
lesquels	PRO:int	lequel
les	DET:def	le
orques	NOM	orque
.	NAM	<unknown>
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
alors	ADV	alors
ensuite	ADV	ensuite
de	PRP	de
la	DET:def	le
tête	NOM	tête
à	PRP	à
la	DET:def	le
mer	NOM	mer
non	FNO	non
non	FNO	non
non	FNO	non
tu	PRO:cls	tu
voulais	VER:impf	vouloir
quoi	INT	quoi
.	NAM	<unknown>
non	FNO	non
mais	KON	mais
euh	INT	euh
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
est	AUX:pres	être
écrit	VER:pper	écrire
quoi	INT	quoi
là	ADV	là
.	VER:simp	<unknown>
ici	ADV	ici
alors	ADV	alors
et	KON	et
hop	INT	hop
l'	DET:def	le
orque	NOM	orque
soulève	VER:pres	soulever
le	DET:def	le
morceau	NOM	morceau
de	PRP	de
glace	NOM	glace
pour	PRP	pour
faire	VER:infi	faire
glisser	VER:infi	glisser
les	DET:def	le
phoques	NOM	phoque
tu	PRO:cls	tu
vois	VER:pres	voir
là	ADV	là
.	NOM:sig	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
leur	DET:pos	leur
nourriture	NOM	nourriture
en	PRO:clo	en
fait	VER:pres	faire
pourquoi	PRO:int	pourquoi
.	NOM:sig	<unknown>
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
ils	PRO:cls	il
pourquoi	PRO:int	pourquoi
ils	PRO:cls	il
ils	PRO:cls	il
ont	VER:pres	avoir
besoin	NOM	besoin
de	PRP	de
manger	VER:infi	manger
ça	PRO:ton	ça
pour	PRP	pour
euh	INT	euh
pour	PRP	pour
grandir	VER:infi	grandir
pour	PRP	pour
grandir	VER:infi	grandir
voilà	FNO	voilà
comme	KON	comme
toi	PRO:ton	toi
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
celui	PRO:dem	celui
a-	TRC	a-
tu	PRO:cls	tu
vois	VER:pres	voir
avant	ADV	avant
tu	PRO:cls	tu
vois	VER:pres	voir
avant	ADV	avant
le	DET:def	le
celui-là	PRO:dem	celui-là
il	PRO:cls	il
était	VER:impf	être
là	ADV	là
mais	KON	mais
il	PRO:cls	il
a	AUX:pres	avoir
pensé	VER:pper	penser
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
lever	VER:infi	lever
le	DET:def	le
truc	NOM	truc
oui	FNO	oui
et	KON	et
donc	ADV	donc
et	KON	et
donc	ADV	donc
celui-là	PRO:dem	celui-là
il	PRO:cls	il
a	AUX:pres	avoir
levé	VER:pper	lever
le	DET:def	le
truc	NOM	truc
parce-que	NOM	<unknown>
on	PRO:cls	on
tu	PRO:cls	tu
vois	VER:pres	voir
avant	ADV	avant
on	PRO:cls	on
voyait	VER:impf	voir
son	DET:pos	son
nez	NOM	nez
là	ADV	là
maintenant	ADV	maintenant
on	PRO:cls	on
voit	VER:pres	voir
le	DET:def	le
plus	ADV	plus
on	PRO:cls	on
le	PRO:clo	le
voit	VER:pres	voir
plus	ADV	plus
tu	PRO:cls	tu
as	VER:pres	avoir
raison	NOM	raison
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
servi	VER:pper	servir
de	PRP	de
son	DET:pos	son
nez	NOM	nez
pour	PRP	pour
soulever	VER:infi	soulever
la	DET:def	le
glace	NOM	glace
et	KON	et
pour	PRP	pour
pouvoir	VER:infi	pouvoir
manger	VER:infi	manger
les	DET:def	le
phoques	NOM	phoque
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
je	PRO:cls	je
tourne	VER:pres	tourner
.	NAM	<unknown>
ouais	FNO	ouais
de	PRP	de
la	DET:def	le
terre	NOM	terre
à	PRP	à
la	DET:def	le
mer	NOM	mer
à	PRP	à
l'	DET:def	le
époque	NOM	époque
de	PRP	de
la	DET:def	le
préhistoire	NOM	préhistoire
le	DET:def	le
premier	ADJ	premier
ancêtre	NOM	ancêtre
des	PRP:det	du
baleines	NOM	baleine
et	KON	et
des	DET:ind	un
dauphins	NOM	dauphin
vivait	VER:impf	vivre
sur	PRP	sur
la	DET:def	le
terre	NOM	terre
ferme	ADJ	ferme
qui	PRO:rel	qui
sont	VER:pres	être
les	DET:def	le
ancêtres	NOM	ancêtre
du	PRP:det	du
dauphin	NOM	dauphin
.	NAM	<unknown>
alors	ADV	alors
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
les	DET:def	le
Pakicetus	NOM	<unknown>
tu	PRO:cls	tu
vois	VER:pres	voir
regarde	VER:impe	regarder
ça	PRO:cls	ça
ressemble	VER:pres	ressembler
à	PRP	à
ça	PRO:ton	ça
tu	PRO:cls	tu
trouves	VER:pres	trouver
que	KON	que
ça	PRO:cls	ça
ressemble	VER:pres	ressembler
à	PRP	à
un	DET:ind	un
dauphin	NOM	dauphin
.	NAM	<unknown>
non	FNO	non
non	FNO	non
non	FNO	non
tu	PRO:cls	tu
as	AUX:pres	avoir
oublié	VER:pper	oublier
celui-là	PRO:dem	celui-là
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
même	ADJ	même
en	PRO:clo	en
fait	VER:pres	faire
regarde	VER:impe	regarder
c'	PRO:cls	ce
est	VER:pres	être
encore	ADV	encore
le	DET:def	le
Pakicetus	NOM	<unknown>
mais	KON	mais
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
est	VER:pres	être
encore	ADV	encore
le	DET:def	le
Pakicetus	NOM	<unknown>
.	NAM	<unknown>
ouais	FNO	ouais
alors	ADV	alors
ils	PRO:cls	il
ont	AUX:pres	avoir
donné	VER:pper	donner
naissance	NOM	naissance
à	PRP	à
une	DET:ind	un
autre	ADJ	autre
espèce	NOM	espèce
qui	PRO:rel	qui
vivait	VER:impf	vivre
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
Pakicetus	NOM	<unknown>
qui	PRO:rel	qui
a	VER:pres	avoir
euh	INT	euh
qui	PRO:rel	qui
a	AUX:pres	avoir
évolué	VER:pper	évoluer
et	KON	et
qui-	TRC	<unknown>
et	KON	et
maintenant	ADV	maintenant
il	PRO:cls	il
peut	VER:pres	pouvoir
aller	VER:infi	aller
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
tu	PRO:cls	tu
comprends	VER:pres	comprendre
il	PRO:cls	il
peut	VER:pres	pouvoir
vivre	VER:infi	vivre
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
alors	ADV	alors
qu'	KON	que
avant	ADV	avant
il	PRO:cls	il
vivait	VER:impf	vivre
sur	PRP	sur
terre	NOM	terre
comme	KON	comme
nous	PRO:ton	nous
il	PRO:cls	il
est	AUX:pres	être
compliqué	VER:pper	compliquer
le	DET:def	le
livre	NOM	livre
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
l'	DET:def	le
école	NOM	école
que	KON	que
tu	PRO:cls	tu
l'	PRO:clo	le
as	AUX:pres	avoir
eu	VER:pper	avoir
.	NAM	<unknown>
non	FNO	non
non	FNO	non
.	NAM	<unknown>
alors	ADV	alors
euh	INT	euh
qu'	KON	que
est-ce-que	NOM	<unknown>
tu	PRO:cls	tu
veux	VER:pres	vouloir
tu	PRO:cls	tu
veux	VER:pres	vouloir
qu'	KON	que
on	PRO:cls	on
lise	VER:subp	lire
ça	PRO:ton	ça
.	NAM	<unknown>
oui	FNO	oui
alors	ADV	alors
petit	ADJ	petit
record	NOM	record
des	PRP:det	du
cétacés	NOM	cétacé
qui	PRO:rel	qui
est	VER:pres	être
le	DET:def	le
plus	ADV	plus
rapide	ADJ	rapide
.	NAM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
lequel	PRO:rel	lequel
celui-là	PRO:dem	celui-là
.	VER:subp	<unknown>
euh	INT	euh
non	FNO	non
mais	KON	mais
en	PRP	en
fait	NOM	fait
euh	INT	euh
qui	PRO:rel	qui
est	VER:pres	être
le	DET:def	le
plus	ADV	plus
rapide	ADJ	rapide
.	NAM	<unknown>
ouais	FNO	ouais
regarde	VER:impe	regarder
il	PRO:cls	il
est	AUX:pres	être
dessiné	VER:pper	dessiner
là	ADV	là
non	FNO	non
mais	KON	mais
non	FNO	non
mais	KON	mais
non	FNO	non
mais	KON	mais
non	FNO	non
mais	KON	mais
ne	ADV	ne
mon-	TRC	mon-
me	PRO:clo	me
ne	ADV	ne
montre	VER:pres	montrer
pas	ADV	pas
d'	PRP	un
accord	NOM	accord
celui-là	PRO:dem	celui-là
ha	VER:cond	<unknown>
oui	FNO	oui
d'	PRP	un
accord	NOM	accord
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
compris	VER:pper	comprendre
oui	FNO	oui
mais	KON	mais
comment	PRO:int	comment
il	PRO:clsi	il
s'	PRO:clo	se
appelle	VER:pres	appeler
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
que	KON	que
je	PRO:cls	je
te	PRO:clo	te
demandais	VER:impf	demander
l'	DET:def	le
orque	NOM	orque
oui	FNO	oui
bien	ADV	bien
pourquoi	PRO:int	pourquoi
les	DET:def	le
baleines	NOM	baleine
ça	PRO:cls	ça
mange	VER:pres	manger
aussi	ADV	aussi
des	DET:ind	un
des	DET:ind	un
trucs	NOM	truc
comme	KON	comme
ça	PRO:cls	ça
.	VER:cond	<unknown>
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
pareil	ADJ	pareil
c'	PRO:cls	ce
est	VER:pres	être
leur	DET:pos	leur
nourriture	NOM	nourriture
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
mais	KON	mais
c'	PRO:cls	ce
est	AUX:pres	être
écrit	VER:pper	écrire
quoi	INT	quoi
là	ADV	là
.	VER:simp	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
petit	ADJ	petit
record	NOM	record
des	PRP:det	du
cétacés	NOM	cétacé
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
que	KON	que
on	PRO:cls	on
a	VER:pres	avoir
pas	ADV	pas
le	DET:def	le
droit	NOM	droit
.	NAM	<unknown>
on	PRO:cls	on
a	VER:pres	avoir
pas	ADV	pas
le	DET:def	le
droit	NOM	droit
de	PRP	de
quoi	INT	quoi
.	NAM	<unknown>
bah	INT	bah
de	PRP	de
faire	VER:infi	faire
quelque	ADJ	<unknown>
chose	NOM	chose
dans	PRP	dans
la	DET:def	le
mer	NOM	mer
si	KON	si
tu	PRO:cls	tu
tu	PRO:cls	tu
sais	VER:pres	savoir
ce	PRO:dem	ce
que	PRO:rel	que
ça	PRO:cls	ça
veut	VER:pres	vouloir
dire	VER:infi	dire
record	NOM	record
.	NAM	<unknown>
non	FNO	non
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
euh	INT	euh
comment	PRO:int	comment
expliquer	VER:infi	expliquer
c'	PRO:cls	ce
est	VER:pres	être
essayer	VER:infi	essayer
de	PRP	de
ah	INT	ah
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
tu	PRO:cls	tu
on	PRO:cls	on
essaie	VER:pres	essayer
de	PRP	de
trouver	VER:infi	trouver
qui	PRO:rel	qui
est	VER:pres	être
le	DET:def	le
plus	ADV	plus
rapide	ADJ	rapide
par	PRP	par
exemple	NOM	exemple
qui	PRO:rel	qui
est	VER:pres	être
le	DET:def	le
plus	ADV	plus
fort	ADJ	fort
tu	PRO:cls	tu
vois	VER:pres	voir
.	NAM	<unknown>
oui	FNO	oui
tu	PRO:cls	tu
comprends	VER:pres	comprendre
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
que	KON	que
je	PRO:cls	je
t'	PRO:clo	te
ai	AUX:pres	avoir
posé	VER:pper	poser
la	DET:def	le
oui	FNO	oui
question	NOM	question
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
que	KON	que
lui	PRO:ton	lui
il	PRO:cls	il
va	VER:pres	aller
un	DET:ind	un
peu	NOM	peu
vite	ADV	vite
oui	FNO	oui
alors	ADV	alors
lui	PRO:clo	lui
en	PRO:clo	en
fait	VER:pres	faire
il	PRO:clsi	il
est	VER:pres	être
acrobatique	ADJ	acrobatique
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
il	PRO:cls	il
fait	VER:pres	faire
des	DET:ind	un
sauts	NOM	saut
hauts	ADJ	haut
euh	INT	euh
il	PRO:cls	il
est	VER:pres	être
acrobatique	ADJ	acrobatique
il	PRO:cls	il
saute	VER:subp	sauter
jusqu'	PRP	jusque
à	PRP	à
sept	NUM	@card@
mètres	NOM	mètre
au-dessus	ADV	au-dessus
de	PRP	de
l'	DET:def	le
eau	NOM	eau
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
qui	PRO:rel	qui
ça	PRO:cls	ça
.	VER:cond	<unknown>
le	DET:def	le
dauphin	NOM	dauphin
bien	ADV	bien
et	KON	et
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
quoi	PRO:int	quoi
.	NOM:sig	<unknown>
une	DET:ind	un
baleine	NOM	baleine
oui	FNO	oui
et	KON	et
ça	PRO:ton	ça
.	NAM	<unknown>
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
baleine	NOM	baleine
franche	ADJ	franc
la	DET:def	le
baleine	NOM	baleine
franche	ADJ	franc
et	KON	et
là	ADV	là
les	DET:def	le
dauphins	NOM	dauphin
voilà	FNO	voilà
.	NAM	<unknown>
en	PRO:clo	en
fait	VER:pres	faire
fait	VER:pper	faire
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
petit	ADJ	petit
enfant	NOM	enfant
crocodile	NOM	crocodile
que	KON	que
avant	ADV	avant
il	PRO:cls	il
voulait	VER:impf	vouloir
manger	VER:infi	manger
une	DET:ind	un
bala-	TRC	<unknown>
une	DET:ind	un
banane	NOM	banane
il	PRO:cls	il
voulait	VER:impf	vouloir
manger	VER:infi	manger
des	DET:ind	un
b-	TRC	b-
des	DET:ind	un
bananes	NOM	banane
tout	DET:pre	tout
le	DET:def	le
temps	NOM	temps
oui	FNO	oui
mais	KON	mais
mais	KON	mais
après	ADV	après
il	PRO:cls	il
voulait	VER:impf	vouloir
manger	VER:infi	manger
un	DET:ind	un
petit	ADJ	petit
enfant	NOM	enfant
parce	TRC	parce
que	KON	que
parce	TRC	parce
que	KON	que
il	PRO:cls	il
pensait	VER:impf	penser
que	KON	que
les	DET:def	le
enfants	NOM	enfant
ça	PRO:cls	ça
man-	TRC	<unknown>
p-	TRC	p-
il	PRO:clsi	il
pensait	VER:impf	penser
que	KON	que
les	DET:def	le
enfants	NOM	enfant
ils	PRO:cls	il
ils	PRO:cls	il
ils	PRO:cls	il
aimaient	VER:impf	aimer
pas	ADV	pas
les	DET:def	le
requins	NOM	requin
mais	KON	mais
que	KON	que
les	DET:def	le
requins	NOM	requin
ils	PRO:cls	il
ils	PRO:cls	il
mangeaient	VER:impf	manger
les	DET:def	le
petits	ADJ	petit
enfants	NOM	enfant
d'	PRP	un
accord	NOM	accord
et	KON	et
là	ADV	là
attends	VER:impe	attendre
.	VER:impe	<unknown>
faire	VER:infi	faire
la	DET:def	le
première	ADJ	premier
page	NOM	page
d'	PRP	un
accord	NOM	accord
bah	INT	bah
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
tu	PRO:cls	tu
tournes	VER:pres	tourner
les	DET:def	le
pages	NOM	page
oui	FNO	oui
donc	ADV	donc
.	VER:simp	<unknown>
je	PRO:cls	je
mangerais	VER:cond	manger
bien	ADV	bien
