alors	ADV	alors
euh	INT	euh
et	KON	et
d'	PRP	un
un	DET:ind	un
seul	ADJ	seul
coup	NOM	coup
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
dans	PRP	dans
mon	DET:pos	mon
souvenir	NOM	souvenir
ce	DET:dem	ce
bâtiment	NOM	bâtiment
qui	PRO:rel	qui
qui	PRO:rel	qui
s'	PRO:clo	se
impose	VER:pres	imposer
à	PRP	à
moi	PRO:ton	moi
et	KON	et
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
me	PRO:clo	me
souviens	VER:pres	souvenir
de	PRP	de
lui	PRO:ton	lui
de	PRP	de
l'	DET:def	le
extérieur	NOM	extérieur
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
tours	NOM	tour
et	KON	et
quand	KON	quand
j'	PRO:cls	je
étais	VER:impf	être
enfant	NOM	enfant
je	PRO:cls	je
dis	VER:pres	dire
c'	PRO:cls	ce
était	VER:impf	être
bizarre	ADJ	bizarre
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
m'	PRO:clo	me
avait	AUX:impf	avoir
dit	VER:pper	dire
qu'	KON	que
on	PRO:cls	on
allait	VER:impf	aller
visiter	VER:infi	visiter
une	DET:ind	un
cathédrale	NOM	cathédrale
pas	ADV	pas
un	DET:ind	un
château	NOM	château
fort	ADJ	fort
et	KON	et
par	PRP	par
la	DET:def	le
suite	NOM	suite
dans	PRP	dans
la	DET:def	le
visite	NOM	visite
guidée	VER:pper	guider
bon	INT	bon
ben	INT	ben
j'	PRO:cls	je
ai	AUX:pres	avoir
appris	VER:pper	apprendre
que	KON	que
la	DET:def	le
que	KON	que
la	DET:def	le
cathédrale	NOM	cathédrale
avait	AUX:impf	avoir
été	AUX:pper	être
fortifiée	VER:pper	fortifier
et	KON	et
donc	ADV	donc
euh	INT	euh
pour	PRP	pour
que	KON	que
euh	INT	euh
les	DET:def	le
gens	NOM	gens
puissent	VER:subp	pouvoir
s'	PRO:clo	se
y	PRO:clo	y
s'	PRO:clo	se
y	PRO:clo	y
réfugier	VER:infi	réfugier
en	PRP	en
cas	NOM	cas
d'	PRP	un
attaque	NOM	attaque
hein	INT	hein
d'	PRP	un
accord	NOM	accord
.	NAM	<unknown>
.	NAM	<unknown>
la	DET:def	le
cathédrale	NOM	cathédrale
étant	VER:ppre	être
ayant	VER:ppre	avoir
été	AUX:pper	être
construite	VER:pper	construire
au	PRP:det	au
au	PRP:det	au
Moyen-Age	NOM	<unknown>
et	KON	et
donc	ADV	donc
c-	TRC	c-
ça	PRO:cls	ça
m'	PRO:clo	me
av-	TRC	av-
f-	TRC	f-
fait	VER:pres	faire
très	ADV	très
bizarre	ADJ	bizarre
de	PRP	de
découvrir	VER:infi	découvrir
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
des	DET:ind	un
bâtiments	NOM	bâtiment
qui	PRO:rel	qui
servaient	VER:impf	servir
deux	NUM	@card@
fonctions	NOM	fonction
il	PRO:cls	il
n'	ADV	ne
y	PRO:clo	y
avait	VER:impf	avoir
pas	ADV	pas
les	DET:def	le
châteaux	NOM	château
forts	ADJ	fort
d'	PRP	un
un	DET:ind	un
côté	NOM	côté
et	KON	et
les	DET:def	le
cathédrales	NOM	cathédrale
de	PRP	de
l'	DET:def	le
autre	ADJ	autre
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
parfois	ADV	parfois
ben	INT	ben
les	DET:def	le
les	DET:def	le
bâtiments	NOM	bâtiment
fusionnaient	VER:impf	fusionner
dans	PRP	dans
leur	DET:pos	leur
leur	DET:pos	leur
usage	NOM	usage
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
et	KON	et
ça	PRO:ton	ça
enfant	NOM	enfant
ça	PRO:cls	ça
m'	PRO:clo	me
avais	VER:impf	avoir
un	DET:ind	un
peu	NOM	peu
étonnée	ADJ	étonné
.	NAM	<unknown>
.	NAM	<unknown>
et	KON	et
une	DET:ind	un
fois	NOM	fois
qu'	KON	que
on	PRO:cls	on
est	AUX:pres	être
entré	VER:pper	entrer
dans	PRP	dans
l'	DET:def	le
église	NOM	église
je	PRO:cls	je
me	PRO:clo	me
souviens	VER:pres	souvenir
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
va-	TRC	va-
un	DET:ind	un
bâtiment	NOM	bâtiment
très	ADV	très
très	ADV	très
vaste	ADJ	vaste
et	KON	et
ce	PRO:dem	ce
qui	PRO:rel	qui
m'	PRO:clo	me
avait	AUX:impf	avoir
profondément	ADV	profondément
émerveillée	VER:pper	émerveiller
c'	PRO:cls	ce
était	VER:impf	être
le	DET:def	le
plafond	NOM	plafond
hum	FNO	hum
hum	FNO	hum
parce	TRC	parce
que	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
le	DET:def	le
plafond	NOM	plafond
était	AUX:impf	être
entièrement	ADV	entièrement
peint	VER:pper	peindre
en	PRP	en
bleu	NOM	bleu
avec	PRP	avec
des	DET:ind	un
étoiles	NOM	étoile
ah	INT	ah
ouais	FNO	ouais
et	KON	et
donc	ADV	donc
ouais	FNO	ouais
d'	PRP	un
où	PRO:int	où
quand	KON	quand
le	DET:def	le
terme	NOM	terme
magique	ADJ	magique
magique	ADJ	magique
de	PRP	de
quand	KON	quand
on	PRO:cls	on
entre	PRP	entre
dans	PRP	dans
la	DET:def	le
dans	PRP	dans
la	DET:def	le
cathédrale	NOM	cathédrale
on	PRO:cls	on
a	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
de	PRP	de
de	PRP	de
en-	TRC	en-
d'	PRP	un
entrer	VER:infi	entrer
dans	PRP	dans
un	DET:ind	un
petit	ADJ	petit
globe	NOM	globe
terrestre	ADJ	terrestre
.	NAM	<unknown>
.	NAM	<unknown>
duquel	ADJ	<unknown>
on	PRO:cls	on
peut	VER:pres	pouvoir
contempler	VER:infi	contempler
euh	INT	euh
cette	DET:dem	ce
immense	ADJ	immense
voûte	NOM	voûte
étoilée	VER:pper	étoiler
hum	FNO	hum
et	KON	et
c'	PRO:cls	ce
était	VER:impf	être
très	ADV	très
très	ADV	très
beau	ADJ	beau
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
du	PRP:det	du
beau	ADJ	beau
mobilier	ADJ	mobilier
mais	KON	mais
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
pas	ADV	pas
vraiment	ADV	vraiment
souvenir	NOM	souvenir
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
du	DET:par	du
mobilier	NOM	mobilier
gothique	ADJ	gothique
avec	PRP	avec
des	DET:ind	un
stalles	NOM	stalle
mais	KON	mais
hum	FNO	hum
ça	PRO:cls	ça
devient	VER:pres	devenir
très	ADV	très
loin	ADV	loin
dans	PRP	dans
mon	DET:pos	mon
souvenir	NOM	souvenir
hum	FNO	hum
hum	FNO	hum
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
me	PRO:clo	me
souviens	VER:pres	souvenir
vraiment	ADV	vraiment
en-	TRC	en-
enfant	NOM	enfant
c'	PRO:cls	ce
était	VER:impf	être
ce	DET:dem	ce
plafond	NOM	plafond
très	ADV	très
très	ADV	très
haut	ADJ	haut
et	KON	et
.	NAM	<unknown>
.	NAM	<unknown>
ce	DET:dem	ce
ciel	NOM	ciel
étoilé	ADJ	étoilé
et	KON	et
quand	KON	quand
j'	PRO:cls	je
étais	VER:impf	être
dans	PRP	dans
dans	PRP	dans
cette	DET:dem	ce
cathédrale	NOM	cathédrale
non	FNO	non
seulement	ADV	seulement
j'	PRO:cls	je
ai	AUX:pres	avoir
été	AUX:pper	être
impressionnée	VER:pper	impressionner
par	PRP	par
euh	INT	euh
euh	INT	euh
par	PRP	par
la	DET:def	le
beauté	NOM	beauté
du	PRP:det	du
lieu	NOM	lieu
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
également	ADV	également
par	PRP	par
le	DET:def	le
fait	NOM	fait
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
quelque	ADJ	<unknown>
chose	NOM	chose
de	PRP	de
très	ADV	très
euh	INT	euh
très	ADV	très
spirituel	ADJ	spirituel
oui	FNO	oui
donc	ADV	donc
non	FNO	non
seulement	ADV	seulement
ça	PRO:cls	ça
m'	PRO:clo	me
a	VER:pres	avoir
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
marqué	VER:pper	marquer
et	KON	et
après	ADV	après
ça	PRO:cls	ça
m'	PRO:clo	me
a	VER:pres	avoir
bien	ADV	bien
plus	ADV	plus
tard	ADV	tard
donné	VER:pper	donner
envie	NOM	envie
de	PRP	de
travailler	VER:infi	travailler
dans	PRP	dans
le	DET:def	le
patrimoine	NOM	patrimoine
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
en	PRP	en
plus	ADV	plus
euh	INT	euh
spirituellement	ADV	spirituellement
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
apportée	VER:pper	apporter
quelque	ADJ	<unknown>
chose	NOM	chose
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
fait	VER:pper	faire
euh	INT	euh
comprendre	VER:infi	comprendre
un	DET:ind	un
peu	NOM	peu
ce	PRO:dem	ce
que	PRO:rel	que
ça	PRO:cls	ça
pouvait	VER:impf	pouvoir
être	VER:infi	être
la	DET:def	le
la	DET:def	le
foi	NOM	foi
hum	FNO	hum
hum	FNO	hum
bien	ADV	bien
que	KON	que
je	PRO:cls	je
viens	VER:pres	venir
d'	PRP	un
une	DET:ind	un
famille	NOM	famille
athée	ADJ	athée
et	KON	et
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
fait	VER:pper	faire
comprendre	VER:infi	comprendre
le	DET:def	le
euh	INT	euh
un	DET:ind	un
peu	NOM	peu
comme	KON	comme
ça	PRO:ton	ça
de	PRP	de
de	PRP	de
l'	DET:def	le
extérieur	NOM	extérieur
ce	PRO:dem	ce
que	PRO:rel	que
pouvait	VER:impf	pouvoir
être	VER:infi	être
euh	INT	euh
l'	DET:def	le
élan	NOM	élan
de	PRP	de
la	DET:def	le
foi	NOM	foi
et	KON	et
la	DET:def	le
spiritualité	NOM	spiritualité
et	KON	et
l'	DET:def	le
impression	NOM	impression
d'	PRP	un
être	VER:infi	être
dans	PRP	dans
un	DET:ind	un
lieu	NOM	lieu
sacré	ADJ	sacré
d'	PRP	un
accord	NOM	accord
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
en	PRP	en
quelque	ADJ	<unknown>
sorte	NOM	sorte
l'	DET:def	le
expérience	NOM	expérience
du	PRP:det	du
sacré	ADJ	sacré
en	PRP	en
venant	VER:ppre	venir
d'	PRP	un
une	NUM	@card@
d'	PRP	un
une	DET:ind	un
famille	NOM	famille
athée	ADJ	athée
et	KON	et
donc	ADV	donc
ce	DET:dem	ce
lieu	NOM	lieu
est	VER:pres	être
magique	ADJ	magique
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
est	VER:pres	être
capable	ADJ	capable
de	PRP	de
de	PRP	de
faire	VER:infi	faire
ressentir	VER:infi	ressentir
le	DET:def	le
sacré	ADJ	sacré
.	NAM	<unknown>
.	NAM	<unknown>
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
le	DET:def	le
seul	ADJ	seul
lieu	NOM	lieu
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
fait	VER:pper	faire
cet	DET:dem	ce
effet	NOM	effet
là	ADV	là
mais	KON	mais
hum	FNO	hum
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
cathédrales	NOM	cathédrale
ou	KON	ou
des	DET:ind	un
églises	NOM	église
on	PRO:cls	on
entre	VER:pres	entrer
on	PRO:cls	on
sent	VER:pres	sentir
rien	PRO:ind	rien
du	PRP:det	du
tout	ADV	tout
hum	FNO	hum
on	PRO:cls	on
sent	VER:pres	sentir
pas	ADV	pas
le	DET:def	le
sacré	ADJ	sacré
alors	ADV	alors
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
lieu	NOM	lieu
normalement	ADV	normalement
consacré	VER:pper	consacrer
oui	FNO	oui
oui	FNO	oui
et	KON	et
d'	DET:ind	un
autre	ADJ	autre
qui	PRO:rel	qui
peut	VER:pres	pouvoir
être	VER:infi	être
très	ADV	très
modeste	ADJ	modeste
comme	KON	comme
une	DET:ind	un
minuscule	ADJ	minuscule
chapelle	NOM	chapelle
au	PRP:det	au
fin	NOM	fin
fond	NOM	fond
de	PRP	de
la	DET:def	le
Bretagne	NAM	Bretagne
on	PRO:cls	on
peut	VER:pres	pouvoir
y	PRO:clo	y
sentir	VER:infi	sentir
beaucoup	ADV	beaucoup
de	PRP	de
spiritualité	NOM	spiritualité
hum	FNO	hum
donc	ADV	donc
euh	INT	euh
donc	ADV	donc
voilà	FNO	voilà
donc	ADV	donc
ça	PRO:ton	ça
ça	PRO:cls	ça
m'	PRO:clo	me
a	VER:pres	avoir
ça	PRO:cls	ça
m'	PRO:clo	me
a	AUX:pres	avoir
aussi	ADV	aussi
marqué	VER:pper	marquer
et	KON	et
et	KON	et
par	PRP	par
la	DET:def	le
suite	NOM	suite
quand	KON	quand
j'	PRO:cls	je
ai	AUX:pres	avoir
décidé	VER:pper	décider
de	PRP	de
faire	VER:infi	faire
des	DET:ind	un
études	NOM	étude
en	PRP	en
histoire	NOM	histoire
hum	FNO	hum
hum	FNO	hum
première	ADJ	premier
an-	TRC	an-
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
d'	PRP	un
abord	NOM	abord
euh	INT	euh
des	DET:ind	un
études	NOM	étude
avant	ADV	avant
de	PRP	de
faire	VER:infi	faire
des	DET:ind	un
études	NOM	étude
de	PRP	de
dans	PRP	dans
le	DET:def	le
tourisme	NOM	tourisme
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
des	DET:ind	un
études	NOM	étude
en	PRP	en
histoire	NOM	histoire
hum	FNO	hum
hum	FNO	hum
un	DET:ind	un
.	NOM:sig	<unknown>
j'	PRO:cls	je
ai	AUX:pres	avoir
choisi	VER:pper	choisir
euh	INT	euh
histoire	NOM	histoire
des	PRP:det	du
religions	NOM	religion
comme	KON	comme
dominante	NOM	dominante
d'	PRP	un
accord	NOM	accord
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
ce	DET:dem	ce
lieu	NOM	lieu
et	KON	et
d'	DET:ind	un
autres	ADJ	autre
lieux	NOM	lieu
également	ADV	également
par	PRP	par
la	DET:def	le
suite	NOM	suite
m'	PRO:clo	me
ont	AUX:pres	avoir
m'	PRO:clo	me
ont	AUX:pres	avoir
marqué	VER:pper	marquer
hum	FNO	hum
et	KON	et
a	AUX:pres	avoir
suscité	VER:pper	susciter
en	PRP	en
moi	PRO:ton	moi
de	PRP	de
l'	DET:def	le
intérêt	NOM	intérêt
pour	PRP	pour
tout	DET:pre	tout
ce	PRO:dem	ce
qu'	PRO:rel	que
était	VER:impf	être
le	DET:def	le
le	DET:def	le
phénomène	NOM	phénomène
religieux	ADJ	religieux
.	NAM	<unknown>
.	NAM	<unknown>
voilà	FNO	voilà
pour	PRP	pour
euh	INT	euh
pour	PRP	pour
ce	DET:dem	ce
premier	NUM	@card@
souvenir	NOM	souvenir
et	KON	et
euh	INT	euh
d'	PRP	un
accord	NOM	accord
comment	PRO:int	comment
un	DET:ind	un
lieu	NOM	lieu
peut	VER:pres	pouvoir
changer	VER:infi	changer
un	DET:ind	un
peu	NOM	peu
le	DET:def	le
cours	NOM	cours
de	PRP	de
de	PRP	de
la	DET:def	le
vie	NOM	vie
mais	KON	mais
euh	INT	euh
comment	PRO:int	comment
dire	VER:infi	dire
tu	PRO:cls	tu
as	VER:pres	avoir
euh	INT	euh
comment	PRO:int	comment
dire	VER:infi	dire
tu	PRO:cls	tu
as	AUX:pres	avoir
eu	VER:pper	avoir
une	DET:ind	un
sorte	NOM	sorte
d'	PRP	un
expérience	NOM	expérience
spirituelle	ADJ	spirituel
en	PRO:clo	en
fait	VER:pres	faire
oui	FNO	oui
quelque	ADJ	<unknown>
chose	NOM	chose
comme	KON	comme
ça	PRO:ton	ça
hum	FNO	hum
faut	VER:pres	falloir
imaginer	VER:infi	imaginer
que	KON	que
j'	PRO:cls	je
avais	VER:impf	avoir
euh	INT	euh
sept	NUM	@card@
huit	NUM	@card@
ans	NOM	an
oui	FNO	oui
et	KON	et
euh	INT	euh
et	KON	et
que	KON	que
je	PRO:cls	je
venais	VER:impf	venir
d'	PRP	un
une	DET:ind	un
famille	NOM	famille
athée	ADJ	athée
hum	FNO	hum
et	KON	et
le	DET:def	le
fait	NOM	fait
de	PRP	de
voir	VER:infi	voir
ce	DET:dem	ce
ce	DET:dem	ce
bâtiment	NOM	bâtiment
ressentir	VER:infi	ressentir
la	DET:def	le
présence	NOM	présence
du	PRP:det	du
sacré	ADJ	sacré
c'	PRO:cls	ce
est	VER:pres	être
quelque	ADJ	<unknown>
chose	NOM	chose
de	PRP	de
de	PRP	de
très	ADV	très
fort	ADJ	fort
hum	FNO	hum
d'	PRP	un
accord	NOM	accord
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
la	DET:def	le
première	ADJ	premier
église	NOM	église
ni	KON	ni
cathédrale	ADJ	cathédral
que	KON	que
je	PRO:cls	je
visitais	VER:impf	visiter
mais	KON	mais
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
l'	DET:def	le
impression	NOM	impression
qu'	KON	que
avant	ADV	avant
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
eu	VER:pper	avoir
cette	DET:dem	ce
expérience	NOM	expérience
là	ADV	là
.	VER:simp	<unknown>
.	NOM:sig	<unknown>
mais	KON	mais
euh	INT	euh
c-	TRC	c-
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
enfin	ADV	enfin
euh	INT	euh
comment	PRO:int	comment
dire	VER:infi	dire
enfin	ADV	enfin
moi	PRO:ton	moi
en	PRP	en
tant	ADV	tant
que	KON	que
croyante	ADJ	croyant
pratiquante	NOM	pratiquante
entre	PRP	entre
guillemets	NOM	guillemet
parce	TRC	parce
que	KON	que
bon	INT	bon
on	PRO:cls	on
est	VER:pres	être
jamais	ADV	jamais
à	PRP	à
cent	NUM	@card@
pour	PRP	pour
cent	NUM	@card@
pratiquant	NOM	pratiquant
mais	KON	mais
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
jamais	ADV	jamais
eu	VER:pper	avoir
cette	DET:dem	ce
cette	DET:dem	ce
impression	NOM	impression
là	ADV	là
en	PRO:clo	en
fait	VER:pres	faire
pour	PRP	pour
moi	PRO:ton	moi
enf-	TRC	<unknown>
tu	PRO:cls	tu
vois	VER:pres	voir
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
l'	DET:def	le
église	NOM	église
euh	INT	euh
en	PRP	en
fai-	NOM	<unknown>
dans	PRP	dans
le	DET:def	le
sens	NOM	sens
bâtiment	NOM	bâtiment
euh	INT	euh
hum	FNO	hum
hum	FNO	hum
ça	PRO:ton	ça
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
jamais	ADV	jamais
ressenti	VER:pper	ressentir
des	DET:ind	un
trucs	NOM	truc
comme	KON	comme
ça	PRO:ton	ça
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
le	PRO:clo	le
ressens	VER:pres	ressentir
plus	ADV	plus
dans	PRP	dans
le	DET:def	le
contact	NOM	contact
humain	ADJ	humain
oui	FNO	oui
lors	ADV	lors
de	PRP	de
rencontres	NOM	rencontre
par	PRP	par
