voilà	FNO	voilà
quoi	INT	quoi
avec	PRP	avec
.	NAM	<unknown>
ben	INT	ben
je	PRO:cls	je
colorie	VER:pres	colorier
tu	PRO:cls	tu
fais	VER:pres	faire
des	DET:ind	un
dessins	NOM	dessin
.	NOM:sig	<unknown>
/hum	MLT	<unknown>
oui/	MLT	<unknown>
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
comme	KON	comme
dessin	NOM	dessin
.	NAM	<unknown>
ben	INT	ben
je	PRO:cls	je
colorie	VER:pres	colorier
sur	PRP	sur
mon	DET:pos	mon
grand	ADJ	grand
livre	NOM	livre
là	ADV	là
qui	PRO:rel	qui
prend	VER:pres	prendre
toute	DET:pre	tout
la	DET:def	le
place	NOM	place
de	PRP	de
ma	DET:pos	mon
chambre	NOM	chambre
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
.	NAM	<unknown>
hum	FNO	hum
eh	INT	eh
ben	INT	ben
j'	PRO:cls	je
ai	VER:pres	avoir
même	ADV	même
plus	ADV	plus
j'	PRO:cls	je
ai	VER:pres	avoir
aus-	TRC	<unknown>
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
la	DET:def	le
place	NOM	place
pour	PRP	pour
euh	INT	euh
xxx	NOM	<unknown>
sur	PRP	sur
mon	DET:pos	mon
lit	NOM	lit
ah	INT	ah
bon	INT	bon
et	KON	et
j'	PRO:cls	je
ai	VER:pres	avoir
aussi	ADV	aussi
la	DET:def	le
place	NOM	place
pour	PRP	pour
me	PRO:clo	me
coucher	VER:infi	coucher
euh	INT	euh
pour	PRP	pour
dessiner	VER:infi	dessiner
tu	PRO:cls	tu
te	PRO:clo	te
couches	VER:pres	coucher
pour	PRP	pour
dessiner	VER:infi	dessiner
.	NAM	<unknown>
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
par	PRP	par
terre	NOM	terre
parce	TRC	parce
que	KON	que
mon	DET:pos	mon
livre	NOM	livre
il	PRO:cls	il
est	VER:pres	être
grand	ADJ	grand
hein	INT	hein
.	NAM	<unknown>
ah	INT	ah
il	PRO:cls	il
est	VER:pres	être
trop	ADV	trop
grand	ADJ	grand
.	NAM	<unknown>
il	PRO:cls	il
est	VER:pres	être
trop	ADV	trop
grand	ADJ	grand
parce	TRC	parce
que	KON	que
moi	PRO:ton	moi
il	PRO:cls	il
peut	VER:pres	pouvoir
pas	ADV	pas
tenir	VER:infi	tenir
sur	PRP	sur
le	DET:def	le
bureau	NOM	bureau
.	NAM	<unknown>
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
bureau	NOM	bureau
aussi	ADV	aussi
hein	INT	hein
.	NAM	<unknown>
ah	INT	ah
bon	INT	bon
et	KON	et
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
sur	PRP	sur
ton	DET:pos	ton
bureau	NOM	bureau
?	NAM	<unknown>
tu	PRO:cls	tu
fais	VER:pres	faire
tes	DET:pos	ton
devoirs	NOM	devoir
.	NAM	<unknown>
non	FNO	non
mais	KON	mais
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
alors	ADV	alors
.	VER:simp	<unknown>
ben	INT	ben
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
ordinateur	NOM	ordinateur
oh	INT	oh
ben	INT	ben
pas	ADV	pas
un	DET:ind	un
vrai	ADJ	vrai
hein	INT	hein
.	NAM	<unknown>
ah	INT	ah
un	DET:ind	un
faux	ADJ	faux
un	DET:ind	un
faux	ADJ	faux
il	PRO:cls	il
marche	VER:pres	marcher
pas	ADV	pas
.	ADJ	<unknown>
si	KON	si
et	KON	et
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
sur	PRP	sur
l'	DET:def	le
ordinateur	NOM	ordinateur
alors	ADV	alors
.	VER:simp	<unknown>
ben	INT	ben
je	PRO:cls	je
je	PRO:cls	je
fais	VER:pres	faire
euh	INT	euh
hum	FNO	hum
ben	INT	ben
je	PRO:cls	je
à	PRP	à
des	DET:ind	un
jeux	NOM	jeu
et	KON	et
et	KON	et
quand	KON	quand
et	KON	et
quand	KON	quand
ça	PRO:cls	ça
vient	VER:pres	venir
tous	DET:pre	tout
les	DET:def	le
jeux	NOM	jeu
ben	INT	ben
ben	INT	ben
des	DET:ind	un
autres	ADJ	autre
jeux	NOM	jeu
plus	ADV	plus
difficiles	ADJ	difficile
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
grand	ADJ	grand
ah	INT	ah
d'	PRP	un
accord	NOM	accord
il	PRO:cls	il
est	VER:pres	être
bien	ADV	bien
ton	DET:pos	ton
ordinateur	NOM	ordinateur
alors	ADV	alors
tu	PRO:cls	tu
veux	VER:pres	vouloir
continuer	VER:infi	continuer
ça	PRO:ton	ça
ou	KON	ou
tu	PRO:cls	tu
veux	VER:pres	vouloir
parler	VER:infi	parler
d'	DET:ind	un
autre	ADJ	autre
chose	NOM	chose
.	NAM	<unknown>
euh	INT	euh
hum	FNO	hum
on	PRO:cls	on
ferme	VER:pres	fermer
le	DET:def	le
livre	NOM	livre
ou	KON	ou
pas	ADV	pas
.	VER:simp	<unknown>
oui	FNO	oui
fermé	VER:pper	fermer
alors	ADV	alors
toi	PRO:ton	toi
tu	PRO:cls	tu
vas	VER:pres	aller
à	PRP	à
l'	DET:def	le
école	NOM	école
.	NAM	<unknown>
hum	FNO	hum
xxx	NOM	<unknown>
tu	PRO:cls	tu
te	PRO:clo	te
souviens	VER:pres	souvenir
de	PRP	de
ton	DET:pos	ton
premier	ADJ	premier
jour	NOM	jour
d'	PRP	un
école	NOM	école
comment	PRO:int	comment
c'	PRO:cls	ce
était	VER:impf	être
.	NAM	<unknown>
oui	FNO	oui
comme	KON	comme
Franklin	NOM	<unknown>
.	NAM	<unknown>
hum	FNO	hum
toi	PRO:ton	toi
tu	PRO:cls	tu
étais	VER:impf	être
contente	ADJ	content
d'	PRP	un
y	PRO:clo	y
aller	VER:infi	aller
ou	KON	ou
comme	KON	comme
Franklin	NOM	<unknown>
tu	PRO:cls	tu
avais	VER:impf	avoir
pas	ADV	pas
envie	NOM	envie
euh	INT	euh
.	NAM	<unknown>
euh	INT	euh
j'	PRO:cls	je
étais	VER:impf	être
contente	ADJ	content
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
as	AUX:pres	avoir
fait	VER:pper	faire
le	DET:def	le
premier	ADJ	premier
jour	NOM	jour
.	NAM	<unknown>
ben	INT	ben
j'	PRO:cls	je
ai	AUX:pres	avoir
sautillé	VER:pper	sautiller
tu	PRO:cls	tu
as	AUX:pres	avoir
sautillé	VER:pper	sautiller
.	NAM	<unknown>
et	KON	et
tu	PRO:cls	tu
apprends	VER:pres	apprendre
quoi	INT	quoi
à	PRP	à
l'	DET:def	le
école	NOM	école
maintenant	ADV	maintenant
alors	ADV	alors
ben	INT	ben
euh	INT	euh
je	PRO:cls	je
ben	INT	ben
je	PRO:cls	je
fais	VER:pres	faire
euh	INT	euh
la	DET:def	le
date	NOM	date
sans	PRP	sans
les	DET:def	le
écritures	NOM	écriture
et	KON	et
puis	KON	puis
euh	INT	euh
sans	PRP	sans
que	KON	que
euh	INT	euh
elle	PRO:cls	elle
fasse	VER:subp	faire
les	DET:def	le
écritures	NOM	écriture
euh	INT	euh
comme	KON	comme
ça	PRO:ton	ça
hein	INT	hein
.	NAM	<unknown>
tu	PRO:cls	tu
fais	VER:pres	faire
la	DET:def	le
date	NOM	date
avec	PRP	avec
les	DET:def	le
chiffres	NOM	chiffre
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
.	VER:cond	<unknown>
non	FNO	non
ben	INT	ben
tu	PRO:cls	tu
fais	VER:pres	faire
comment	PRO:int	comment
alors	ADV	alors
la	DET:def	le
date	NOM	date
tu	PRO:cls	tu
l'	PRO:clo	le
écris	VER:pres	écrire
pas	ADV	pas
la	DET:def	le
date	NOM	date
.	NAM	<unknown>
ben	INT	ben
si	KON	si
je	PRO:cls	je
comprends	VER:pres	comprendre
pas	ADV	pas
hum	FNO	hum
ben	INT	ben
tu	PRO:cls	tu
écris	VER:pres	écrire
euh	INT	euh
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
nous	PRO:ton	nous
maintenant	ADV	maintenant
c'	PRO:cls	ce
est	VER:pres	être
nous	PRO:ton	nous
qui	PRO:rel	qui
l'	PRO:clo	le
écrit	VER:pres	écrire
toute	ADV	tout
seule	ADJ	seul
euh	INT	euh
les	DET:def	le
la	DET:def	le
date	NOM	date
parce	TRC	parce
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
zéro	NUM	@card@
date	NOM	date
hein	INT	hein
.	NAM	<unknown>
dans	PRP	dans
écrit	NOM	écrit
dans	PRP	dans
la	DET:def	le
case	NOM	case
euh	INT	euh
où	PRO:int	où
on	PRO:cls	on
écrit	VER:pres	écrire
hein	INT	hein
.	NAM	<unknown>
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
vous	PRO:ton	vous
qui	PRO:rel	qui
écrivez	VER:pres	écrire
alors	ADV	alors
.	NOM:sig	<unknown>
oui	FNO	oui
tous	ADV	tout
seuls	ADJ	seul
.	NAM	<unknown>
oui	FNO	oui
et	KON	et
même	ADV	même
le	DET:def	le
chiffre	NOM	chiffre
et	KON	et
même	ADV	même
le	DET:def	le
soleil	NOM	soleil
hein	INT	hein
.	NAM	<unknown>
ah	INT	ah
tu	PRO:cls	tu
mets	VER:pres	mettre
la	DET:def	le
météo	ADJ:trc	météorologique
aussi	ADV	aussi
.	VER:simp	<unknown>
hum	FNO	hum
et	KON	et
euh	INT	euh
je	PRO:cls	je
le	DET:def	le
temps	NOM	temps
qu'	KON	que
il	PRO:cls	il
fait	VER:pres	faire
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
la	DET:def	le
maîtresse	NOM	maîtresse
nous	PRO:ton	nous
elle	PRO:ton	elle
nous	PRO:ton	nous
euh	INT	euh
hum	FNO	hum
elle	PRO:ton	elle
euh	INT	euh
elle	PRO:cls	elle
nous	PRO:clo	nous
apprend	VER:pres	apprendre
à	PRP	à
à	PRP	à
faire	VER:infi	faire
euh	INT	euh
tous	ADV	tout
seuls	ADJ	seul
euh	INT	euh
la	DET:def	le
date	NOM	date
oh	INT	oh
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
tu	PRO:cls	tu
apprends	VER:pres	apprendre
quoi	INT	quoi
d'	PRP	un
autre	ADJ	autre
aussi	ADV	aussi
.	VER:simp	<unknown>
tu	PRO:cls	tu
as	AUX:pres	avoir
appris	VER:pper	apprendre
à	PRP	à
compter	VER:infi	compter
j'	PRO:cls	je
ai	AUX:pres	avoir
vu	VER:pper	voir
.	NAM	<unknown>
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
je	PRO:cls	je
peux	VER:pres	pouvoir
compter	VER:infi	compter
jusqu'	PRP	jusque
à	PRP	à
douze	NUM	@card@
douze	NUM	@card@
?	NOM:sig	<unknown>
ta	DET:pos	ton
maman	NOM	maman
elle	PRO:cls	elle
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
soixante	NUM	@card@
neuf	NUM	@card@
.	NOM	<unknown>
mais	KON	mais
je	PRO:cls	je
peux	VER:pres	pouvoir
compter	VER:infi	compter
jusqu'	PRP	jusque
à	PRP	à
douze	NUM	@card@
aussi	ADV	aussi
ah	INT	ah
et	KON	et
j'	PRO:cls	je
ai	VER:pres	avoir
xxx	NOM	<unknown>
hum	FNO	hum
hum	FNO	hum
aussi	ADV	aussi
je	PRO:cls	je
euh	INT	euh
je	PRO:cls	je
je	PRO:cls	je
loupe	VER:pres	louper
des	DET:ind	un
lettres	NOM	lettre
quand	KON	quand
je	PRO:cls	je
compte	VER:pres	compter
des	DET:ind	un
chiffres	NOM	chiffre
hum	FNO	hum
les	DET:def	le
lettres	NOM	lettre
c'	PRO:cls	ce
est	VER:pres	être
quoi	PRO:int	quoi
les	DET:def	le
lettres	NOM	lettre
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
ça	PRO:cls	ça
.	VER:cond	<unknown>
hum	FNO	hum
les	DET:def	le
chiffres	NOM	chiffre
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
numéros	NOM	numéro
et	KON	et
même	ADV	même
les	DET:def	le
feuilles	NOM	feuille
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
moi	PRO:ton	moi
j'	PRO:cls	je
ai	VER:pres	avoir
xxx	NOM	<unknown>
ah	INT	ah
je	PRO:cls	je
sais	VER:pres	savoir
plus	ADV	plus
comment	PRO:int	comment
euh	INT	euh
comment	PRO:int	comment
ça	PRO:cls	ça
se	PRO:clo	se
fait	VER:pres	faire
de	PRP	de
quoi	INT	quoi
.	NAM	<unknown>
feuilles	NOM	feuille
les	DET:def	le
chi-	NOM	<unknown>
ah	INT	ah
les	DET:def	le
feuilles	NOM	feuille
.	NAM	<unknown>
hum	FNO	hum
mais	KON	mais
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
feuilles	NOM	feuille
ça	PRO:ton	ça
non	FNO	non
parce	TRC	parce
que	KON	que
regarde	VER:impe	regarder
tic	NOM	tic
et	KON	et
tic	NOM	tic
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plusieurs	DET:ind	plusieurs
sortes	NOM	sorte
de	PRP	de
feuilles	NOM	feuille
hein	INT	hein
.	NAM	<unknown>
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:ton	ça
ben	INT	ben
euh	INT	euh
où	PRO:int	où
on	PRO:cls	on
où	PRO:rel	où
on	PRO:cls	on
en	PRO:clo	en
était	VER:impf	être
.	NAM	<unknown>
on	PRO:cls	on
en	PRO:clo	en
était	VER:impf	être
à	PRP	à
ce	PRO:dem	ce
que	PRO:rel	que
tu	PRO:cls	tu
faisais	VER:impf	faire
à	PRP	à
l'	DET:def	le
école	NOM	école
hum	FNO	hum
mais	KON	mais
oui	FNO	oui
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
on	PRO:cls	on
était	VER:impf	être
à	PRP	à
xxx	NOM	<unknown>
ben	INT	ben
ouais	FNO	ouais
tu	PRO:cls	tu
apprends	VER:pres	apprendre
à	PRP	à
compter	VER:infi	compter
on	PRO:cls	on
en	PRO:clo	en
était	VER:impf	être
à	PRP	à
ça	PRO:ton	ça
que	KON	que
tu	PRO:cls	tu
apprends	VER:pres	apprendre
à	PRP	à
compter	VER:infi	compter
tu	PRO:cls	tu
apprends	VER:pres	apprendre
quoi	INT	quoi
d'	DET:ind	un
autre	ADJ	autre
.	NOM	<unknown>
et	KON	et
puis	KON	puis
euh	INT	euh
alors	ADV	alors
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
à	PRP	à
l'	DET:def	le
école	NOM	école
.	NAM	<unknown>
on	PRO:cls	on
quand	KON	quand
il	PRO:cls	il
pleut	VER:pres	pleuvoir
on	PRO:cls	on
xxx	NOM	<unknown>
on	PRO:cls	on
joue	VER:pres	jouer
et	KON	et
on	PRO:cls	on
joue	VER:pres	jouer
et	KON	et
puis	KON	puis
quand	KON	quand
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
heure	NOM	heure
de	PRP	de
la	DET:def	le
hum	FNO	hum
récréation	NOM	récréation
xxx	NOM	<unknown>
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
i-	TRC	i-
il	PRO:clsi	il
fait	VER:pres	faire
tard	ADV	tard
ben	INT	ben
et	KON	et
on	PRO:cls	on
va	VER:pres	aller
quand	KON	quand
même	ADV	même
dehors	ADV	dehors
hein	INT	hein
.	NAM	<unknown>
même	ADV	même
si	KON	si
il	PRO:cls	il
pleut	VER:pres	pleuvoir
.	ADJ	<unknown>
si	KON	si
on	PRO:cls	on
a	AUX:pres	avoir
loupé	VER:pper	louper
l'	DET:def	le
heure	NOM	heure
ben	INT	ben
non	FNO	non
ah	INT	ah
tu	PRO:cls	tu
me	PRO:clo	me
disais	VER:impf	dire
si	KON	si
il	PRO:cls	il
pleut	VER:pres	pleuvoir
.	ADJ	<unknown>
si	KON	si
il	PRO:cls	il
pleut	VER:pres	pleuvoir
on	PRO:cls	on
va	VER:pres	aller
sous	PRP	sous
le	DET:def	le
préau	NOM	préau
hum	FNO	hum
si	KON	si
il	PRO:cls	il
pleut	VER:pres	pleuvoir
pas	ADV	pas
on	PRO:cls	on
va	VER:pres	aller
dehors	ADV	dehors
ah	INT	ah
d'	PRP	un
accord	NOM	accord
et	KON	et
puis	KON	puis
moi	PRO:ton	moi
aussi	ADV	aussi
j'	PRO:cls	je
ai	AUX:pres	avoir
appris	VER:pper	apprendre
à	PRP	à
galoper	VER:infi	galoper
à	PRP	à
galoper	VER:infi	galoper
hum	FNO	hum
comme	KON	comme
un	DET:ind	un
cheval	NOM	cheval
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
.	NAM	<unknown>
hum	FNO	hum
tu	PRO:cls	tu
as	AUX:pres	avoir
appris	VER:pper	apprendre
ça	PRO:ton	ça
comment	PRO:int	comment
?	NAM	<unknown>
toute	ADV	tout
seule	ADJ	seul
.	NAM	<unknown>
hum	FNO	hum
et	KON	et
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
après	ADV	après
l'	DET:def	le
école	NOM	école
.	NAM	<unknown>
ben	INT	ben
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
tu	PRO:cls	tu
sais	VER:pres	savoir
pas	ADV	pas
oh	INT	oh
tu	PRO:cls	tu
sais	VER:pres	savoir
plus	ADV	plus
rien	PRO:ind	rien
tu	PRO:cls	tu
restes	VER:pres	rester
à	PRP	à
l'	DET:def	le
école	NOM	école
toute	DET:pre	tout
la	DET:def	le
journée	NOM	journée
.	NAM	<unknown>
non	FNO	non
après	ADV	après
on	PRO:cls	on
fait	VER:pres	faire
euh	INT	euh
quand	KON	quand
tu	PRO:cls	tu
rentres	VER:pres	rentrer
quand	KON	quand
ta	DET:pos	ton
maman	NOM	maman
elle	PRO:cls	elle
vient	VER:pres	venir
te	PRO:clo	te
chercher	VER:infi	chercher
tu	PRO:cls	tu
fais	VER:pres	faire
quoi	INT	quoi
après	ADV	après
.	VER:simp	<unknown>
on	PRO:cls	on
met	VER:pres	mettre
avant	ADV	avant
on	PRO:cls	on
met	VER:pres	mettre
ses	DET:pos	son
blousons	NOM	blouson
eh	INT	eh
ben	INT	ben
oui	FNO	oui
on	PRO:cls	on
va	VER:pres	aller
pas	ADV	pas
sortir	VER:infi	sortir
euh	INT	euh
sans	PRP	sans
sans	PRP	sans
euh	INT	euh
avec	PRP	avec
les	DET:def	le
mamans	NOM	maman
sans	PRP	sans
le	DET:def	le
blouson	NOM	blouson
ben	INT	ben
oui	FNO	oui
normal	ADJ	normal
ben	INT	ben
d'	PRP	un
accord	NOM	accord
moi	PRO:ton	moi
avant	ADV	avant
j'	PRO:cls	je
avais	VER:impf	avoir
euh	INT	euh
perdu	VER:pper	perdre
une	DET:ind	un
gant	NOM	gant
et	KON	et
je	PRO:cls	je
savais	VER:impf	savoir
plus	ADV	plus
où	PRO:int	où
elle	PRO:cls	elle
était	VER:impf	être
elle	PRO:cls	elle
é-	TRC	é-
elle	PRO:cls	elle
était	VER:impf	être
dans	PRP	dans
ma	DET:pos	mon
poche	NOM	poche
petite	ADJ	petit
coquine	ADJ	coquin
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
hum	FNO	hum
et	KON	et
croyais	VER:impf	croire
qu'	KON	que
elle	PRO:cls	elle
était	VER:impf	être
euh	INT	euh
à	PRP	à
l'	DET:def	le
école	NOM	école
et	KON	et
puis	KON	puis
je	PRO:cls	je
croyais	VER:impf	croire
qu'	KON	que
elle	PRO:cls	elle
était	VER:impf	être
là-haut	ADV	là-haut
moi	PRO:ton	moi
et	KON	et
puis	KON	puis
je	PRO:cls	je
croyais	VER:impf	croire
elle	PRO:cls	elle
était	VER:impf	être
tout	ADV	tout
partout	ADV	partout
dans	PRP	dans
la	DET:def	le
cour	NOM	cour
et	KON	et
puis	KON	puis
j'	PRO:cls	je
ai	AUX:pres	avoir
regardé	VER:pper	regarder
dans	PRP	dans
ma	DET:pos	mon
poche	NOM	poche
elle	PRO:cls	elle
était	VER:impf	être
et	KON	et
tu	PRO:cls	tu
as	AUX:pres	avoir
cherché	VER:pper	chercher
longtemps	ADV	longtemps
avant	ADV	avant
de	PRP	de
le	PRO:clo	le
trouver	VER:infi	trouver
.	VER:infi	<unknown>
comment	PRO:int	comment
.	NAM	<unknown>
tu	PRO:cls	tu
as	AUX:pres	avoir
cherché	VER:pper	chercher
longtemps	ADV	longtemps
avant	ADV	avant
de	PRP	de
le	PRO:clo	le
trouver	VER:infi	trouver
.	NAM	<unknown>
hum	FNO	hum
hum	FNO	hum
hum	FNO	hum
et	KON	et
j'	PRO:cls	je
ai	AUX:pres	avoir
cherché	VER:pper	chercher
aussi	ADV	aussi
à	PRP	à
l'	DET:def	le
école	NOM	école
ben	INT	ben
tu	PRO:cls	tu
l'	PRO:clo	le
as	AUX:pres	avoir
retrouvé	VER:pper	retrouver
c'	PRO:cls	ce
est	VER:pres	être
déjà	ADV	déjà
bien	ADV	bien
hum	FNO	hum
xxx	NOM	<unknown>
à	PRP	à
retrouver	VER:infi	retrouver
ouais	FNO	ouais
xxx	NOM	<unknown>
euh	INT	euh
hum	FNO	hum
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
je	PRO:cls	je
voulais	VER:impf	vouloir
dire	VER:infi	dire
tu	PRO:cls	tu
veux	VER:pres	vouloir
qu'	KON	que
on	PRO:cls	on
fasse	VER:subp	faire
un	DET:ind	un
jeu	NOM	jeu
.	NAM	<unknown>
oui	FNO	oui
tu	PRO:cls	tu
connais	VER:pres	connaître
le	DET:def	le
jeu	NOM	jeu
du	PRP:det	du
ni	KON	ni
oui	FNO	oui
ni	KON	ni
non	FNO	non
.	NAM	<unknown>
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
.	NAM	<unknown>
tu	PRO:cls	tu
me	PRO:clo	me
poses	VER:pres	poser
les	DET:def	le
questions	NOM	question
et	KON	et
moi	PRO:ton	moi
je	PRO:cls	je
te	PRO:clo	te
réponds	VER:pres	répondre
.	NAM	<unknown>
d'	PRP	un
accord	NOM	accord
hum	FNO	hum
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
le	DET:def	le
ciel	NOM	ciel
est	VER:pres	être
rouge	ADJ	rouge
.	NAM	<unknown>
je	PRO:cls	je
ne	ADV	ne
pense	VER:pres	penser
pas	ADV	pas
hum	FNO	hum
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
les	DET:def	le
rideaux	NOM	rideau
ils	PRO:cls	il
sont	AUX:pres	être
couverts	VER:pper	couvrir
de	PRP	de
de	PRP	de
.	NAM	<unknown>
rouge	NOM	rouge
.	NAM	<unknown>
ben	INT	ben
non	FNO	non
ah	INT	ah
ah	INT	ah
tu	PRO:cls	tu
as	AUX:pres	avoir
perdu	VER:pper	perdre
oh	INT	oh
mince	INT	mince
eh	INT	eh
ben	INT	ben
tu	PRO:cls	tu
as	AUX:pres	avoir
gagné	VER:pper	gagner
alors	ADV	alors
c'	PRO:cls	ce
est	VER:pres	être
encore	ADV	encore
moi	PRO:ton	moi
.	NAM	<unknown>
ben	INT	ben
comme	KON	comme
tu	PRO:cls	tu
veux	VER:pres	vouloir
tu	PRO:cls	tu
veux	VER:pres	vouloir
que	KON	que
je	PRO:cls	je
te	PRO:clo	te
pose	VER:pres	poser
des	DET:ind	un
questions	NOM	question
ou	KON	ou
tu	PRO:cls	tu
parles	VER:pres	parler
toi	PRO:ton	toi
.	NAM	<unknown>
tu	PRO:cls	tu
me	PRO:clo	me
poses	VER:pres	poser
des	DET:ind	un
questions	NOM	question
toi	PRO:ton	toi
.	NAM	<unknown>
hum	FNO	hum
moi	PRO:ton	moi
je	PRO:cls	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
ben	INT	ben
alors	ADV	alors
je	PRO:cls	je
te	PRO:clo	te
pose	VER:pres	poser
les	DET:def	le
questions	NOM	question
est	VER:pres	être
