salut	FNO	salut
tu	PRO:cls	tu
crois	VER:pres	croire
qu'	KON	que
elle	PRO:cls	elle
est	VER:pres	être
grosse	ADJ	gros
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
j'	PRO:cls	je
en	PRO:clo	en
avais	VER:impf	avoir
une	DET:ind	un
petite	ADJ	petit
ici	ADV	ici
je	PRO:cls	je
sais	VER:pres	savoir
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
vu	VER:pper	voir
mais	KON	mais
tu	PRO:cls	tu
as	VER:pres	avoir
l'	DET:def	le
air	NOM	air
oui	FNO	oui
ta	DET:pos	ton
ça	PRO:ton	ça
à	PRP	à
l'	DET:def	le
air	NOM	air
bossu	ADJ	bossu
là	ADV	là
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
mais	KON	mais
en	PRP	en
fait	NOM	fait
c'	PRO:cls	ce
est	VER:pres	être
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
pansement	NOM	pansement
ah	INT	ah
oui	FNO	oui
tu	PRO:cls	tu
sais	VER:pres	savoir
ça	PRO:ton	ça
ça	PRO:cls	ça
appuie	VER:pres	appuyer
ici	ADV	ici
et	KON	et
euh	INT	euh
l'	DET:def	le
autre	ADJ	autre
elle	PRO:cls	elle
doit	VER:pres	devoir
être	VER:infi	être
par	PRP	par
là	ADV	là
près	ADV	près
du	PRP:det	du
redon	NOM	<unknown>
oui	FNO	oui
ouais	FNO	ouais
elle	PRO:cls	elle
est	VER:pres	être
là	ADV	là
la	DET:def	le
finet	NOM	<unknown>
euh	INT	euh
non	FNO	non
elle	PRO:cls	elle
est	VER:pres	être
pas	ADV	pas
grosse	ADJ	gros
le	DET:def	le
pansement	NOM	pansement
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
gros	ADJ	gros
je	PRO:cls	je
crois	VER:pres	croire
et	KON	et
puis	KON	puis
ils	PRO:cls	il
m'	PRO:clo	me
ont	AUX:pres	avoir
enlevé	VER:pper	enlever
la	DET:def	le
la	DET:def	le
perfusion	NOM	perfusion
hier	ADV	hier
soir	NOM	soir
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
cool	ADJ	cool
et	KON	et
pis	ADV	pis
certainement	ADV	certainement
que	KON	que
je	PRO:cls	je
pourrai	VER:futu	pouvoir
sortir	VER:infi	sortir
euh	INT	euh
demain	ADV	demain
ou	KON	ou
lundi	NOM	lundi
enfin	ADV	enfin
ça	PRO:cls	ça
sera	VER:futu	être
en	PRP	en
fonction	NOM	fonction
de	PRP	de
comment	PRO:int	comment
je	PRO:cls	je
plie	VER:pres	plier
la	DET:def	le
jambe	NOM	jambe
ouais	FNO	ouais
mais	KON	mais
même	ADV	même
si	KON	si
tu	PRO:cls	tu
sors	VER:pres	sortir
lundi	NOM	lundi
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
grave	ADJ	grave
même	ADV	même
si	KON	si
je	PRO:cls	je
sors	VER:pres	sortir
lundi	NOM	lundi
ouais	FNO	ouais
tant	ADV	tant
que	KON	que
je	PRO:cls	je
suis	VER:pres	être
euh	INT	euh
tant	ADV	tant
que	KON	que
je	PRO:cls	je
suis	AUX:pres	être
rentrée	VER:pper	rentrer
pour	PRP	pour
Noël	NAM	Noël
pour	PRP	pour
chez	PRP	chez
moi	PRO:ton	moi
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
cool	ADJ	cool
parce	TRC	parce
que	KON	que
tes	DET:pos	ton
parents	NOM	parent
en	PRP	en
plus	ADV	plus
ils	PRO:cls	il
vont	VER:pres	aller
être	VER:infi	être
dans	PRP	dans
les	DET:def	le
préparatifs	NOM	préparatif
et	KON	et
tout	PRO:ind	tout
ouais	FNO	ouais
donc	ADV	donc
euh	INT	euh
heureusement	ADV	heureusement
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
mes	DET:pos	mon
tantes	NOM	tante
qui	PRO:rel	qui
viennent	VER:pres	venir
aider	VER:infi	aider
et	KON	et
tout	DET:pre	tout
ça	PRO:ton	ça
mais	KON	mais
euh	INT	euh
en	PRP	en
plus	ADV	plus
pour	PRP	pour
sortir	VER:infi	sortir
il	PRO:cls	il
faut	VER:pres	falloir
que	KON	que
je	PRO:cls	je
plie	VER:pres	plier
la	DET:def	le
jambe	NOM	jambe
à	PRP	à
quatre	NUM	@card@
vingt	NUM	@card@
dix	NUM	@card@
degrés	NOM	degré
tu	PRO:cls	tu
vois	VER:pres	voir
bien	ADV	bien
euh	INT	euh
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
fait	VER:pper	faire
opérer	VER:infi	opérer
hier	ADV	hier
euh	INT	euh
quatre	NUM	@card@
vingt	NUM	@card@
dix	NUM	@card@
degrés	NOM	degré
euh	INT	euh
ouais	FNO	ouais
ça	PRO:cls	ça
fait	VER:pres	faire
quoi	INT	quoi
quatre	NUM	@card@
vingt	NUM	@card@
dix	NUM	@card@
degrés	NOM	degré
ah	INT	ah
bah	INT	bah
comme	KON	comme
ça	PRO:ton	ça
ah	INT	ah
oui	FNO	oui
comme	KON	comme
ça	PRO:ton	ça
oui	FNO	oui
oui	FNO	oui
et	KON	et
enfin	ADV	enfin
alors	ADV	alors
que	KON	que
moi	PRO:ton	moi
je	PRO:cls	je
peux	VER:pres	pouvoir
faire	VER:infi	faire
ça	PRO:ton	ça
quoi	INT	quoi
nan	NOM	<unknown>
mais	KON	mais
tu	PRO:cls	tu
y	PRO:clo	y
arriveras	VER:futu	arriver
ouais	FNO	ouais
mais	KON	mais
une	DET:ind	un
demi	ADJ	demi
heure	NOM	heure
du	PRP:det	du
machin	NOM	machin
là	ADV	là
ouais	FNO	ouais
ouais	FNO	ouais
bah	INT	bah
euh	INT	euh
le	DET:def	le
machin	NOM	machin
pour	PRP	pour
plier	VER:infi	plier
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
appelle	VER:pres	appeler
d'	PRP	un
ailleurs	ADV	ailleurs
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
objet	NOM	objet
de	PRP	de
torture	NOM	torture
tu	PRO:cls	tu
veux	VER:pres	vouloir
un	DET:ind	un
Chocobon	NOM	<unknown>
euh	INT	euh
oui	FNO	oui
-ce	PRO:dem	ce
est	VER:pres	être
raisonnable	ADJ	raisonnable
pour	PRP	pour
Noël	NAM	Noël
bon	INT	bon
voilà	FNO	voilà
et	KON	et
toi	PRO:ton	toi
c'	PRO:cls	ce
était	VER:impf	être
cool	ADJ	cool
avec	PRP	avec
les	DET:def	le
filles	NOM	fille
hum	FNO	hum
ouais	FNO	ouais
c'	PRO:cls	ce
était	VER:impf	être
cool	ADJ	cool
oui	FNO	oui
oui	FNO	oui
mais	KON	mais
au	PRP:det	au
début	NOM	début
fin	NOM	fin
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
elles	PRO:ton	elle
euh	INT	euh
tu	PRO:cls	tu
sais	VER:pres	savoir
ce	PRO:dem	ce
que	PRO:rel	que
¤P¤	NAM	¤P¤
elle	PRO:cls	elle
avait	VER:impf	avoir
des	DET:ind	un
partiels	NOM	partiel
toute	DET:pre	tout
la	DET:def	le
semaine	NOM	semaine
aussi	ADV	aussi
hum	FNO	hum
donc	ADV	donc
comme	KON	comme
nous	PRO:ton	nous
donc	ADV	donc
elle	PRO:cls	elle
était	VER:impf	être
fatiguée	ADJ	fatigué
et	KON	et
tout	PRO:ind	tout
et	KON	et
¤P¤	NAM	¤P¤
et	KON	et
¤P¤	NAM	¤P¤
vu	VER:pper	voir
qu'	KON	que
elles	PRO:cls	elle
sont	VER:pres	être
pas	ADV	pas
sur	PRP	sur
Nancy	NAM	Nancy
bah	INT	bah
euh	INT	euh
dès	ADV	dès
qu'	KON	que
elles	PRO:cls	elle
viennent	VER:pres	venir
sur	PRP	sur
Nancy	NAM	Nancy
elles	PRO:cls	elle
sont	VER:pres	être
trop	ADV	trop
contentes	ADJ	content
tu	PRO:cls	tu
vois	VER:pres	voir
ah	INT	ah
bah	INT	bah
oui	FNO	oui
donc	ADV	donc
elles	PRO:cls	elle
voulaient	VER:impf	vouloir
faire	VER:infi	faire
la	DET:def	le
tournée	NOM	tournée
des	PRP:det	du
bars	NOM	bar
machin	NOM	machin
genre	NOM	genre
la	DET:def	le
grosse	ADJ	gros
fiesta	NOM	<unknown>
quoi	INT	quoi
voilà	FNO	voilà
sauf	PRP	sauf
que	KON	que
¤P¤	NAM	¤P¤
le	DET:def	le
lendemain	NOM	lendemain
elle	PRO:cls	elle
conduisait	VER:impf	conduire
on	PRO:cls	on
devait	VER:impf	devoir
partir	VER:infi	partir
à	PRP	à
sept	NUM	@card@
heures	NOM	heure
et	KON	et
demi	NOM	demi
hum	FNO	hum
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
on	PRO:cls	on
est	VER:pres	être
qu-	TRC	qu-
on	PRO:cls	on
est	AUX:pres	être
rentrées	VER:pper	rentrer
qu'	KON	que
à	PRP	à
qu'	PRO:int	quoi
à	PRP	à
à	PRP	à
deux	NUM	@card@
heures	NOM	heure
mais	KON	mais
euh	INT	euh
mais	KON	mais
euh	INT	euh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
dormi	VER:pper	dormir
dans	PRP	dans
la	DET:def	le
voiture	NOM	voiture
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
comment	PRO:int	comment
elle	PRO:cls	elle
a	AUX:pres	avoir
fait	VER:pper	faire
¤P¤	NAM	¤P¤
pour	PRP	pour
conduire	VER:infi	conduire
ah	INT	ah
les	DET:def	le
et	KON	et
ah	INT	ah
oui	FNO	oui
elle	PRO:cls	elle
avait	VER:impf	avoir
des	DET:ind	un
partiels	NOM	partiel
aussi	ADV	aussi
¤P¤	NAM	¤P¤
hum	FNO	hum
ah	INT	ah
mais	KON	mais
comme	KON	comme
du	PRP:det	du
coup	NOM	coup
elle	PRO:cls	elle
montait	VER:impf	monter
à	PRP	à
Nancy	NAM	Nancy
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
la	DET:def	le
fiesta	NOM	<unknown>
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
clair	ADJ	clair
et	KON	et
la	DET:def	le
prof	NOM:trc	professeur
elle	PRO:cls	elle
m'	PRO:clo	me
a	VER:pres	avoir
toujours	ADV	toujours
pas	ADV	pas
euh	INT	euh
répondu	VER:pper	répondre
pour	PRP	pour
euh	INT	euh
mh	INT	mh
pour	PRP	pour
le	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
là	ADV	là
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
bah	INT	bah
moi	PRO:ton	moi
du	PRP:det	du
coup	NOM	coup
faut	VER:pres	falloir
que	KON	que
j'	PRO:cls	je
envoie	VER:pres	envoyer
un	DET:ind	un
mail	NOM	mail
mais	KON	mais
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
eu	VER:pper	avoir
le	DET:def	le
temps	NOM	temps
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
eu	VER:pper	avoir
ouais	FNO	ouais
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
eu	VER:pper	avoir
le	DET:def	le
temps	NOM	temps
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
après	ADV	après
quand	KON	quand
quand	KON	quand
elle	PRO:cls	elle
me	PRO:clo	me
répondra	VER:futu	répondre
pour	PRP	pour
les	DET:def	le
lettres	NOM	lettre
on	PRO:cls	on
ira	VER:futu	aller
ensemble	ADV	ensemble
hein	INT	hein
oui	FNO	oui
comme	KON	comme
ça	PRO:ton	ça
on	PRO:cls	on
les	PRO:clo	le
aura	VER:futu	avoir
mais	KON	mais
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
par	PRP	par
mail	NOM	mail
ou	KON	ou
par	PRP	par
papier	NOM	papier
ou	KON	ou
mais	KON	mais
il	PRO:cls	il
faut	VER:pres	falloir
les	DET:def	le
notes	NOM	note
aussi	ADV	aussi
mais	KON	mais
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
où	PRO:int	où
les	PRO:clo	le
trouver	VER:infi	trouver
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
je	PRO:cls	je
pense	VER:pres	penser
il	PRO:cls	il
faut	VER:pres	falloir
ouais	FNO	ouais
avoir	VER:infi	avoir
un	DET:ind	un
-vous	PRO:clo	vous
rendez	VER:pres	rendre
puis	KON	puis
faire	VER:infi	faire
une	DET:ind	un
lettre	NOM	lettre
de	PRP	de
motivation	NOM	motivation
aussi	ADV	aussi
hum	FNO	hum
puis	KON	puis
après	ADV	après
on	PRO:cls	on
a	VER:pres	avoir
certainement	ADV	certainement
un	DET:ind	un
-vous	PRO:clo	vous
rendez	VER:pres	rendre
pour	PRP	pour
voir	VER:infi	voir
euh	INT	euh
si	KON	si
on	PRO:cls	on
est	AUX:pres	être
motivées	VER:pper	motiver
ou	KON	ou
pas	ADV	pas
ouais	FNO	ouais
et	KON	et
vu	VER:pper	voir
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
université	NOM	université
française	ADJ	français
la	DET:def	le
lettre	NOM	lettre
de	PRP	de
motiv	NOM	<unknown>
c'	PRO:cls	ce
est	VER:pres	être
en	PRP	en
français	NOM	français
heureusement	ADV	heureusement
bah	INT	bah
moi	PRO:ton	moi
en	PRP	en
anglais	NOM	anglais
voilà	FNO	voilà
merde	INT	merde
mon	DET:pos	mon
et	KON	et
puis	KON	puis
mon	DET:pos	mon
partiel	NOM	partiel
d'	PRP	un
italien	NOM	italien
c'	PRO:cls	ce
était	VER:impf	être
dur	ADJ	dur
han	NOM	<unknown>
horrible	ADJ	horrible
donc	ADV	donc
déjà	ADV	déjà
donc	ADV	donc
je	PRO:cls	je
sors	VER:pres	sortir
donc	ADV	donc
je	PRO:cls	je
je	PRO:cls	je
comptais	VER:impf	compter
prendre	VER:infi	prendre
le	DET:def	le
bus	NOM	bus
à	PRP	à
treize	NUM	@card@
heures	NOM	heure
quarante	NUM	@card@
deux	NUM	@card@
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
bien	ADV	bien
quand	KON	quand
je	PRO:cls	je
prend	VER:pres	prendre
le	DET:def	le
bus	NOM	bus
de	PRP	de
chez	PRP	chez
moi	PRO:ton	moi
j'	PRO:cls	je
arrive	VER:pres	arriver
à	PRP	à
la	DET:def	le
fac	NOM:trc	faculté
il	PRO:cls	il
est	VER:pres	être
euh	INT	euh
il	PRO:cls	il
est	VER:pres	être
tôt	ADV	tôt
enco-	TRC	<unknown>
ouais	FNO	ouais
il	PRO:cls	il
est	VER:pres	être
euh	INT	euh
il	PRO:cls	il
est	VER:pres	être
quarante	NUM	@card@
huit	NUM	@card@
quoi	INT	quoi
et	KON	et
donc	ADV	donc
je	PRO:cls	je
sors	VER:pres	sortir
de	PRP	de
chez	PRP	chez
moi	PRO:ton	moi
donc	ADV	donc
je	PRO:cls	je
vais	VER:pres	aller
prendre	VER:infi	prendre
le	DET:def	le
bus	NOM	bus
et	KON	et
tout	PRO:ind	tout
et	KON	et
j'	PRO:cls	je
attends	VER:pres	attendre
à	PRP	à
l'	DET:def	le
arrêt	NOM	arrêt
de	PRP	de
bus	NOM	bus
j'	PRO:cls	je
attends	VER:pres	attendre
quarante	NUM	@card@
cinq	NUM	@card@
quarante	NUM	@card@
huit	NUM	@card@
pas	ADV	pas
de	PRP	de
bus	NOM	bus
en	PRO:clo	en
fait	VER:pres	faire
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
un	DET:ind	un
bus	NOM	bus
qui	PRO:rel	qui
était	AUX:impf	être
bloqué	VER:pper	bloquer
dans	PRP	dans
ma	DET:pos	mon
rue	NOM	rue
et	KON	et
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
ça	PRO:cls	ça
avait	AUX:impf	avoir
perturbé	VER:pper	perturber
tout	DET:pre	tout
le	DET:def	le
trafic	NOM	trafic
donc	ADV	donc
plus	ADV	plus
de	PRP	de
bus	NOM	bus
j'	PRO:cls	je
y	PRO:clo	y
suis	AUX:pres	être
allée	VER:pper	aller
en	PRP	en
courant	NOM	courant
pff	INT	pff
à	PRP	à
la	DET:def	le
fac	NOM:trc	faculté
en	PRP	en
courant	NOM	courant
j'	PRO:cls	je
avais	VER:impf	avoir
ma	DET:pos	mon
jambe	NOM	jambe
de	PRP	de
bois	NOM	bois
et	KON	et
tout	PRO:ind	tout
j'	PRO:cls	je
ai	AUX:pres	avoir
perdu	VER:pper	perdre
mon	DET:pos	mon
j'	PRO:cls	je
ai	AUX:pres	avoir
perdu	VER:pper	perdre
mon	DET:pos	mon
labello	NOM	<unknown>
sur	PRP	sur
la	DET:def	le
route	NOM	route
mon	DET:pos	mon
téléphone	NOM	téléphone
qui	PRO:rel	qui
s'	PRO:clo	se
est	AUX:pres	être
cassé	VER:pper	casser
et	KON	et
tout	PRO:ind	tout
j'	PRO:cls	je
ai	AUX:pres	avoir
repris	VER:pper	reprendre
le	DET:def	le
téléphone	NOM	téléphone
je	PRO:cls	je
suis	AUX:pres	être
arrivée	VER:pper	arriver
dans	PRP	dans
l'	DET:def	le
amphi	NOM	<unknown>
tu	PRO:cls	tu
sais	VER:pres	savoir
les	DET:def	le
gros	ADJ	gros
amphis	NOM	<unknown>
de	PRP	de
ah	INT	ah
oui	FNO	oui
il	PRO:cls	il
était	VER:impf	être
han	NOM	<unknown>
.	NAM	<unknown>
elle	PRO:cls	elle
distribuait	VER:impf	distribuer
les	DET:def	le
brouillons	NOM	brouillon
quand	KON	quand
je	PRO:cls	je
suis	AUX:pres	être
arrivée	VER:pper	arriver
en	PRP	en
plus	ADV	plus
tu	PRO:cls	tu
devais	VER:impf	devoir
être	VER:infi	être
fin	NOM	fin
essouflée	ADJ	<unknown>
et	KON	et
tout	PRO:ind	tout
j'	PRO:cls	je
en	PRO:clo	en
pouvais	VER:impf	pouvoir
plus	ADV	plus
j'	PRO:cls	je
avais	VER:impf	avoir
trop	ADV	trop
mal	ADV	mal
au	PRP:det	au
genou	NOM	genou
et	KON	et
puis	KON	puis
après	ADV	après
bah	INT	bah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
clair	ADJ	clair
pour	PRP	pour
te	PRO:clo	te
concentrer	VER:infi	concentrer
tu	PRO:cls	tu
sais	VER:pres	savoir
que	PRO:rel	que
t'	PRO:clo	te
es	VER:pres	être
là	ADV	là
pour	PRP	pour
heures	NOM	heure
en	PRP	en
plus	ADV	plus
super	ADV	super
oui	FNO	oui
donc	ADV	donc
c'	PRO:cls	ce
était	VER:impf	être
pas	ADV	pas
du	DET:par	du
tout	DET:pre	tout
le	DET:def	le
même	ADJ	même
genre	NOM	genre
de	PRP	de
truc	NOM	truc
que	KON	que
moi	PRO:ton	moi
pas	ADV	pas
du	PRP:det	du
tout	ADV	tout
pas	ADV	pas
du	PRP:det	du
tout	ADV	tout
c'	PRO:cls	ce
était	VER:impf	être
quoi	INT	quoi
des	DET:ind	un
textes	NOM	texte
et	KON	et
euh	INT	euh
en	PRP	en
fait	NOM	fait
on	PRO:cls	on
avait	VER:impf	avoir
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
trois	NUM	@card@
exercices	NOM	exercice
donc	ADV	donc
trois	NUM	@card@
exercices	NOM	exercice
de	PRP	de
grammaire	NOM	grammaire
et	KON	et
après	ADV	après
on	PRO:cls	on
avait	VER:impf	avoir
un	DET:ind	un
texte	NOM	texte
et	KON	et
le	DET:def	le
texte	NOM	texte
parlait	VER:impf	parler
de	PRP	de
c'	PRO:cls	ce
était	VER:impf	être
en	PRP	en
italien	NOM	italien
donc	ADV	donc
c'	PRO:cls	ce
était	VER:impf	être
les	DET:def	le
nouveaux	ADJ	nouveau
rapports	NOM	rapport
tu	PRO:cls	tu
sais	VER:pres	savoir
entre	PRP	entre
les	DET:def	le
profs	NOM:trc	professeur
et	KON	et
les	DET:def	le
élèves	NOM	élève
sur	PRP	sur
Facebook	NAM	Facebook
voir	VER:infi	voir
euh	INT	euh
fin	NOM	fin
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
des	DET:ind	un
