interview	NOM	interview
lieu	NOM	lieu
en	PRP	en
quatre-vint-cinq	NUM	<unknown>
auquel	NOM	<unknown>
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
participé	VER:pper	participer
en	PRP	en
tant	ADV	tant
que	KON	que
secouriste	ADJ	secouriste
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
quelque	ADJ	<unknown>
chose	NOM	chose
qui	PRO:rel	qui
marque	VER:pres	marquer
dans	PRP	dans
la	DET:def	le
vie	NOM	vie
de	PRP	de
dans	PRP	dans
la	DET:def	le
vie	NOM	vie
d'	PRP	un
un	DET:ind	un
pompier	ADJ	pompier
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
va	VER:pres	aller
pas	ADV	pas
tous	DET:pre	tout
les	DET:def	le
jours	NOM	jour
à	PRP	à
Mexico	NOM	<unknown>
aider	VER:infi	aider
les	DET:def	le
Mexicains	NOM	mexicain
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
voilà	FNO	voilà
et	KON	et
j'	PRO:cls	je
étais	VER:impf	être
à	PRP	à
l'	DET:def	le
époque	NOM	époque
euh	INT	euh
j'	PRO:cls	je
étais	VER:impf	être
pas	ADV	pas
encore	ADV	encore
professionnel	ADJ	professionnel
j'	PRO:cls	je
effectuais	VER:impf	effectuer
mon	DET:pos	mon
service	NOM	service
militaire	ADJ	militaire
au	PRP:det	au
Bataillon	NOM	bataillon
des	PRP:det	du
Marins-Pompiers	NOM	<unknown>
de	PRP	de
¤T¤	NAM	¤T¤
et	KON	et
c'	PRO:cls	ce
était	VER:impf	être
la	DET:def	le
condition	NOM	condition
nécessaire	ADJ	nécessaire
pour	PRP	pour
partir	VER:infi	partir
ah	INT	ah
non	FNO	non
la	DET:def	le
condition	NOM	condition
pour	PRP	pour
partir	VER:infi	partir
il	PRO:cls	il
fallait	VER:impf	falloir
avoir	VER:infi	avoir
le	DET:def	le
le	DET:def	le
stage	NOM	stage
enfin	ADV	enfin
un	DET:ind	un
stage	NOM	stage
un	DET:ind	un
examen	NOM	examen
de	PRP	de
sauvetage	NOM	sauvetage
déblaiement	NOM	déblaiement
qui	PRO:rel	qui
est	VER:pres	être
une	DET:ind	un
spécialisation	NOM	spécialisation
chez	PRP	chez
les	DET:def	le
pompiers	NOM	pompier
comme	KON	comme
il	PRO:clsi	il
en	PRO:clo	en
existe	VER:pres	exister
beaucoup	ADV	beaucoup
d'	PRP	un
ailleurs	ADV	ailleurs
et	KON	et
être	VER:infi	être
secouriste	ADJ	secouriste
et	KON	et
être	VER:infi	être
titulaire	NOM	titulaire
du	PRP:det	du
Brevet	NOM	brevet
de	PRP	de
Réanimation	NOM	réanimation
hum	FNO	hum
hum	FNO	hum
voilà	FNO	voilà
si	KON	si
tu	PRO:cls	tu
réunissais	VER:impf	réunir
ces	DET:dem	ce
ces	DET:dem	ce
deux	NUM	@card@
conditions	NOM	condition
euh	INT	euh
tu	PRO:cls	tu
avais	VER:impf	avoir
des	DET:ind	un
chances	NOM	chance
de	PRP	de
partir	VER:infi	partir
bon	INT	bon
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
n'	ADV	ne
a	AUX:pres	avoir
pas	ADV	pas
pu	VER:pper	pouvoir
partir	VER:infi	partir
on	PRO:cls	on
a	VER:pres	avoir
on	PRO:cls	on
a	AUX:pres	avoir
été	AUX:pper	être
tiré	VER:pper	tirer
au	PRP:det	au
sort	NOM	sort
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
parce	TRC	parce
que	KON	que
l'	DET:def	le
effectif	NOM	effectif
est	VER:pres	être
assez	ADV	assez
grand	ADJ	grand
quand	KON	quand
même	ADV	même
et	KON	et
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
la	DET:def	le
chance	NOM	chance
d'	PRP	un
être	VER:infi	être
la	DET:def	le
chance	NOM	chance
d'	PRP	un
être	VER:infi	être
parmi	ADV	parmi
ceux	PRO:dem	celui
qui	PRO:rel	qui
sont	AUX:pres	être
partis	VER:pper	partir
à	PRP	à
Mexico	NOM	<unknown>
d'	PRP	un
accord	NOM	accord
et	KON	et
là-bas	ADV	là-bas
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
est	AUX:pres	être
passé	VER:pper	passer
ah	INT	ah
là-bas	ADV	là-bas
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
impressionnant	ADJ	impressionnant
quoi	INT	quoi
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
c'	PRO:cls	ce
est	VER:pres	être
j'	PRO:cls	je
imagine	VER:pres	imaginer
ça	PRO:cls	ça
devait	VER:impf	devoir
être	VER:infi	être
gigantesque	ADJ	gigantesque
ben	INT	ben
ouais	FNO	ouais
ben	INT	ben
imagi-	TRC	<unknown>
ouais	FNO	ouais
ben	INT	ben
moi	PRO:ton	moi
aussi	ADV	aussi
avant	ADV	avant
de	PRP	de
partir	VER:infi	partir
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
imaginait	VER:impf	imaginer
à	PRP	à
peu	NOM	peu
près	ADV	près
quoi	INT	quoi
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
avait	AUX:impf	avoir
lu	VER:pper	lire
les	DET:def	le
journaux	NOM	journal
on	PRO:cls	on
avait	AUX:impf	avoir
écouté	VER:pper	écouter
la	DET:def	le
radio	NOM	radio
tout	DET:pre	tout
ça	PRO:ton	ça
donc	ADV	donc
on	PRO:cls	on
se	PRO:clo	se
faisait	VER:impf	faire
déjà	ADV	déjà
une	DET:ind	un
petite	ADJ	petit
image	NOM	image
de	PRP	de
Mexico	NOM	<unknown>
ce	PRO:dem	ce
que	PRO:rel	que
ce	PRO:dem	ce
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
allait	VER:impf	aller
voir	VER:infi	voir
et	KON	et
en	PRP	en
fait	NOM	fait
quand	KON	quand
on	PRO:cls	on
est	AUX:pres	être
arrivés	VER:pper	arriver
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
tout	ADV	tout
autre	ADJ	autre
chose	NOM	chose
ça	PRO:cls	ça
prenait	VER:impf	prendre
une	DET:ind	un
autre	ADJ	autre
dimension	NOM	dimension
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
c'	PRO:cls	ce
était	VER:impf	être
fou	ADJ	fou
quoi	INT	quoi
hum	FNO	hum
hum	FNO	hum
c'	PRO:cls	ce
était	VER:impf	être
encore	ADV	encore
plus	ADV	plus
grand	ADJ	grand
dans	PRP	dans
la	DET:def	le
réalité	NOM	réalité
ah	INT	ah
ouais	FNO	ouais
parce	TRC	parce
que	KON	que
/bon	MLT	<unknown>
voilà	FNO	voilà
.	NAM	<unknown>
tu	PRO:cls	tu
es	VER:pres	être
on	PRO:cls	on
imaginait	VER:impf	imaginer
déjà	ADV	déjà
je	PRO:cls	je
t'	PRO:clo	te
ai	VER:pres	avoir
je	PRO:cls	je
te	PRO:clo	te
l'	PRO:clo	le
ai	AUX:pres	avoir
dit	VER:pper	dire
mais	KON	mais
voir	VER:infi	voir
tous	DET:pre	tout
ces	DET:dem	ce
immeubles	NOM	immeuble
effondrés	VER:pper	effondrer
les	DET:def	le
rues	NOM	rue
qui	PRO:rel	qui
existaient	VER:impf	exister
plus	ADV	plus
des	DET:ind	un
trous	NOM	trou
dans	PRP	dans
la	DET:def	le
chaussée	NOM	chaussée
des	PRP:det	du
gens	NOM	gens
qui	PRO:rel	qui
couraient	VER:impf	courir
à	PRP	à
droite	NOM	droite
à	PRP	à
gauche	NOM	gauche
des	DET:ind	un
c'	PRO:cls	ce
était	VER:impf	être
l'	DET:def	le
affolement	NOM	affolement
général	ADJ	général
là-bas	ADV	là-bas
ah	INT	ah
ouais	FNO	ouais
hum	FNO	hum
hum	FNO	hum
bon	INT	bon
un	DET:ind	un
affolement	NOM	affolement
général	ADJ	général
et	KON	et
en	PRP	en
quoi	PRO:int	quoi
consistait	VER:impf	consister
ton	DET:pos	ton
travail	NOM	travail
sur	PRP	sur
place	NOM	place
eh	INT	eh
ben	INT	ben
nous	PRO:ton	nous
sur	PRP	sur
place	NOM	place
donc	ADV	donc
on	PRO:cls	on
est	AUX:pres	être
arrivés	VER:pper	arriver
on	PRO:cls	on
a	AUX:pres	avoir
été	AUX:pper	être
pris	VER:pper	prendre
en	PRP	en
charge	NOM	charge
par	PRP	par
les	DET:def	le
autorités	NOM	autorité
mexicaines	ADJ	mexicain
qui	PRO:rel	qui
nous	PRO:clo	nous
ont	AUX:pres	avoir
accompagnés	VER:pper	accompagner
à	PRP	à
à	PRP	à
notre	DET:pos	notre
hôtel	NOM	hôtel
enfin	ADV	enfin
à	PRP	à
notre	DET:pos	notre
hôtel	NOM	hôtel
j'	PRO:cls	je
appelle	VER:pres	appeler
ça	PRO:ton	ça
un	DET:ind	un
hôtel	NOM	hôtel
mais	KON	mais
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
quartier	NOM	quartier
général	ADJ	général
quoi	INT	quoi
on	PRO:cls	on
logeait	VER:impf	loger
dans	PRP	dans
un	DET:ind	un
hôpital	NOM	hôpital
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
on	PRO:cls	on
avait	VER:impf	avoir
des	DET:ind	un
lits	NOM	lit
de	PRP	de
camp	NOM	camp
tout	DET:pre	tout
ça	PRO:ton	ça
ensuite	ADV	ensuite
nos	DET:pos	notre
chefs	NOM	chef
sont	AUX:pres	être
allés	VER:pper	aller
chercher	VER:infi	chercher
euh	INT	euh
auprès	ADV	auprès
toujours	ADV	toujours
de	PRP	de
ces	DET:dem	ce
autorités	NOM	autorité
mexicaines	ADJ	mexicain
le	DET:def	le
travail	NOM	travail
que	KON	que
l'	DET:def	le
on	PRO:cls	on
devait	VER:impf	devoir
effectuer	VER:infi	effectuer
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
faut	VER:pres	falloir
une	DET:ind	un
organisation	NOM	organisation
quoi	INT	quoi
on	PRO:cls	on
peut	VER:pres	pouvoir
pas	ADV	pas
aller	VER:infi	aller
à	PRP	à
droite	NOM	droite
à	PRP	à
gauche	NOM	gauche
et	KON	et
on	PRO:cls	on
nous	PRO:clo	nous
avait	AUX:impf	avoir
confié	VER:pper	confier
le	DET:def	le
déblaiement	NOM	déblaiement
de	PRP	de
d'	PRP	un
un	DET:ind	un
hôpital	NOM	hôpital
qui	PRO:rel	qui
s'	PRO:clo	se
était	AUX:impf	être
effondré	VER:pper	effondrer
au	PRP:det	au
centre	NOM	centre
de	PRP	de
donc	ADV	donc
vous	PRO:cls	vous
avez	VER:pres	avoir
un	DET:ind	un
secteur	NOM	secteur
bien	ADV	bien
particulier	ADJ	particulier
bien	ADV	bien
défini	VER:pper	définir
ah	INT	ah
bien	ADV	bien
précis	ADJ	précis
ouais	FNO	ouais
ouais	FNO	ouais
nous	PRO:ton	nous
on	PRO:cls	on
le	DET:def	le
bataillon	NOM	bataillon
des	PRP:det	du
Marins-Pompiers	NOM	<unknown>
s'	PRO:clo	se
occupait	VER:impf	occuper
de	PRP	de
cet	DET:dem	ce
hôpital	NOM	hôpital
je	PRO:cls	je
me	PRO:clo	me
rappelle	VER:pres	rappeler
plus	ADV	plus
son	DET:pos	son
nom	NOM	nom
mais	KON	mais
il	PRO:clsi	il
s'	PRO:clo	se
était	AUX:impf	être
effondré	VER:pper	effondrer
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
des	DET:ind	un
bon	ADJ	bon
un	DET:ind	un
hôpital	NOM	hôpital
c'	PRO:cls	ce
est	VER:pres	être
plein	ADV	plein
de	PRP	de
malades	NOM	malade
de	PRP	de
personnels	NOM	personnel
au	PRP:det	au
moment	NOM	moment
du	PRP:det	du
tremblement	NOM	tremblement
il	PRO:cls	il
était	VER:impf	être
plein	ADV	plein
cet	DET:dem	ce
hôpital	NOM	hôpital
enfin	ADV	enfin
il	PRO:cls	il
était	VER:impf	être
plein	ADV	plein
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
combien	PRO:int	combien
de	PRP	de
personnes	NOM	personne
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
encore	ADV	encore
des	DET:ind	un
personnes	NOM	personne
de	PRP	de
vivantes	ADJ	vivant
sous	PRP	sous
les	DET:def	le
décombres	NOM	décombre
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
nous	PRO:ton	nous
on	PRO:cls	on
a	AUX:pres	avoir
fait	VER:pper	faire
on	PRO:cls	on
s'	PRO:clo	se
est	AUX:pres	être
occupé	VER:pper	occuper
que	KON	que
de	PRP	de
cet	DET:dem	ce
hôpital	NOM	hôpital
ensuite	ADV	ensuite
on	PRO:cls	on
était	VER:impf	être
avec	PRP	avec
l'	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
de	PRP	de
¤T¤	NAM	¤T¤
bon	INT	bon
ils	PRO:cls	il
se	PRO:clo	se
sont	AUX:pres	être
occupés	VER:pper	occuper
de	PRP	de
ils	PRO:cls	il
étaient	VER:impf	être
à	PRP	à
l'	PRO:clo	le
est	VER:pres	être
de	PRP	de
Mexico	NOM	<unknown>
ils	PRO:cls	il
avaient	AUX:impf	avoir
une	DET:ind	un
clinique	NOM	clinique
ou	KON	ou
ou	KON	ou
un	DET:ind	un
immeuble	NOM	immeuble
je	PRO:cls	je
sais	VER:pres	savoir
plus	ADV	plus
hum	FNO	hum
hum	FNO	hum
enfin	ADV	enfin
eux	PRO:ton	eux
ils	PRO:cls	il
s'	PRO:clo	se
occupaient	VER:impf	occuper
rien	PRO:ind	rien
que	KON	que
de	PRP	de
d'	DET:ind	un
autre	ADJ	autre
chose	NOM	chose
voilà	FNO	voilà
chaque	DET:ind	chaque
groupe	NOM	groupe
avait	VER:impf	avoir
avait	VER:impf	avoir
son	DET:pos	son
secteur	NOM	secteur
d'	PRP	un
intervention	NOM	intervention
sa	DET:pos	son
partie	NOM	partie
de	PRP	de
travail	NOM	travail
à	PRP	à
faire	VER:infi	faire
voilà	FNO	voilà
en	PRP	en
gros	ADJ	gros
c'	PRO:cls	ce
était	VER:impf	être
et	KON	et
votre	DET:pos	votre
travail	NOM	travail
euh	INT	euh
notre	DET:pos	notre
travail	NOM	travail
consistait	VER:impf	consister
en	PRP	en
quoi	INT	quoi
je	PRO:cls	je
veux	VER:pres	vouloir
dire	VER:infi	dire
sur	PRP	sur
place	NOM	place
ben	INT	ben
sur	PRP	sur
place	NOM	place
le	DET:def	le
nous	PRO:ton	nous
on	PRO:cls	on
nous	PRO:clo	nous
appelait	VER:impf	appeler
pour	PRP	pour
essayer	VER:infi	essayer
de	PRP	de
dégager	VER:infi	dégager
les	DET:def	le
survivants	NOM	survivant
donc	ADV	donc
on	PRO:cls	on
devait	VER:impf	devoir
s'	PRO:clo	se
y	PRO:clo	y
employer	VER:infi	employer
déblayer	VER:infi	déblayer
euh	INT	euh
dégager	VER:infi	dégager
les	DET:def	le
victimes	NOM	victime
en	PRP	en
fait	NOM	fait
en	PRP	en
fait	NOM	fait
ça	PRO:cls	ça
se	PRO:clo	se
passe	VER:pres	passer
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
trois	NUM	@card@
phases	NOM	phase
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
d'	DET:ind	un
abord	NOM	abord
une	DET:ind	un
phase	NOM	phase
de	PRP	de
recherche	NOM	recherche
hum	FNO	hum
hum	FNO	hum
c'	PRO:cls	ce
est-à-dire	VER:cond	<unknown>
il	PRO:cls	il
faut	VER:pres	falloir
essayer	VER:infi	essayer
de	PRP	de
repérer	VER:infi	repérer
les	DET:def	le
victimes	NOM	victime
alors	ADV	alors
pour	PRP	pour
ça	PRO:ton	ça
on	PRO:cls	on
a	VER:pres	avoir
une	DET:ind	un
équipe	NOM	équipe
qui	PRO:rel	qui
est	AUX:pres	être
appelée	VER:pper	appeler
l'	DET:def	le
équipe	NOM	équipe
de	PRP	de
recherche	NOM	recherche
et	KON	et
localisation	NOM	localisation
c'	PRO:cls	ce
est	VER:pres	être
à	PRP	à
dire	VER:infi	dire
les	DET:def	le
maîtres-chiens	NOM	<unknown>
avec	PRP	avec
leurs	DET:pos	leur
chiens	NOM	chien
donc	ADV	donc
euh	INT	euh
ce	PRO:cls	ce
sont	VER:pres	être
les	DET:def	le
premiers	ADJ	premier
qui	PRO:rel	qui
ratissent	VER:pres	ratisser
qui	PRO:rel	qui
marchent	VER:pres	marcher
sur	PRP	sur
les	DET:def	le
décombres	NOM	décombre
avec	PRP	avec
les	DET:def	le
chiens	NOM	chien
ils	PRO:cls	il
lâchent	VER:pres	lâcher
les	DET:def	le
chiens	NOM	chien
les	DET:def	le
chiens	NOM	chien
ils	PRO:cls	il
flairent	VER:pres	flairer
ils	PRO:cls	il
essayent	VER:pres	essayer
de	PRP	de
repérer	VER:infi	repérer
au	PRP:det	au
flair	NOM	flair
euh	INT	euh
ils	PRO:cls	il
essayent	VER:pres	essayer
de	PRP	de
voir	VER:infi	voir
si	KON	si
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
victimes	NOM	victime
ou	KON	ou
pas	ADV	pas
voilà	FNO	voilà
à	PRP	à
quel	DET:int	quel
endroit	NOM	endroit
elles	PRO:cls	elle
sont	VER:pres	être
quel	DET:int	quel
endroit	NOM	endroit
et	KON	et
alors	ADV	alors
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
là	ADV	là
c'	PRO:cls	ce
est	VER:pres	être
flagrant	ADJ	flagrant
hein	INT	hein
quand	KON	quand
le	DET:def	le
chien	NOM	chien
il	PRO:cls	il
sent	VER:pres	sentir
que	KON	que
quelqu'un	PRO:ind	quelqu'un
est	VER:pres	être
vivant	ADJ	vivant
il	PRO:clsi	il
s'	PRO:clo	se
arrête	VER:pres	arrêter
il	PRO:clsi	il
bouge	VER:pres	bouger
plus	ADV	plus
il	PRO:cls	il
gratte	VER:pres	gratter
avec	PRP	avec
la	DET:def	le
patte	NOM	patte
il	PRO:cls	il
aboie	VER:pres	aboyer
mais	KON	mais
il	PRO:cls	il
fait	VER:pres	faire
c'	PRO:cls	ce
est	VER:pres	être
ici	ADV	ici
quoi	INT	quoi
le	DET:def	le
chien	NOM	chien
il	PRO:clsi	il
se	PRO:clo	se
trompe	VER:pres	tromper
rarement	ADV	rarement
ensuite	ADV	ensuite
bon	INT	bon
une	DET:ind	un
fois	NOM	fois
que	KON	que
le	DET:def	le
chien	NOM	chien
a	AUX:pres	avoir
a	AUX:pres	avoir
repéré	VER:pper	repérer
la	DET:def	le
victime	NOM	victime
ou	KON	ou
l'	DET:def	le
endroit	NOM	endroit
où	PRO:rel	où
la	DET:def	le
victime	NOM	victime
est	AUX:pres	être
ensevelie	VER:pper	ensevelir
il	PRO:cls	il
arrive	VER:pres	arriver
une	DET:ind	un
deuxième	ADJ	deuxième
équipe	NOM	équipe
qui	PRO:rel	qui
va	VER:pres	aller
essayer	VER:infi	essayer
de	PRP	de
confirmer	VER:infi	confirmer
la	DET:def	le
présence	NOM	présence
de	PRP	de
ce	PRO:dem	ce
de	PRP	de
de	PRP	de
cette	DET:dem	ce
victime	NOM	victime
donc	ADV	donc
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
équipe	NOM	équipe
de	PRP	de
localisation	NOM	localisation
ils	PRO:cls	il
arrivent	VER:pres	arriver
avec	PRP	avec
un	DET:ind	un
appareil	NOM	appareil
un	DET:ind	un
appareil	NOM	appareil
si	KON	si
tu	PRO:cls	tu
veux	VER:pres	vouloir
bon	INT	bon
je	PRO:cls	je
vais	VER:pres	aller
pas	ADV	pas
te	PRO:clo	te
le	PRO:clo	le
décrire	VER:infi	décrire
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
complexe	ADJ	complexe
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
genre	NOM	genre
d'	PRP	un
écouteur	NOM	écouteur
hum	FNO	hum
hum	FNO	hum
et	KON	et
alors	ADV	alors
donc	ADV	donc
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
pompier	NOM	pompier
qui	PRO:rel	qui
capte	VER:pres	capter
les	DET:def	le
sons	NOM	son
voilà	FNO	voilà
hum	FNO	hum
hum	FNO	hum
un	DET:ind	un
écouteur	NOM	écouteur
qui	PRO:rel	qui
capte	VER:pres	capter
les	DET:def	le
sons	NOM	son
sous	PRP	sous
le	DET:def	le
sol	NOM	sol
alors	ADV	alors
euh	INT	euh
en	PRP	en
deux	NUM	@card@
mots	NOM	mot
je	PRO:cls	je
t'	PRO:clo	te
explique	VER:pres	expliquer
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quelqu'un	PRO:ind	quelqu'un
qui	PRO:rel	qui
lance	VER:pres	lancer
un	DET:ind	un
appel	NOM	appel
à	PRP	à
la	DET:def	le
victime	NOM	victime
hum	FNO	hum
ou	KON	ou
à	PRP	à
la	DET:def	le
prétendue	ADJ	prétendu
victime	NOM	victime
hein	INT	hein
on	PRO:cls	on
suppose	VER:pres	supposer
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
victime	NOM	victime
là-dessous	ADV	<unknown>
en	PRP	en
tapant	VER:ppre	taper
sur	PRP	sur
une	DET:ind	un
pierre	NOM	pierre
avec	PRP	avec
une	DET:ind	un
barre	NOM	barre
de	PRP	de
fer	NOM	fer
et	KON	et
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
trois	NUM	@card@
autres	ADJ	autre
pompiers	NOM	pompier
avec	PRP	avec
cet	DET:dem	ce
appareil	NOM	appareil
donc	ADV	donc
qui	PRO:rel	qui
sont	AUX:pres	être
chargés	VER:pper	charger
de	PRP	de
de	PRP	de
recevoir	VER:infi	recevoir
de	PRP	de
capter	VER:infi	capter
les	DET:def	le
sons	NOM	son
que	PRO:rel	que
peut	VER:pres	pouvoir
é-	TRC	é-
émettre	VER:infi	émettre
la	DET:def	le
victime	NOM	victime
la	DET:def	le
victime	NOM	victime
avec	PRP	avec
un	DET:ind	un
casque	NOM	casque
avec	PRP	avec
voilà	FNO	voilà
et	KON	et
une	DET:ind	un
fois	NOM	fois
que	KON	que
les	DET:def	le
chiens	NOM	chien
euh	INT	euh
