voilà	FNO	voilà
d'	DET:ind	un
autre	ADJ	autre
.	NOM	<unknown>
on	PRO:cls	on
voit	VER:pres	voir
ça	PRO:ton	ça
puis	KON	puis
ça	PRO:ton	ça
et	KON	et
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
et	KON	et
puis	KON	puis
ça	PRO:cls	ça
.	VER:cond	<unknown>
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
des	DET:ind	un
enfants	NOM	enfant
et	KON	et
des	DET:ind	un
filles	NOM	fille
oh	INT	oh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
jolie	ADJ	joli
petite	ADJ	petit
fille	NOM	fille
avec	PRP	avec
un	DET:ind	un
petit	ADJ	petit
maillot	NOM	maillot
de	PRP	de
bain	NOM	bain
rouge	ADJ	rouge
qui	PRO:rel	qui
est	VER:pres	être
en	PRP	en
train	NOM	train
de	PRP	de
courir	VER:infi	courir
sur	PRP	sur
la	DET:def	le
plage	NOM	plage
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
on	PRO:cls	on
peut	VER:pres	pouvoir
glisser	VER:infi	glisser
sur	PRP	sur
la	DET:def	le
plage	NOM	plage
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
glisse	VER:pres	glisser
l'	DET:def	le
eau	NOM	eau
oui	FNO	oui
l'	DET:def	le
eau	NOM	eau
elle	PRO:cls	elle
glisse	VER:pres	glisser
surtout	ADV	surtout
quand	KON	quand
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
pas	ADV	pas
beaucoup	ADV	beaucoup
sur	PRP	sur
le	DET:def	le
sable	NOM	sable
et	KON	et
que	KON	que
tu	PRO:cls	tu
cours	VER:pres	courir
très	ADV	très
vite	ADV	vite
très	ADV	très
vite	ADV	vite
et	KON	et
tout	PRO:ind	tout
d'	PRP	un
un	DET:ind	un
coup	NOM	coup
boum	NOM	<unknown>
tu	PRO:cls	tu
te	PRO:clo	te
retrouves	VER:pres	retrouver
les	DET:def	le
quatre	NUM	@card@
fers	NOM	fer
en	PRP	en
l'	DET:def	le
air	NOM	air
ben	INT	ben
oui	FNO	oui
mais	KON	mais
on	PRO:cls	on
peut	VER:pres	pouvoir
mais	KON	mais
quand	KON	quand
on	PRO:cls	on
était	VER:impf	être
/un	NUM	<unknown>
jour	NOM	jour
à	PRP	à
jouer/	MLT	<unknown>
à	PRP	à
la	DET:def	le
plage	NOM	plage
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
beaucoup	ADV	beaucoup
de	PRP	de
grosses	ADJ	gros
vagues	NOM	vague
alors	ADV	alors
j'	PRO:cls	je
étais	VER:impf	être
au	PRP:det	au
en-dessous	ADV	en-dessous
de	PRP	de
l'	DET:def	le
eau	NOM	eau
je	PRO:cls	je
savais	VER:impf	savoir
pas	ADV	pas
nager	VER:infi	nager
mais	KON	mais
bing	NOM	<unknown>
tu	PRO:cls	tu
savais	VER:impf	savoir
pas	ADV	pas
nager	VER:infi	nager
.	NAM	<unknown>
non	FNO	non
mais	KON	mais
papa	NOM	papa
il	PRO:clsi	il
m'	PRO:clo	me
a	AUX:pres	avoir
récupéré	VER:pper	récupérer
quand	KON	quand
même	ADV	même
quand	KON	quand
tu	PRO:cls	tu
as	AUX:pres	avoir
été	VER:pper	être
à	PRP	à
la	DET:def	le
plage	NOM	plage
tu	PRO:cls	tu
avais	VER:impf	avoir
quel	DET:int	quel
âge	NOM	âge
quand	KON	quand
tu	PRO:cls	tu
étais	VER:impf	être
à	PRP	à
la	DET:def	le
plage	NOM	plage
.	NAM	<unknown>
hum	FNO	hum
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
hum	FNO	hum
tu	PRO:cls	tu
devais	VER:impf	devoir
être	VER:infi	être
tout	PRO:ind	tout
petit	ADJ	petit
petit	ADJ	petit
tu	PRO:cls	tu
devais	VER:impf	devoir
être	VER:infi	être
un	DET:ind	un
tout	DET:ind	tout
petit	ADJ	petit
poisson	NOM	poisson
non	FNO	non
mais	KON	mais
j'	PRO:cls	je
avais	VER:impf	avoir
trois	NUM	@card@
ans	NOM	an
et	KON	et
d-	TRC	d-
euh	INT	euh
j'	PRO:cls	je
avais	VER:impf	avoir
peut-être	ADV	peut-être
euh	INT	euh
je	PRO:cls	je
m'	PRO:clo	me
en	PRO:clo	en
rappelle	VER:pres	rappeler
plus	ADV	plus
combien	PRO:int	combien
j'	PRO:cls	je
avais	VER:impf	avoir
mais	KON	mais
euh	INT	euh
je	PRO:cls	je
savais	VER:impf	savoir
déjà	ADV	déjà
oh	INT	oh
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
alors	ADV	alors
quand	KON	quand
tu	PRO:cls	tu
étais	VER:impf	être
tout	ADV	tout
petit	ADJ	petit
tu	PRO:cls	tu
es	AUX:pres	être
allé	VER:pper	aller
à	PRP	à
la	DET:def	le
plage	NOM	plage
tu	PRO:cls	tu
as	AUX:pres	avoir
couru	VER:pper	courir
sur	PRP	sur
le	DET:def	le
sable	NOM	sable
tu	PRO:cls	tu
as	AUX:pres	avoir
voulu	VER:pper	vouloir
aller	VER:infi	aller
nager	VER:infi	nager
et	KON	et
après	ADV	après
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
passé	VER:pper	passer
.	NAM	<unknown>
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
grosse	ADJ	gros
vague	NOM	vague
qui	PRO:rel	qui
est	AUX:pres	être
venue	VER:pper	venir
sur	PRP	sur
toi	PRO:ton	toi
et	KON	et
puis	KON	puis
bang	NOM	<unknown>
je	PRO:cls	je
suis	AUX:pres	être
tombé	VER:pper	tomber
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
et	KON	et
ensuite	ADV	ensuite
une	DET:ind	un
fois	NOM	fois
que	KON	que
la	DET:def	le
vague	ADJ	vague
elle	PRO:cls	elle
est	AUX:pres	être
venue	VER:pper	venir
sur	PRP	sur
toi	PRO:ton	toi
tu	PRO:cls	tu
as	AUX:pres	avoir
failli	VER:pper	faillir
te	PRO:clo	te
noyer	VER:infi	noyer
bah	INT	bah
oui	FNO	oui
mais	KON	mais
j'	PRO:cls	je
étais	VER:impf	être
pas	ADV	pas
euh	INT	euh
très	ADV	très
très	ADV	très
loin	ADV	loin
j'	PRO:cls	je
étais	VER:impf	être
pas	ADV	pas
euh	INT	euh
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
très	ADV	très
très	ADV	très
loin	ADV	loin
mais	KON	mais
hein	INT	hein
euh	INT	euh
là	ADV	là
moi	PRO:ton	moi
je	PRO:cls	je
parie	VER:pres	parier
qu'	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
au	PRP:det	au
moment	NOM	moment
où	PRO:rel	où
tu	PRO:cls	tu
as	AUX:pres	avoir
failli	VER:pper	faillir
te	PRO:clo	te
noyer	VER:infi	noyer
c'	PRO:cls	ce
est	VER:pres	être
papa	NOM	papa
qui	PRO:rel	qui
est	AUX:pres	être
venu	VER:pper	venir
te	PRO:clo	te
repêcher	VER:infi	repêcher
il	PRO:cls	il
a	AUX:pres	avoir
dit	VER:pper	dire
oh	INT	oh
mais	KON	mais
petit	ADJ	petit
Némo	NOM	<unknown>
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
fais	VER:pres	faire
dans	PRP	dans
l'	DET:def	le
eau	NOM	eau
.	NAM	<unknown>
bah	INT	bah
oui	FNO	oui
mais	KON	mais
j'	PRO:cls	je
étais	VER:impf	être
pas	ADV	pas
un	DET:ind	un
poisson	NOM	poisson
eh	INT	eh
non	FNO	non
et	KON	et
comme	KON	comme
tu	PRO:cls	tu
étais	VER:impf	être
pas	ADV	pas
un	DET:ind	un
poisson	NOM	poisson
ben	INT	ben
tu	PRO:cls	tu
arrivais	VER:impf	arriver
pas	ADV	pas
à	PRP	à
respirer	VER:infi	respirer
sous	PRP	sous
l'	DET:def	le
eau	NOM	eau
ben	INT	ben
non	FNO	non
parce	TRC	parce
que	KON	que
je	PRO:cls	je
savais	VER:impf	savoir
pas	ADV	pas
nager	VER:infi	nager
encore	ADV	encore
hum	FNO	hum
alors	ADV	alors
on	PRO:cls	on
va	VER:pres	aller
revenir	VER:infi	revenir
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
au	PRP:det	au
livre	NOM	livre
là	ADV	là
en	PRO:clo	en
fait	VER:pres	faire
tu	PRO:cls	tu
vois	VER:pres	voir
on	PRO:cls	on
a	VER:pres	avoir
des	DET:ind	un
petits	ADJ	petit
enfants	NOM	enfant
qui	PRO:rel	qui
sont	VER:pres	être
de	DET:ind	un
différents	ADJ	différent
nationalités	NOM	nationalité
là	ADV	là
on	PRO:cls	on
a	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
esquimau	NOM	esquimau
qui	PRO:rel	qui
est	VER:pres	être
juste	ADV	juste
à	PRP	à
côté	NOM	côté
de	PRP	de
la	DET:def	le
petite	ADJ	petit
fille	NOM	fille
blonde	NOM	blond
qui	PRO:rel	qui
est	VER:pres	être
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
trop	ADV	trop
ce	PRO:dem	ce
qu'	PRO:rel	que
elle	PRO:cls	elle
est	VER:pres	être
allemande	ADJ	allemand
.	NOM:sig	<unknown>
/hum	MLT	<unknown>
oui/	MLT	<unknown>
ensuite	ADV	ensuite
on	PRO:cls	on
a	VER:pres	avoir
une	DET:ind	un
petite	ADJ	petit
fille	NOM	fille
indienne	ADJ	indien
qui	PRO:rel	qui
a	VER:pres	avoir
un	DET:ind	un
joli	ADJ	joli
petit	ADJ	petit
dessin	NOM	dessin
rouge	ADJ	rouge
juste	ADV	juste
sur	PRP	sur
son	DET:pos	son
front	NOM	front
ben	INT	ben
oui	FNO	oui
mais	KON	mais
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	VER:pres	avoir
hum	FNO	hum
un	DET:ind	un
petit	ADJ	petit
.	NOM	<unknown>
là	ADV	là
qui	PRO:rel	qui
Mowgli	NAM	<unknown>
eh	INT	eh
ben	INT	ben
eh	INT	eh
ben	INT	ben
eh	INT	eh
ben	INT	ben
elle	PRO:cls	elle
est	VER:pres	être
elle	PRO:cls	elle
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
aussi	ADV	aussi
la	DET:def	le
maman	NOM	maman
de	PRP	de
la	DET:def	le
maman	NOM	maman
de	PRP	de
Shanti	NOM	<unknown>
et	KON	et
ben	INT	ben
elle	PRO:cls	elle
est	VER:pres	être
comme	KON	comme
ça	PRO:ton	ça
elle	PRO:cls	elle
a	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
point	NOM	point
rouge	ADJ	rouge
comme	KON	comme
ça	PRO:ton	ça
ah	INT	ah
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
dans	PRP	dans
le	DET:def	le
livre	NOM	livre
de	PRP	de
la	DET:def	le
jungle	NOM	jungle
la	DET:def	le
maman	NOM	maman
de	PRP	de
Shanti	NOM	<unknown>
elle	PRO:cls	elle
a	VER:pres	avoir
un	DET:ind	un
joli	ADJ	joli
petit	ADJ	petit
point	NOM	point
rouge	ADJ	rouge
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
indienne	NOM	indienne
eh	INT	eh
oui	FNO	oui
eh	INT	eh
oui	FNO	oui
tu	PRO:cls	tu
as	VER:pres	avoir
une	DET:ind	un
petite	ADJ	petit
bulle	NOM	bulle
là	ADV	là
juste	ADV	juste
sur	PRP	sur
ta	DET:pos	ton
lèvre	NOM	lèvre
qui	PRO:rel	qui
va	VER:pres	aller
éclater	VER:infi	éclater
voilà	FNO	voilà
la	DET:def	le
petite	ADJ	petit
bulle	NOM	bulle
elle	PRO:cls	elle
a	AUX:pres	avoir
éclaté	VER:pper	éclater
alors	ADV	alors
on	PRO:cls	on
va	VER:pres	aller
tourner	VER:infi	tourner
la	DET:def	le
page	NOM	page
pour	PRP	pour
voir	VER:infi	voir
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:clsi	il
se	PRO:clo	se
passe	VER:pres	passer
derrière	ADV	derrière
-y	PRO:clo	y
vas	VER:pres	aller
ah	INT	ah
oh	INT	oh
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
vois	VER:pres	voir
là	ADV	là
.	ADJ	<unknown>
ben	INT	ben
des	DET:ind	un
squelettes	NOM	squelette
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
est	VER:pres	être
en	PRP	en
train	NOM	train
de	PRP	de
faire	VER:infi	faire
le	DET:def	le
squelette	NOM	squelette
.	NAM	<unknown>
eh	INT	eh
ben	INT	ben
ça	PRO:cls	ça
fait	VER:pres	faire
un	DET:ind	un
homme	NOM	homme
alors	ADV	alors
le	DET:def	le
squelette	NOM	squelette
est	VER:pres	être
en	PRP	en
train	NOM	train
de	PRP	de
courir	VER:infi	courir
et	KON	et
effectivement	ADV	effectivement
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
squelette	NOM	squelette
d'	PRP	un
un	DET:ind	un
être	VER:infi	être
humain	ADJ	humain
et	KON	et
ce	DET:dem	ce
squelette	NOM	squelette
d'	PRP	un
être	VER:infi	être
humain	NOM	humain
est	AUX:pres	être
poursuivi	VER:pper	poursuivre
par	PRP	par
un	DET:ind	un
chien	NOM	chien
qui	PRO:rel	qui
va	VER:pres	aller
le	PRO:clo	le
mordre	VER:infi	mordre
chien	NOM	chien
eh	INT	eh
oui	FNO	oui
oh	INT	oh
le	DET:def	le
chien	NOM	chien
il	PRO:cls	il
court	VER:pres	courir
plus	ADV	plus
vite	ADV	vite
que	KON	que
ça	PRO:ton	ça
il	PRO:cls	il
court	VER:pres	courir
plus	ADV	plus
vite	ADV	vite
que	KON	que
quoi	INT	quoi
le	DET:def	le
chien	NOM	chien
.	NAM	<unknown>
eh	INT	eh
ben	INT	ben
avec	PRP	avec
ses	DET:pos	son
petites	ADJ	petit
pattes	NOM	patte
eh	INT	eh
ben	INT	ben
bing	NOM	<unknown>
bing	NOM	<unknown>
bing	NOM	<unknown>
avec	PRP	avec
ses	DET:pos	son
petites	ADJ	petit
pattes	NOM	patte
le	DET:def	le
chien	NOM	chien
il	PRO:cls	il
court	VER:pres	courir
plus	ADV	plus
vite	ADV	vite
que	KON	que
l'	DET:def	le
homme	NOM	homme
oui	FNO	oui
mais	KON	mais
moi	PRO:ton	moi
je	PRO:cls	je
cours	VER:pres	courir
un	DET:ind	un
peu	NOM	peu
plus	ADV	plus
vite	ADV	vite
que	KON	que
les	DET:def	le
que	KON	que
les	DET:def	le
chiens	NOM	chien
je	PRO:cls	je
pense	VER:pres	penser
tu	PRO:cls	tu
crois	VER:pres	croire
que	KON	que
tu	PRO:cls	tu
cours	VER:pres	courir
plus	ADV	plus
vite	ADV	vite
que	KON	que
les	DET:def	le
chiens	NOM	chien
toi	PRO:ton	toi
.	NAM	<unknown>
bah	INT	bah
oui	FNO	oui
parce	TRC	parce
que	KON	que
les	DET:def	le
chiens	NOM	chien
ils	PRO:cls	il
savent	VER:pres	savoir
pas	ADV	pas
monter	VER:infi	monter
monter	VER:infi	monter
xxx	NOM	<unknown>
des	PRP:det	du
escaliers	NOM	escalier
ah	INT	ah
oui	FNO	oui
effectivement	ADV	effectivement
si	KON	si
tu	PRO:cls	tu
montes	VER:pres	monter
les	DET:def	le
escaliers	NOM	escalier
les	DET:def	le
petits	ADJ	petit
chiens	NOM	chien
ils	PRO:cls	il
vont	VER:pres	aller
pas	ADV	pas
pouvoir	VER:infi	pouvoir
te	PRO:clo	te
rattraper	VER:infi	rattraper
oui	FNO	oui
mais	KON	mais
si	KON	si
si	KON	si
le	DET:def	le
chien	NOM	chien
il	PRO:cls	il
est	VER:pres	être
déjà	ADV	déjà
en	PRP	en
haut	NOM	haut
alors	ADV	alors
euh	INT	euh
je	PRO:cls	je
pourrai	VER:futu	pouvoir
p-	TRC	p-
a-	TRC	a-
si	KON	si
mais	KON	mais
s-	TRC	s-
si	KON	si
je	PRO:cls	je
redescends	VER:pres	redescendre
le	DET:def	le
chien	NOM	chien
il	PRO:clsi	il
pourra	VER:futu	pouvoir
pas	ADV	pas
redescendre	VER:infi	redescendre
bah	INT	bah
si	KON	si
tu	PRO:cls	tu
redescends	VER:pres	redescendre
le	DET:def	le
chien	NOM	chien
il	PRO:clsi	il
pourra	VER:futu	pouvoir
alors	ADV	alors
il	PRO:cls	il
pour-	TRC	<unknown>
s-	TRC	s-
si	KON	si
tu	PRO:cls	tu
redescends	VER:pres	redescendre
alors	ADV	alors
le	DET:def	le
chien	NOM	chien
il	PRO:clsi	il
pourra	VER:futu	pouvoir
redescendre	VER:infi	redescendre
aussi	ADV	aussi
il	PRO:cls	il
a	VER:pres	avoir
des	DET:ind	un
petites	ADJ	petit
pattes	NOM	patte
le	DET:def	le
chien	NOM	chien
oui	FNO	oui
mais	KON	mais
quand	KON	quand
même	ADV	même
si	KON	si
je	PRO:cls	je
remonte	VER:pres	remonter
il	PRO:cls	il
pourra	VER:futu	pouvoir
pas	ADV	pas
remonter	VER:infi	remonter
parce	TRC	parce
que	KON	que
sinon	ADV	sinon
il	PRO:cls	il
va	VER:pres	aller
glisser	VER:infi	glisser
ça	PRO:cls	ça
se	PRO:clo	se
peut	VER:pres	pouvoir
que	KON	que
le	DET:def	le
chien	NOM	chien
glisse	NOM	glisse
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
sûr	ADJ	sûr
oui	FNO	oui
parfois	ADV	parfois
oui	FNO	oui
mais	KON	mais
parfois	ADV	parfois
non	FNO	non
alors	ADV	alors
ça	PRO:ton	ça
ça	PRO:ton	ça
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
squelette	NOM	squelette
de	PRP	de
chien	NOM	chien
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
squelette	NOM	squelette
du	PRP:det	du
un	NUM	@card@
homme	NOM	homme
et	KON	et
alors	ADV	alors
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
ils	PRO:cls	il
font	VER:pres	faire
ensemble	ADV	ensemble
le	DET:def	le
squelette	NOM	squelette
du	PRP:det	du
chien	NOM	chien
et	KON	et
de	PRP	de
l'	DET:def	le
homme	NOM	homme
.	NAM	<unknown>
eh	INT	eh
ben	INT	ben
ils	PRO:cls	il
courent	VER:pres	courir
voilà	FNO	voilà
tu	PRO:cls	tu
peux	VER:pres	pouvoir
me	PRO:clo	me
refaire	VER:infi	refaire
une	DET:ind	un
belle	ADJ	beau
petite	ADJ	petit
phrase	NOM	phrase
.	NAM	<unknown>
le	DET:def	le
squelette	NOM	squelette
euh	INT	euh
du	PRP:det	du
chien	NOM	chien
et	KON	et
de	PRP	de
l'	DET:def	le
homme	NOM	homme
sont	VER:pres	être
en	PRP	en
train	NOM	train
de	PRP	de
courir	VER:infi	courir
ensemble	ADV	ensemble
le	DET:def	le
crâne	NOM	crâne
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
squelette	NOM	squelette
non	FNO	non
celui	PRO:dem	celui
là	ADV	là
non	FNO	non
celui	PRO:dem	celui
là	ADV	là
oui	FNO	oui
celui	PRO:dem	celui
là	ADV	là
oui	FNO	oui
celui	PRO:dem	celui
là	ADV	là
oui	FNO	oui
celui	PRO:dem	celui
là	ADV	là
non	FNO	non
celui	PRO:dem	celui
non	FNO	non
et	KON	et
puis	KON	puis
celui	PRO:dem	celui
là	ADV	là
oui	FNO	oui
hum	FNO	hum
hum	FNO	hum
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
trois	NUM	@card@
qui	PRO:rel	qui
ont	VER:pres	avoir
des	DET:ind	un
squelettes	NOM	squelette
le	DET:def	le
lapin	NOM	lapin
et	KON	et
l'	DET:def	le
oiseau	NOM	oiseau
ils	PRO:cls	il
ont	VER:pres	avoir
des	DET:ind	un
squelettes	NOM	squelette
mais	KON	mais
le	DET:def	le
poisson	NOM	poisson
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
squelette	NOM	squelette
le	DET:def	le
poisson	NOM	poisson
qu'	KON	que
-ce	PRO:dem	ce
est	VER:pres	être
qu'	KON	que
il	PRO:cls	il
a	AUX:pres	avoir
.	VER:pper	<unknown>
il	PRO:cls	il
a	VER:pres	avoir
des	DET:ind	un
arêtes	NOM	arête
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
un	DET:ind	un
petit	ADJ	petit
squelette	NOM	squelette
ah	INT	ah
voilà	FNO	voilà
et	KON	et
comment	PRO:int	comment
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
sais	VER:pres	savoir
que	KON	que
le	DET:def	le
poisson	NOM	poisson
il	PRO:cls	il
a	VER:pres	avoir
des	DET:ind	un
arêtes	NOM	arête
.	NAM	<unknown>
et	KON	et
pas	ADV	pas
et	KON	et
pas	ADV	pas
un	DET:ind	un
squelette	NOM	squelette
.	NAM	<unknown>
ben	INT	ben
oui	FNO	oui
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quand	KON	quand
même	ADV	même
un	DET:ind	un
petit	ADJ	petit
squelette	NOM	squelette
comme	KON	comme
ça	PRO:ton	ça
ben	INT	ben
c'	PRO:cls	ce
est	VER:pres	être
en	PRO:clo	en
fait	VER:pres	faire
les	DET:def	le
arêtes	NOM	arête
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
sorte	NOM	sorte
de	PRP	de
squelette	NOM	squelette
mais	KON	mais
quand	KON	quand
tu	PRO:cls	tu
manges	VER:pres	manger
du	DET:par	du
poisson	NOM	poisson
eh	INT	eh
ben	INT	ben
dans	PRP	dans
ton	DET:pos	ton
assiette	NOM	assiette
tu	PRO:cls	tu
sais	VER:pres	savoir
que	KON	que
le	DET:def	le
poisson	NOM	poisson
il	PRO:cls	il
a	VER:pres	avoir
pas	ADV	pas
un	DET:ind	un
squelette	NOM	squelette
parce	TRC	parce
que	KON	que
tu	PRO:cls	tu
retrouves	VER:pres	retrouver
dans	PRP	dans
ton	DET:pos	ton
assiette	NOM	assiette
les	DET:def	le
arêtes	NOM	arête
du	PRP:det	du
poisson	NOM	poisson
ah	INT	ah
oui	FNO	oui
quand	KON	quand
tu	PRO:cls	tu
as	VER:pres	avoir
du	DET:par	du
poisson	NOM	poisson
dans	PRP	dans
ton	DET:pos	ton
assiette	NOM	assiette
et	KON	et
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
truc	NOM	truc
qui	PRO:rel	qui
te	PRO:clo	te
pique	VER:pres	piquer
tu	PRO:cls	tu
dis	VER:pres	dire
pas	ADV	pas
oh	INT	oh
tiens	INT	tiens
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
os	NOM	os
dans	PRP	dans
mon	DET:pos	mon
poisson	NOM	poisson
/bahmais/	MLT	<unknown>
oui	FNO	oui
puis	KON	puis
c'	PRO:cls	ce
est	VER:pres	être
l'	DET:def	le
arête	NOM	arête
ouh	INT	ouh
tiens	INT	tiens
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
os	NOM	os
qui	PRO:rel	qui
me	PRO:clo	me
pique	VER:pres	piquer
pique	VER:impe	piquer
pique	VER:impe	piquer
pique	VER:impe	piquer
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
les	DET:def	le
moustiques	NOM	moustique
ou	KON	ou
les	DET:def	le
abeilles	NOM	abeille
parfois	ADV	parfois
les	DET:def	le
abeilles	NOM	abeille
et	KON	et
les	DET:def	le
moustiques	NOM	moustique
qui	PRO:rel	qui
piquent	VER:pres	piquer
.	NAM	<unknown>
oui	FNO	oui
mais	KON	mais
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
aussi	ADV	aussi
les	DET:def	le
les	DET:def	le
bourdons	NOM	bourdon
euh	INT	euh
les	DET:def	le
a-	TRC	a-
les	DET:def	le
guêpes	NOM	guêpe
ah	INT	ah
bah	INT	bah
oui	FNO	oui
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
beaucoup	ADV	beaucoup
des	DET:ind	un
choses	NOM	chose
qui	PRO:rel	qui
piquent	VER:pres	piquer
hein	INT	hein
bah	INT	bah
oui	FNO	oui
mais	KON	mais
